"Genes"	"G3M19LEG"	"G3M5CM"	"G3M5LEG"	"RMS1"	"RMS3"	"RMS_3"	"T_LEFT"	"T_LEG"
"2956"	"ENSG00000138814"	7.6483868	11.164925	5.7889491375	7.99393435	8.066604375	6.4428362625	10.5459578625	17.522659125
"2957"	"ENSG00000007516"	0.0418804888888889	0.0254200222222222	0.655154505555556	0.0246980333333333	0.0337693888888889	0.0206311	0.0102723555555556	0.1233734
"2958"	"ENSG00000101193"	9.45886433333333	4.96951833333333	8.30194566666667	4.92077933333333	7.38642433333333	0.763971333333333	3.91440533333333	1.62753666666667
"2959"	"ENSG00000001084"	3.89044766666667	1.95968333333333	2.38811	3.60394566666667	3.10344633333333	0.58709	1.66481666666667	1.01511666666667
"2960"	"ENSG00000167768"	0	0	0	0	0	0	0	0.010298
"2961"	"ENSG00000136531"	0.350429777777778	0.131425944444444	0.181914773333333	0.136602777777778	0.156943077777778	0.0223456444444444	0.0307144444444444	0.0875436222222222
"2962"	"ENSG00000064195"	0.966407	0	1.16236	0.0762948	0.158298	1.50396	0	2.10554
"2963"	"ENSG00000166147"	34.333952	0.9505536	10.7973293333333	3.48746666666667	5.0376551	0.42418	1.24943333333333	0.75467
"2964"	"ENSG00000165972"	0.0542212	0.01940506	0.0416002	0.0505516	0.0397974	0.0271002	0.029268	1.4239278
"2965"	"ENSG00000146247"	1.2391737625	0.18375741875	0.4029134225	0.2235797375	0.37401153125	0.22394071125	0.1559355125	0.342075325
"2966"	"ENSG00000091428"	0.553597181818182	0.107998536363636	0.233763181818182	0.0887877272727273	0.0983819090909091	0.305271818181818	0.0713034909090909	2.05658336363636
"2967"	"ENSG00000101194"	0.8631194	0.15056646	1.7894054	0.3659918	0.3264326	0.4317916	0.1589258	2.810545
"2968"	"ENSG00000166033"	77.575738	6.2681714	61.170504	23.8148858	33.62429	0.8400368	3.8190581	2.9809234
"2969"	"ENSG00000115073"	13.7281914285714	10.2659891428571	8.44538885714286	11.9211565714286	13.6100551428571	1.86920528571429	6.851529	2.49327142857143
"2970"	"ENSG00000160813"	13.494232	7.943	22.43301275	40.165905	28.8372125	6.886625	6.1102	17.8683715
"2971"	"ENSG00000198839"	2.5967748	0.75810498	1.40782254	0.90200902	1.0873001	0.04640874	0.74275144	0.4545496
"2972"	"ENSG00000104866"	8.23162	15.3703533333333	12.5861266666667	16.19648	13.9867233333333	3.357254	9.4398	6.10579333333333
"2973"	"ENSG00000172188"	0.0199225714285714	0.0101626142857143	0.0104894428571429	0.00704102857142857	0.0107899428571429	0.00310452857142857	0.0357576714285714	0.179848571428571
"2974"	"ENSG00000108813"	0.5292535	0	0.3472925	0.05297115	0.1923605	0.00917415	0	0.0154421
"2975"	"ENSG00000085491"	37.1750885	0.88121	11.33295	14.81765	24.28395	2.85291	1.073285	4.981415
"2976"	"ENSG00000153820"	0	0.0250482	0	0.00384982	0	0.0055692	0.00484052	0.0220148
"2977"	"ENSG00000125533"	0	0	0	0	0	0	0	0
"2978"	"ENSG00000054654"	0.832085352945524	0.524770917652065	0.229001664705882	0.498371741176471	0.591024764705882	0.0809291117647059	0.375651470683529	0.1631152
"2979"	"ENSG00000185477"	0.213792	0.0273942	0.39975	0.011845	0.0148723	0	0.0396241	0.0752413
"2980"	"ENSG00000146834"	7.056464	4.912322	8.5396568	5.8223942	7.406692	0.5536504	4.290732	1.1377716
"2981"	"ENSG00000198900"	5.51211708333333	1.91642263333333	2.99732471666667	2.18799061666667	2.80365966666667	0.978474333333333	1.658064	1.85747783333333
"2982"	"ENSG00000229544"	0.0605454	0	0.0369458	0.0731299	0.116819	1.21246	0	0.84761
"2983"	"ENSG00000159842"	2.97818615384615	0.557231846153846	1.48499873076923	1.17057442307692	1.70954557692308	0.369916746153846	0.398507723076923	0.474600130769231
"2984"	"ENSG00000228486"	0	0.5406575	0.0595985	0.0141177	0.06889575	0.011573975	0.11534475	0.31396725
"2985"	"ENSG00000131931"	3.2580335	1.31752	2.49528	1.673925	2.31837	0.61148625	0.86487975	1.414987
"2986"	"ENSG00000138161"	0	0.641737	0.151779	0	0.0206751	0	0.974436	0.171592
"2987"	"ENSG00000119596"	3.149195125	1.370716625	2.889201625	4.514443375	3.1662375	0.1533924875	1.151190775	0.328645125
"2988"	"ENSG00000149658"	9.31467333333333	5.08322	6.75215266666667	5.19487333333333	6.56957666666667	0.683816666666667	4.556854	2.46731666666667
"2989"	"ENSG00000155093"	0.415446	0	0.01029586	0.00977176	0.0456066	0.00559032	0.00232662	0.2170098
"2990"	"ENSG00000176358"	0	0.159143	0.209034	0.0487051	0	0	0	0.208699
"2991"	"ENSG00000139343"	165.673	37.476	113.735	310.077	274.501	43.6646	37.7707	44.1762
"2992"	"ENSG00000164114"	0.271062529	0.0339193074285714	0.0725067971428571	0.153426618571429	0.21032893	0.03688055	0.0270592201428571	0.00793352948428571
"2993"	"ENSG00000183559"	0.043405	0	0.027775	0.0305935	0.0245397	0	0	0.0425944
"2994"	"ENSG00000118181"	416.976720857143	151.126767285714	419.070457571429	445.55119	399.906791857143	82.9469180714286	144.483963571429	123.983506714286
"2995"	"ENSG00000120925"	1.05666481818182	0.702347818181818	0.669998681818182	0.395341027272727	0.441526718181818	0.0463076363636364	0.624209781818182	0.227922
"2996"	"ENSG00000103932"	1.10564916666667	0.6060071	0.702394666666667	1.23096919333333	1.03152927111111	0.298209557733333	0.3472958	0.195164482888889
"2997"	"ENSG00000103175"	0.148935	44.5397895	1.528485	0.128188	0.16838955	0.1063635	26.121456	0.207557
"2998"	"ENSG00000152147"	13.394785	4.03479	11.1091105	10.8849095	12.192439	2.8398775	4.167062	0.93401
"2999"	"ENSG00000141664"	1.614999	0.5822804	0.9568	0.85531012	1.09413694	0.2115778	0.3350049	0.4696899
"3000"	"ENSG00000188816"	0.04726095	0	0	0	0	0.0263936	0.014963	0.0903655
"3001"	"ENSG00000145506"	1.123986354	0.11216624	1.1120396	0.03647	0.02385812	0	0.1212448	0.0405952
"3002"	"ENSG00000186334"	0.0154847333333333	0	0.0093437	0	0	0	0	0.0623913333333333
"3003"	"ENSG00000139168"	17.3609975	20.919765	12.4981795	42.400803	31.79965275	29.7773524	19.858079625	32.244075
"3004"	"ENSG00000107902"	1.72637028571429	3.14931057142857	2.05126714285714	0.979207285714286	1.08892071428571	0.106594285714286	2.34859685714286	0.841478571428571
"3005"	"ENSG00000105556"	2.94793166666667	1.19718091666667	2.42818133333333	1.99318894833333	1.9887495	0.307363983333333	0.708257016666667	0.3456405
"3006"	"ENSG00000182183"	0.211342	0.15957	0.389842	0.151945	0	0.114006	0.263151	1.52693
"3007"	"ENSG00000188010"	3.39455	3.84912	3.34823	10.617735	11.64232	3.361325	3.44682715	1.72786
"3008"	"ENSG00000116157"	24.70855	4.95009	46.735975	11.8565	15.7154	0.549655	6.028775	3.060915
"3009"	"ENSG00000112118"	10.11581062	1.041184	15.9021534	15.83273942	21.9742328	4.533374	0.622714	3.784974
"3010"	"ENSG00000214694"	0.143213341666667	0.194309751666667	0.0401872066666667	0.131994491666667	0.0881142083333333	0.0296446916666667	0.0262885833333333	0.1362788675
"3011"	"ENSG00000141577"	1.25466257142857	0.781931142857143	2.38244757142857	5.464545	4.275923	7.84970121428571	0.780061428571429	11.9185642857143
"3012"	"ENSG00000101197"	0	0	0	0	0	0	0	0.07603
"3013"	"ENSG00000105851"	0.9842741	0.0196843714285714	0.809777714285714	0	0.00222791428571429	0.00194555714285714	0.0156420142857143	0.0507138571428571
"3014"	"ENSG00000196655"	15.47411	1.96190485728571	8.81604528571429	2.14375214285714	4.40080252857143	0.761860488571429	2.54456214285714	1.54517908571429
"3015"	"ENSG00000123500"	0.0933341	0	0.0975329	0.0159567	0.0132962	0	0	0.431268
"3016"	"ENSG00000182568"	0.342150228571429	0.790352378935	0.188679728571429	0.0100890800928571	0.00737885	0.0134047150142857	0.732133977357143	0.210633307155286
"3017"	"ENSG00000253506"	403.7742	124.9893	337.63303	392.8005325	368.390195	37.152747	140.8134	166.3179715
"3018"	"ENSG00000101198"	0.014807	0.0853221857142857	0.0358857142857143	0	0	0	0.143923142857143	0
"3019"	"ENSG00000089737"	4.091026	2.36280044444444	2.92301444444444	4.98973158888889	4.17154968888889	0.382338666666667	1.78689385555556	0.937175333333333
"3020"	"ENSG00000171051"	7.2901	0.0527229	1.61889	1.02765	1.91813	0.159377	0	2.42911
"3021"	"ENSG00000095574"	1.49449285714286	0.925406895714286	0.653334714285714	0.372602714285714	0.460837828571429	0.0212148428571429	0.681429114285714	0.969455142857143
"3022"	"ENSG00000133110"	135.667093888889	0.443364277777778	41.9687762222222	2.40987954444444	5.81636788888889	0.167256444444444	0.486356422222222	16.975358
"3023"	"ENSG00000186007"	0.00648701111111111	0.00228121111111111	0.00506894888888889	0.140435311111111	0.0198658888888889	0.0440382222222222	0	0.170033988888889
"3024"	"ENSG00000196670"	1.65437091666667	0.7151435	0.66206675	0.881079416666667	0.765905225	0.0754469166666667	0.732811416666667	0.222268175
"3025"	"ENSG00000165280"	30.7179816	33.732698	26.1828431	15.1257152	22.6297727	3.008	32.8450622	4.2966236
"3026"	"ENSG00000115363"	0.5026675	0.568743825	0.2226925	0.092996	0.22735625	0.0367547	0.438401	0.31387225
"3027"	"ENSG00000213397"	7.85699	3.69993333333333	8.98848333333333	13.07186	12.2603533333333	19.9139823333333	3.29343	58.1670466666667
"3028"	"ENSG00000196544"	17.715	13.8897	21.6358	5.90523	8.46844	0.56231	10.127	3.31836
"3029"	"ENSG00000137601"	0.782133511111111	0.219777444444444	0.321509844444444	0.440727922222222	0.353974677777778	0.0196604888888889	0.174167522222222	0.0690613
"3030"	"ENSG00000118939"	15.3096773333333	4.63974875	8.15237566666667	12.5419543	11.7247978333333	1.583896	5.3141465	3.566131
"3031"	"ENSG00000062485"	20.5999783333333	59.057836	13.6350479	15.0202593333333	19.191181	1.8617013	51.9378206666667	3.90968433333333
"3032"	"ENSG00000166455"	0.4718265	0.04663745	0.2268615	0.1348525	0.1804605	0.0458229	0.0078771	0.0600005
"3033"	"ENSG00000196367"	3.319366	1.46235444	3.90603913493333	9.59363523193333	8.1623364	0.801719481733333	0.681483000012133	1.2140681
"3034"	"ENSG00000116544"	0.02942875	0.079519325	0.1037	0	0	0.00490785	0.02719575	0.266331225
"3035"	"ENSG00000187474"	0.693535	0.011570575	0.688395	0.02142975	0.0412315	0	0.01515775	0.1149045
"3036"	"ENSG00000173698"	0.0808868066666667	0.0240535611111111	0.0365875055555556	0.0752030562011111	0.08922203	0.0493702989013333	0.0141028533333333	0.0876567360555556
"3037"	"ENSG00000164093"	0	0.672515375	1.4271351125	0	0.003242875	0.033464875	0.765543375	0.08363875
"3038"	"ENSG00000006837"	0.224135666666667	0.139503805555556	0.173115555555556	0.301760889174444	0.153713102744444	0.0730420055555556	0.158296666666667	0.517757055555556
"3039"	"ENSG00000150873"	0.148660666666667	0.258767666666667	0.168649	0.123040333333333	0.0802043333333333	0.0798356666666667	0.110663666666667	3.45823333333333
"3040"	"ENSG00000117533"	5.82004022375	1.43629825	3.79504175	2.220666625	2.6069875	0.299742375	1.245129125	0.92056
"3041"	"ENSG00000179029"	4.05189875	0.77277075	2.81636	1.642035	2.3933625	0.33956625	0.4316875	0.62480125
"3042"	"ENSG00000203952"	0	0.163164	0	0	0	0	0.0674778	0.147646
"3043"	"ENSG00000102970"	5.35996	0.65592	39.1246	1.1947	1.71232	0.549937	1.0438	8.38235
"3044"	"ENSG00000101199"	4.23298142857143	1.68566085714286	4.23898071428571	5.18740437857143	6.07122464827857	1.05494328571429	1.09139292857143	1.67860705
"3045"	"ENSG00000123975"	196.521	0.786274	181.436	199.413	227.294	35.6421	1.36761	66.6451
"3046"	"ENSG00000115592"	0.0538193666666667	12.2804841666667	0.154946916666667	0.0812955166666667	0.0815293333333333	0.277150666666667	8.89657163333333	0.756650666666667
"3047"	"ENSG00000138182"	2.1032875	0.01048201	1.67888911	2.9182429	3.52522500254	0.8904804	0.01012968	0.4859019
"3048"	"ENSG00000148357"	0.684369033333333	6.37959	2.68582028333333	0.736076941666667	0.65761522	0.74702709	2.84257183333333	0.645112001463333
"3049"	"ENSG00000135341"	2.53843333333333	1.10264144444444	1.18751233333333	1.09585055559744	1.17600912222222	0.235640688888889	0.889911355555556	0.703033222222222
"3050"	"ENSG00000258083"	0.0223174	0	0.0262412	0.007515	0.00625045	0	0.02775575	0.0105348
"3051"	"ENSG00000273025"	0.0030511875	0.0020908	0	0	0.0020171375	0.0055522125	0	0.0113312
"3052"	"ENSG00000174038"	0.038389	0.0210052	0	0.01325688	0.02392268	0	0.01466758	0.1849466
"3053"	"ENSG00000162873"	11.8518	0.0496285	7.46065	8.36564	10.9966	1.86212	0.0750086	1.38512
"3054"	"ENSG00000254093"	3.638869	1.26167466666667	3.11336166666667	5.23781333333333	3.84994	1.99965666666667	0.913064666666667	3.83973
"3055"	"ENSG00000064999"	2.2029	1.52805250855	2.1667675	1.227256003025	1.51724025	0.2493228	0.82137201635	0.3868676
"3056"	"ENSG00000269743"	0.40083715	0.129753764285714	0.169635357142857	0.198072342857143	0.255405785714286	0.00887672857142857	0.138306428571429	0.372272
"3057"	"ENSG00000160953"	2.83694109090909	1.39137790909091	2.44132530909091	3.02329445454545	3.30928690909091	4.87937226363636	1.46654736363636	6.77078436363636
"3058"	"ENSG00000151466"	1.136823875	0.356343125	0.5537431875	1.515121875	0.823868125	0.0708668375	0.276178925	1.154357
"3059"	"ENSG00000155903"	1.22929933333333	0.220791783333333	0.487889433333333	0.35580688	0.51823235	0.145547506666667	0.198662478333333	0.340889333333333
"3060"	"ENSG00000038002"	19.69944	5.33605066666667	11.3301873333333	14.7961066666667	21.2968933333333	0.598439	6.05843066666667	2.43323333333333
"3061"	"ENSG00000064270"	0.3103925	0	0.061359	0.10234	0.2335375	0.02013155	0	0.39189
"3062"	"ENSG00000186335"	0	0.5924905	0.057356	0	0.0091027	0.02297185	1.11208855	0.43780905
"3063"	"ENSG00000168676"	0	0.014129225	0.00758035	0.004405475	0	0	0.020669875	0.24661
"3064"	"ENSG00000204851"	0.330553	0.211248	1.32443	0.0116029	0.0769479	0	0.20405	0.523191
"3065"	"ENSG00000143032"	0	0.112963	0.0371867	0.0452006	0.0177016	0.0734786	0	0.335173
"3066"	"ENSG00000145198"	0.01366593	0.01234559	0.00695763	0.0213132	0.00888088	0.135774	0.00408913	0.3249066
"3067"	"ENSG00000074706"	1.03423136363636	0.365356454545455	0.443932263636364	0.387092727272727	0.568198565454545	0.03790425	0.128937898181818	0.259484345454545
"3068"	"ENSG00000169330"	0.065636	0.01933055	0.0148562	0.0102916	0.0085757	0.0252611	0.0032868	0.088277
"3069"	"ENSG00000220205"	7.6863124	6.2729706	6.7289228	2.2543126	3.5797356	0.31358798	3.62877684	0.6273076
"3070"	"ENSG00000154277"	32.934985	0.90655275	28.9282925	9.6718875	11.36829	0.72875975	0.43031175	2.57936475
"3071"	"ENSG00000115353"	0.308988866666667	0.0232661000386667	0.186704433843333	0	0.0122247	0.00619216666666667	0	0.0985913333333333
"3072"	"ENSG00000113569"	3.35303114285714	0.404858714285714	1.19670585714286	1.37335671428571	2.10997542857143	0.652907471428572	0.286108685714286	0.670447714285714
"3073"	"ENSG00000107959"	5.18735575	1.558829125	5.49696075	3.607700875	3.7558375	0.34361025	1.18046	0.421131625
"3074"	"ENSG00000134376"	0.0120238857142857	0.00325800857142857	0.0158393285714286	0.00574215	0.00834779857142857	0	0.00742791428571429	0.142351528571429
"3075"	"ENSG00000171056"	5.2374	6.18387	1.40755	0.0775951	0.126752	0.0412585	3.28632	0.938501
"3076"	"ENSG00000124181"	2.62514891666667	1.2684325	1.7969937	2.13863275833333	2.62178255833333	0.168829908333333	0.8304121	0.952248833333333
"3077"	"ENSG00000184634"	3.45014777777778	2.73505	5.50156533333333	8.20070258888889	5.78455011111111	7.193933	1.90626955572222	9.2905982
"3078"	"ENSG00000196369"	2.29651608333333	0.475688941666667	2.0559503	1.84680641666667	1.87262524166667	0.407190716666667	0.447527525	1.08460441666667
"3079"	"ENSG00000049130"	3.78051733333333	1.7700615	1.38798533333333	1.47616483333333	2.60834836666667	0.176059166666667	1.19913766666667	0.996891833333333
"3080"	"ENSG00000143344"	6.121602	0.473658483333333	3.69744466666667	3.91226931666667	5.33932586666667	0.843513666666667	0.48525205	2.18606833333333
"3081"	"ENSG00000178662"	0.01796475	0.00068739875	0.0024752625	0.002993575	0.0089292875	0.0074300375	0.00502315	0.0987823625
"3082"	"ENSG00000131446"	7.26769461538461	2.55734876923077	5.911633	2.19137598461538	3.13664569230769	0.357821692307692	1.23842823076923	1.239651
"3083"	"ENSG00000135773"	0.0107815	0	0.0263321333333333	0.0229718333333333	0.0819113333333333	0	0.00710383333333333	0.054213
"3084"	"ENSG00000148814"	0.168335188888889	0.0832357333333333	0.0926488777777778	0.182353655555556	0.181109775555556	0.0163033555555556	0.137607988888889	0.133456777777778
"3085"	"ENSG00000267059"	181.555153333333	450.790486	162.457192666667	221.98478	240.51218	22.1297923333333	513.978	43.1031566666667
"3086"	"ENSG00000196155"	0.6180175	0.0396736833333333	0.2613342	0.597339833333333	0.711569333333333	0.143784666666667	0.0138795633333333	1.1220705
"3087"	"ENSG00000189182"	0	0.00939045	0	0	0	0	0	0
"3088"	"ENSG00000071127"	11.8310429090909	2.13421613636364	7.43402345454545	6.91189123636364	8.76146591818182	1.00427099090909	1.33719584545455	1.63338057272727
"3089"	"ENSG00000169857"	2.82887	2.14284333333333	4.05275666666667	1.06971333333333	2.33856666666667	0.383111	2.09196	0.687216666666667
"3090"	"ENSG00000171433"	0	0	0.0990784	0.476548	0.189263	0	0.103041	0
"3091"	"ENSG00000085832"	4.27590722727273	1.67115154545455	2.4055387	1.31081954545455	1.15169036363636	0.186003363636364	1.718561	1.07578181818182
"3092"	"ENSG00000165156"	1.05788983333333	0.499985667201667	0.682192321666667	0.15250854	0.31422335	0.011633475	0.566834406666667	0.297444166666667
"3093"	"ENSG00000004478"	31.253105	25.53353325	37.6360155	26.5992175	27.71777675	4.68540375	21.0820635	8.80549925
"3094"	"ENSG00000188883"	0.290283333333333	0.134861	0.277236333333333	0.570521	0.468190133333333	0.0828670666666667	0.0364628	0.104145
"3095"	"ENSG00000173338"	0.0724552	0.220358	0.484409	0.15327	0.209552	0.223894	0.0942124	0.437375
"3096"	"ENSG00000116127"	0.54810452	0.09463776	0.2462257	0.28708164	0.29040592	0.10022846	0.06790844	0.7050522
"3097"	"ENSG00000181939"	0.0346994753671642	0.02772904	0.0167907462686567	0.0120508071970149	0.0137902031552239	0.019201126119403	0.0156655076119403	0.405110667910448
"3098"	"ENSG00000162878"	2.8417685	11.51575875	2.80181	1.4375165	1.9093075	0.40389501175	12.5887575	0.673655
"3099"	"ENSG00000069345"	52.57785	36.03173	27.056917	16.96804	20.8383765	2.419285	35.2569	6.08665
"3100"	"ENSG00000165752"	0.1067463	0.0955645	0.56147395	0.01514765	0.01865245	0	0.071645	0.0738025
"3101"	"ENSG00000016602"	0.0391944	0.0201419	0	0.053105	0.02939235	0	0.0334334	0.1109302
"3102"	"ENSG00000139832"	20.8622	2.66695	10.2798	3.58949	4.05398	0.179845	2.19153	6.16107
"3103"	"ENSG00000099814"	0.558746416666667	0.26689713625	0.238042719333333	0.614936458333333	0.6894495	0.0648931826666667	0.149569466525	0.316987916791667
"3104"	"ENSG00000178538"	0.297523	2.97302	0.727804	0.830893	0.92562	0.103775	2.92977	0.880433
"3105"	"ENSG00000189376"	4.2206855	1.385613675	2.9618649625	3.8473025625	3.16709375	0.614184	1.131221225	1.309093875
"3106"	"ENSG00000167419"	0	0	0.00506553333333333	0	0	0	0	0
"3107"	"ENSG00000131669"	38.694874	6.3858118	46.618588	8.488116	11.44331946	0.745769	3.4673314	3.125527
"3108"	"ENSG00000284057"	8.46299	2.630185	8.74105925	6.946413	7.25901	0.7215125	2.3214725	1.48276
"3109"	"ENSG00000185069"	0	0	0.25256	0.0976363	0.120589	0.0812498	0.0677041	0.984761
"3110"	"ENSG00000113368"	19.4172605	1.714215	15.38175	7.2204	14.3108	1.560655	1.55235	3.058845
"3111"	"ENSG00000148308"	1.66201928571429	0.828243428571429	1.41858614285714	0.699497428571428	1.50864631428571	0.215017142857143	0.618929442857143	0.842498285714286
"3112"	"ENSG00000198483"	0.666875333333333	0.0540992333333333	0.169828333333333	0.306302	0.328002266666667	0.0783894666666667	0.178226666666667	0.4755602
"3113"	"ENSG00000136383"	0.04310775	12.58685	0.4230165	0.00377042	0.00312264	0.275595	6.885108	0.82139
"3114"	"ENSG00000167613"	3.262393	0.03740104	5.3898806	0.0185952	0.0180156	0.00480709	0.03114346	0.36603371
"3115"	"ENSG00000153975"	1.14923811111111	0.411056933333333	0.679066	0.438485222222222	0.365490333333333	0.167481111111111	0.313259222222222	0.834275
"3116"	"ENSG00000179546"	0.02596125	0.006517825	0	0.009041475	0.0049651	0.0426765	0.103508725	1.07869025
"3117"	"ENSG00000162928"	3.85847125	1.851242	2.25298375	1.75650025	1.6371	0.13832775	2.00402775	0.39944
"3118"	"ENSG00000162927"	1.771663	0.601315285714286	0.641963371428571	0.702054271428571	0.776629428571429	0.106909285714286	0.613197314285714	0.435785
"3119"	"ENSG00000159346"	16.24617	20.45648775	11.31569425	10.34026675	13.24955375	1.555195	15.9191785	3.65420225
"3120"	"ENSG00000176973"	23.29109	13.7374633333333	45.1472	29.0103666666667	29.4523	2.55881733333333	7.00649333333333	5.86917433333333
"3121"	"ENSG00000134744"	0.825025909090909	0.457550690909091	1.11240981818182	0.488050936363636	0.570285127272727	0.0863830363636364	0.529005890909091	0.191566363636364
"3122"	"ENSG00000214530"	0.767664436363636	4.40556109090909	1.03219981818182	1.23676781818182	1.87090072727273	0.251578872727273	3.43218618181818	1.130654
"3123"	"ENSG00000170477"	0.147594	0	0.0678823	0	0	0	0	0
"3124"	"ENSG00000011143"	1.0717384	0.93311856	1.0618416	0.87424228	0.74099204	0.0522576	0.5830206	0.1918372
"3125"	"ENSG00000114573"	9.370319	1.19509753333333	3.5608427	3.4693545	5.05022203333333	0.320124333333333	1.009647	0.982893333333333
"3126"	"ENSG00000153904"	4.87258333333333	0.403652333333333	2.03723666666667	1.38629666666667	2.27354666666667	0.412913333333333	0.436553333333333	0.623756666666667
"3127"	"ENSG00000137203"	1.76541355555556	0.0358089333333333	0.616222888888889	1.24742055555556	1.08497911111111	0.279748644444444	0.0226738111111111	1.95953666666667
"3128"	"ENSG00000171060"	0	0	0	0	0	0	0	0
"3129"	"ENSG00000173465"	8.03670616666667	8.893057	12.579915	45.107035	28.6841966666667	11.960267	6.69281783333333	6.34508216666667
"3130"	"ENSG00000154146"	2.134	4.076765	1.41345	0.161397	0.147992	0.2780465	0.805443	6.5512
"3131"	"ENSG00000187808"	0	0	0	0	0	0	0.0316882	1.01868
"3132"	"ENSG00000183638"	0.02896315	0	0.003156945	0.0162166	0	0	0.003412685	0
"3133"	"ENSG00000169490"	20.5320703333333	13.1337113666667	26.2645136666667	11.0623664333333	12.9699346333333	0.981015566666667	12.0261666666667	5.51202
"3134"	"ENSG00000118596"	0.952945333333333	0.02788435	0.965843833333333	0.00816546666666667	0.0224383666666667	0.0322211666666667	0.0230835266666667	0.2231
"3135"	"ENSG00000185640"	0.088212475	0.0684829	0	0	0	0	0	0.02321435
"3136"	"ENSG00000081237"	3.38912773846154	0.0683457	2.53397542307692	0.00135616923076923	0.0100353923076923	0.0108068230769231	0.0724524230851538	0.399454946153846
"3137"	"ENSG00000139278"	23.002236	0.054336	7.0481332	24.9046728	29.2168482	2.9980662	0.044318	4.9320414
"3138"	"ENSG00000120875"	48.1748	0.723001	3.52938	4.21699	7.11966	2.77063	0.251705	8.84336
"3139"	"ENSG00000170835"	0.12934715	0.0147117	0.0234988	0.0270914	0.04476505	0.0117356	0	0.12477635
"3140"	"ENSG00000253649"	0.068568056	0.15630975	0	0	0	0	0.35056625	0.4252955
"3141"	"ENSG00000151320"	0.1105982	1.30362	0.1523405	0.06556925	0.04990105	0.0305214	1.17764	0.3405694
"3142"	"ENSG00000173627"	0	0	0	0	0	0	0	0
"3143"	"ENSG00000184647"	0	1.15860666666667	0.103442	0.0624576666666667	0	0	1.719542	1.02119666666667
"3144"	"ENSG00000111615"	5.6167625	2.00798975	2.522012	2.06731475	2.68274775	0.39546875	2.209415	0.76909905
"3145"	"ENSG00000071539"	7.77465933333333	0.0306608666666667	6.76429666666667	4.72114133333333	6.22943333333333	0.767954666666667	0.0629126666666667	1.532525
"3146"	"ENSG00000101945"	7.160522	0.56094972	4.5220106	2.7406022	4.1512494	0.5079482	0.2634388	0.49606688
"3147"	"ENSG00000205899"	0	0.0491943	0.123245	0.0475528	0.116274	0	0	1.22475
"3148"	"ENSG00000085365"	3.18126525	1.5076325	2.0360925	1.37288	2.0087184	0.1320125	1.3391975	0.5448325
"3149"	"ENSG00000198932"	3.40327666666667	1.02743754833333	2.135295	1.03242983333333	1.386017	0.171116166666667	0.882645333333333	0.481807000087833
"3150"	"ENSG00000184811"	0.286719	0.719526	0.396095	0.0458167	0.0126295	0.108753	0.930192	1.29998
"3151"	"ENSG00000121053"	0	0.0101857	0	0	0	0	0	0
"3152"	"ENSG00000183715"	0.0182092888888889	0.117561133333333	0.0129971888888889	0.0131147133333333	0.00909048888888889	0.263627822222222	0.153299477777778	0.968258533333333
"3153"	"ENSG00000055813"	0.0218757154742857	0.863318	0.0717802571428572	0.00989644285714286	0	0.0361872285714286	0.394107	0.1051045
"3154"	"ENSG00000170423"	0.0220997	0	0	0.0943016	0.15623	0.0708429	0	0.0688658
"3155"	"ENSG00000140905"	27.516435	14.28605	23.50176	17.290695	22.10114	1.626375	13.07313	3.903565
"3156"	"ENSG00000123643"	1.685958	0.404314	1.832936	0.467676	0.6669	0.0569006	0.321972	0.244848
"3157"	"ENSG00000181541"	0.0698935	0	0.0424596	13.970405	15.731161	0.849565	0.0806235	2.44093
"3158"	"ENSG00000198589"	0.5177713875	0.6137302	0.328144225	1.5265384625	1.69673590275	0.1193715625	0.691398	1.427622175
"3159"	"ENSG00000068615"	1.857905	7.86103333333333	0.873366	0.0130560333333333	0.108275666666667	0.0371871	7.53061066666667	0.38591
"3160"	"ENSG00000139163"	5.51388345	1.336219425	2.738057625	2.633468625	3.5905538	0.1674116775	1.190083475	0.734231825
"3161"	"ENSG00000254737"	0	0.00306136666666667	0.00491586666666667	0.00261471666666667	0	0.00470536666666667	0.0100746333333333	0.0919033333333333
"3162"	"ENSG00000105732"	2.8299385	1.653756	2.49322075	1.08654825	0.9947965	0.30954525	0.867856975	5.7510665
"3163"	"ENSG00000125962"	2.39281	0.8481775	1.0930995	1.3551915	1.1592715	0.0771615	0.8442585	0.28514885
"3164"	"ENSG00000067057"	4.71216246153846	0.498971307692308	2.30862646153846	0.675326538461538	0.717559830769231	0.211377230769231	0.411391923076923	2.14876915384615
"3165"	"ENSG00000183571"	0.8507795	1.95855	1.150895	0.232385	0.054422	0.12677515	1.58724	0.6460335
"3166"	"ENSG00000128294"	10.9090404285714	4.23767085714286	8.78481428571429	13.1060871428571	11.5461647142857	0.843005285714286	2.08035485714286	1.18033785714286
"3167"	"ENSG00000108587"	10.1857	2.90918	5.4788	5.55345	6.589	0.889135	2.58364	1.977265
"3168"	"ENSG00000146776"	0.827173285714286	0.504876228571429	0.514145621428571	0.50390565	0.678153935714286	0.106278200021214	0.564496368571428	0.611524035714286
"3169"	"ENSG00000158301"	1.19358872727273	0.332506649090909	0.6605576	0.13547027	0.0582724545454546	0	0.185036950363636	0.0334972727272727
"3170"	"ENSG00000166557"	75.487845	6.201499	92.5910465	20.183467	34.16384	0.8147775	7.4867585	7.4518
