"Genes"	"G3M19LEG"	"G3M5CM"	"G3M5LEG"	"RMS1"	"RMS3"	"RMS_3"	"T_LEFT"	"T_LEG"	"expression_1.x"	"expression_2.x"	"expression_3.x"	"expression_1.y"	"expression_2.y"	"expression_3.y"
"5292"	"ENSMUSG00000028868"	6.59902416666667	1.5707965	4.81816566666667	2.25266666666667	2.927876	0.259975	0.969308	1.697855	8.60335	8.202755	8.460505	8.60335	8.202755	8.460505
"5293"	"ENSMUSG00000028869"	7.32219166666667	4.444769	6.00886383333333	13.0630953333333	8.20466103333333	19.3436666666667	3.28463316666667	36.1651	6.76162666666667	6.90484333333333	6.87945666666667	6.76162666666667	6.90484333333333	6.87945666666667
"5294"	"ENSMUSG00000028871"	0.910354	0.47445	0.178945	0.3457335	0.325416	0.073176	0.1879415	4.714305	6.95899	7.12363	7.378	6.95899	7.12363	7.378
"5295"	"ENSMUSG00000028873"	5.20029316666667	0.224128	4.7174362	4.89880156666667	5.84419233333333	0.653986666666667	0.130055833333333	1.071113	4.97174666666667	4.70047333333333	4.77147	4.97174666666667	4.70047333333333	4.77147
"5296"	"ENSMUSG00000028878"	5.57783	4.16591166666667	5.14380666666667	1.9724465	3.036823	0.41912	2.78944	1.456344	7.95244	8.00919	7.92601	7.95244	8.00919	7.92601
"5297"	"ENSMUSG00000028879"	23.36441	6.7328155	14.29123	4.14402	6.5726185	0.399153	5.8304775	2.577805	7.933135	8.006475	8.022765	7.933135	8.006475	8.022765
"5298"	"ENSMUSG00000028882"	8.215718	2.6001402	5.8791144	4.53287084	4.8606294	0.94786	1.520653	8.7729854	7.39309	7.215415	7.331615	7.39309	7.215415	7.331615
"5299"	"ENSMUSG00000028883"	4.21957823333333	0.0950529555555556	1.50262152222222	2.40149477777778	2.7497996	0.353056577777778	0.0275515555555556	1.99979665555556	4.55111333333333	4.70896	4.25297666666667	4.55111333333333	4.70896	4.25297666666667
"5300"	"ENSMUSG00000028884"	3.51998	1.99447516666667	4.18697016666667	1.70437383333333	2.98295033333333	0.60222075	2.2531315	2.0495585	5.31242	5.450055	5.420115	5.31242	5.450055	5.420115
"5301"	"ENSMUSG00000028885"	11.241	1.30246	9.54187	4.96268	6.86028	0.375151	0.454574	0.464244	6.464	6.25321	6.57504	6.464	6.25321	6.57504
"5302"	"ENSMUSG00000028886"	0.858027605153846	0.252471076923077	0.577090307856154	0.547345004807692	0.501094538461539	0.089587027	0.182470957230769	0.265990398461538	5.52167	5.40932	5.50304	5.52167	5.40932	5.50304
"5303"	"ENSMUSG00000028889"	10.0997	4.66514666666667	9.87302333333333	8.51161219	9.07753666666667	1.27381333333333	2.68493033333333	2.00124	7.28996	7.03859	6.83075	7.28996	7.03859	6.83075
"5304"	"ENSMUSG00000028890"	2.3066854	0.75554682	1.1294606	1.7178766	2.1681026	0.39617886004	0.4581576001964	1.1850222	6.18134	5.852642	6.045402	6.18134	5.852642	6.045402
"5305"	"ENSMUSG00000028893"	6.89095	1.59229	7.39486	21.6619	9.34413	1.70771	0.708677	3.62557	5.973335	5.751285	6.084465	5.973335	5.751285	6.084465
"5306"	"ENSMUSG00000028894"	2.247441125	2.37090975	3.114948625	4.28094925	2.376367875	0.173819625	2.490028125	0.636880375	8.21812	8.2229	8.42113	8.21812	8.2229	8.42113
"5307"	"ENSMUSG00000028896"	4.691178625	1.2341585	4.295526125	2.9830078275	3.4016817500695	0.80043	0.923988625	0.8952615	6.14036	6.3669	6.05914	6.14036	6.3669	6.05914
"5308"	"ENSMUSG00000028898"	4.96218325	1.71952483333333	5.06980841666667	3.05591591666667	3.83111933333333	0.695595041666667	1.30227508333333	1.67343683333333	7.89119	7.87078	7.595265	7.89119	7.87078	7.595265
"5309"	"ENSMUSG00000028899"	6.15223	10.9012566666667	8.02512	6.74867333333333	5.91177333333333	0.799453	7.61928	5.13565333333333	6.90079	7.28814	6.91619	6.90079	7.28814	6.91619
"5310"	"ENSMUSG00000028901"	1.80159732857143	0.364789142857143	1.26287314285714	1.75834814285714	1.89383871428571	0.39157	0.593062714285714	1.39130785714286	5.73103666666667	5.73111	5.76834333333333	5.73103666666667	5.73111	5.76834333333333
"5311"	"ENSMUSG00000028902"	15.2865663333333	3.58914966666667	14.535489	12.6873586666667	14.7676656666667	8.30350533333333	2.88485066666667	10.2935766666667	6.61881	6.66729	6.392865	6.61881	6.66729	6.392865
"5312"	"ENSMUSG00000028906"	0.481681105263158	1.64445452631579	0.58581974	0.923745552631579	0.778261015796316	0.120710247368421	1.21381421052632	0.167806910526316	5.31495	5.3985425	5.42843	5.31495	5.3985425	5.42843
"5313"	"ENSMUSG00000028907"	27.072015	8.143875	23.23976	36.693285	28.89534	10.581585	8.623855	18.50967	6.92932	7.0206	6.91057	6.92932	7.0206	6.91057
"5314"	"ENSMUSG00000028909"	0.0053935625	0.128182625	0.0068379875	0.0086516875	0.0018622	0.001559675	0.02600875	0.1380255875	5.39022	5.195675	5.352045	5.39022	5.195675	5.352045
"5315"	"ENSMUSG00000028910"	2.0614788	3.2642444	2.6349825	2.4204028	1.857428	0.2796852	1.6325852	0.4560556	5.32602	5.47183333333333	5.54335666666667	5.32602	5.47183333333333	5.54335666666667
"5316"	"ENSMUSG00000028911"	10.620765	6.51494025	13.4964375	17.163976	15.6698725	3.8540935	4.385413	7.35819175	8.98407	8.80172	8.96014	8.98407	8.80172	8.96014
"5317"	"ENSMUSG00000028914"	0.934604	0.224069166666667	0.837047166666667	0.32216065	0.426150016666667	0.0414906666666667	0.186557166666667	0.173527333333333	5.66959666666667	5.64950333333333	5.6616	5.66959666666667	5.64950333333333	5.6616
"5318"	"ENSMUSG00000028917"	3.860167	2.95176	4.04631033333333	2.84237933333333	2.55884483333333	0.699225000491667	1.55521266666667	1.80344266666667	6.92995	6.82985	6.67669	6.92995	6.82985	6.67669
"5319"	"ENSMUSG00000028919"	1.75329875	0.0374598125	1.179658875	0.946384875	1.469023875	0.1898757875	0.023251375	0.5153755	6.24639	5.98494	6.17027	6.24639	5.98494	6.17027
"5320"	"ENSMUSG00000028920"	3.52533	1.4206285	2.457325	3.6152985	2.821968	0.60723	0.98166	1.2795285	5.9221	5.8518	5.92581666666667	5.9221	5.8518	5.92581666666667
"5321"	"ENSMUSG00000028923"	5.72373818181818	1.64843927272727	6.237722	3.57174481818182	3.62461763636364	0.278128181818182	0.913280363636364	0.974511454545455	7.090585	7.05644	6.747485	7.090585	7.05644	6.747485
"5322"	"ENSMUSG00000028926"	1.63426806666667	0.0665588066666667	0.6212706	0.899945873333333	1.67180988666667	0.256771273333333	0.0528719466666667	1.3711602	5.93596	5.91589333333333	5.8706	5.93596	5.91589333333333	5.8706
"5323"	"ENSMUSG00000028927"	1.85768	15.2363806666667	1.49905333333333	0.0164895666666667	0.0261552666666667	0.128035	12.006866	1.69126666666667	6.30555	5.83446	6.75481	6.30555	5.83446	6.75481
"5324"	"ENSMUSG00000028931"	0.529948785714286	0.0239558382857143	0.83181246	0.10846082	0.153218857142857	0.0268498139285714	0.0319265714285714	0.311283642857143	4.541565	4.520675	4.49496	4.541565	4.520675	4.49496
"5325"	"ENSMUSG00000028932"	57.005973	44.750178	46.0737394	89.1668695	73.499156	13.13483495	36.666212	22.66241	7.64395	7.78518333333333	7.80905333333333	7.64395	7.78518333333333	7.80905333333333
"5326"	"ENSMUSG00000028933"	1.525723	0.5358415	0.75163125	0.42736	0.79861015	0.13877125	0.4994925	0.32621375	5.590015	5.282315	5.317525	5.590015	5.282315	5.317525
"5327"	"ENSMUSG00000028936"	239.887025	58.9737075	195.2808775	311.546127875	274.211355	89.673796125	63.170953125	160.833122125	11.4136566666667	11.3083833333333	11.3070933333333	11.4136566666667	11.3083833333333	11.3070933333333
"5328"	"ENSMUSG00000028937"	13.9006484841667	3.610031	14.1909798333333	10.2836468	12.8535183333333	2.09957066666667	2.73008133333333	2.46209166666667	7.91816	7.5571	7.84336	7.91816	7.5571	7.84336
"5329"	"ENSMUSG00000028943"	0.02079214	0.01163859	0.084244545	0.00706285	0.0030034765	0.000445924	0.013271315	0.141206765	3.60539	3.87002	3.28765	3.60539	3.87002	3.28765
"5330"	"ENSMUSG00000028944"	2.98337144	0.85615144	1.47860657	0.7063594	1.2952901	0.14133345	0.5614681	0.81722497	5.012485	5.16681	4.7354775	5.012485	5.16681	4.7354775
"5331"	"ENSMUSG00000028945"	33.0238357513725	15.2345345	20.882060125	33.4552209	24.83377855	5.653675	16.4507888	7.015762775	10.6696	11.0848	10.3499	10.6696	11.0848	10.3499
"5332"	"ENSMUSG00000028948"	2.3963352	1.052038	1.78859662	1.67923806	1.7836216	0.379545	0.64886228	0.5758424	4.518074	4.46984	4.538248	4.518074	4.46984	4.538248
"5333"	"ENSMUSG00000028949"	2.60029977777778	22.9620893333333	2.77592911111111	3.54464654111111	3.52165933333333	1.15769218958889	14.5862468888889	4.19506877777778	7.72582	7.69692	7.45047	7.72582	7.69692	7.45047
"5334"	"ENSMUSG00000028952"	1.24811875	0.594811	1.43730325	1.771719375	1.24734225	0.73530375	0.309413125	1.81125925	6.0767	5.93606	6.28574	6.0767	5.93606	6.28574
"5335"	"ENSMUSG00000028953"	48.7095	43.4207	29.4859	47.2488	42.2171	5.81691	35.19	6.15447	5.922525	5.96752	5.86481	5.922525	5.96752	5.86481
"5336"	"ENSMUSG00000028954"	7.76276333333333	3.46135666666667	5.18909066666667	5.43264833333333	6.47839333333333	0.978904866666667	2.692275	3.66502333333333	6.294064	6.193386	6.172448	6.294064	6.193386	6.172448
"5337"	"ENSMUSG00000028955"	20.5704526666667	9.92092733333333	15.1715356666667	5.85322766666667	7.50748163333333	0.925776666666667	8.28823966666667	2.93271333333333	7.412184	7.637314	7.566652	7.412184	7.637314	7.566652
"5338"	"ENSMUSG00000028957"	0.79196254	2.5674256	1.12525468	0.76800776	0.8487368	0.48779474	0.858059	1.89834316	5.60907166666667	6.232885	6.00830666666667	5.60907166666667	6.232885	6.00830666666667
"5339"	"ENSMUSG00000028958"	1.6962218	3.8911962	2.2096488	2.224238	2.762874	0.491706	2.2062264	0.5608614	6.09833	6.01112	5.98141	6.09833	6.01112	5.98141
"5340"	"ENSMUSG00000028959"	5.08153193333333	10.3907218	5.1668986	12.5728686533333	10.9220519333333	15.2933598	10.5891898666667	16.98505012	7.01002	7.07979	6.90648	7.01002	7.07979	6.90648
"5341"	"ENSMUSG00000028960"	3.93272691666667	2.29076289166667	3.90498304166667	4.34102719166667	5.38487081666667	0.594188658333333	1.39339033333333	1.21074850833333	6.15343333333333	5.96527	6.05937666666667	6.15343333333333	5.96527	6.05937666666667
"5342"	"ENSMUSG00000028961"	23.5422222	3.1797958	20.255062	13.1138538	19.9757524	2.54029378	2.1164188	3.0540794	8.4673725	8.317075	8.6016975	8.4673725	8.317075	8.6016975
"5343"	"ENSMUSG00000028962"	4.21410213333333	1.5250302	1.94062266666667	2.97083126666667	4.0569872	0.670691866666667	0.683750733333333	0.822516333333333	8.07911	8.06983	8.01204	8.07911	8.06983	8.01204
"5344"	"ENSMUSG00000028964"	26.6893747	120.7619687	31.8268207	57.5604434	53.2411363	6.3556824	92.8132731	10.5365053	10.285	9.919505	10.183695	10.285	9.919505	10.183695
"5345"	"ENSMUSG00000028965"	6.62881688888889	0.0393528888888889	0.717997888888889	2.99837777777778	3.67310388888889	0.187497222222222	0.0117723333333333	1.62671655444444	4.22157333333333	4.20664666666667	4.22823666666667	4.22157333333333	4.20664666666667	4.22823666666667
"5346"	"ENSMUSG00000028967"	64.44558	10.2576333333333	12.79146	17.0428566666667	25.7753966666667	2.58640666666667	5.81048	28.6503933333333	8.71335	8.424335	7.68725	8.71335	8.424335	7.68725
"5347"	"ENSMUSG00000028969"	11.4158966666667	4.34682033333333	10.20466	23.9720133333333	24.1652	3.189069	2.59262433333333	5.5132	5.93860666666667	6.28959333333333	6.16943666666667	5.93860666666667	6.28959333333333	6.16943666666667
"5348"	"ENSMUSG00000028970"	4.34445522222222	0.676776744444444	1.53539555555556	1.933129	1.66254036666667	0.438488955555556	0.4670593	0.809907333333333	5.11237	4.978055	5.130495	5.11237	4.978055	5.130495
"5349"	"ENSMUSG00000028973"	2.02154266666667	2.51074877777778	1.57407904444444	3.699947	3.68259533333333	1.69100511111111	2.43057223333333	2.47827155555556	6.333895	6.311625	6.366425	6.333895	6.311625	6.366425
"5350"	"ENSMUSG00000028974"	4.87802666666667	10.27393	2.95412433333333	1.67969433333333	2.65273833333333	2.317182	7.66531	7.73064666666667	5.10482	5.383585	5.2904	5.10482	5.383585	5.2904
"5351"	"ENSMUSG00000028975"	5.3995062	4.5644236	5.04003092	5.138878	5.5173172	0.33263818	2.5741265	0.6793618	7.26093	6.88341	7.0534	7.26093	6.88341	7.0534
"5352"	"ENSMUSG00000028977"	0.17498525	1.58156816666667	0.146692666666667	0.0849686666666667	0.08915525	0.0452681666666667	1.0667875	0.264231333333333	5.2241075	5.1199725	5.062165	5.2241075	5.1199725	5.062165
"5353"	"ENSMUSG00000028978"	3.22193	9.4662955	1.5705232	0.1014015	0.133202	0.030917	4.01341205	0.4397675	6.38857	6.37007	6.21912	6.38857	6.37007	6.21912
"5354"	"ENSMUSG00000028980"	5.13933	4.77219	4.82567525	2.709025	4.0349975	0.482408	2.6069665	0.424750044	8.75709	8.20138	8.25568	8.75709	8.20138	8.25568
"5355"	"ENSMUSG00000028982"	5.20015	14.433	5.14887	11.3804	5.41716	0.747566	6.03522	2.17572	6.02699	6.09214	5.78239	6.02699	6.09214	5.78239
"5356"	"ENSMUSG00000028986"	5.216114	3.45405	1.867092275	1.9991755	2.5030895	0.0664325	4.00896025	0.563655	8.184125	8.427815	7.90662	8.184125	8.427815	7.90662
"5357"	"ENSMUSG00000028988"	8.18318	8.605925	10.251295	6.378435	6.64485	2.290935	4.502145	4.902255	6.38097	6.58963	6.36885	6.38097	6.58963	6.36885
"5358"	"ENSMUSG00000028989"	88.6671	1.91291	46.299	28.1468	34.9722	0.502263	0.946046	1.29363	6.28971	6.04337	6.08793	6.28971	6.04337	6.08793
"5359"	"ENSMUSG00000028990"	4.034862	1.0080644	2.8515352	2.359734	2.6689666	0.313018	0.707147	1.90268	5.48571333333333	5.51636666666667	5.26584666666667	5.48571333333333	5.51636666666667	5.26584666666667
"5360"	"ENSMUSG00000028991"	2.93203	2.009584425	2.3012325	4.1928325	4.615045925	0.4006205	0.860415	0.818562	6.04236	5.88683	6.28317333333333	6.04236	5.88683	6.28317333333333
"5361"	"ENSMUSG00000028992"	1.7985525	3.982462	1.61222	1.9713575	2.4456845	1.2592875	3.32065075	1.853739	4.2276	4.34981	4.15114	4.2276	4.34981	4.15114
"5362"	"ENSMUSG00000028995"	4.77285971428571	0.3168263	1.46635178571429	1.06560732857143	1.8508991	0.219121371428571	0.209842957142857	0.508632	8.1337	8.34721	8.36726	8.1337	8.34721	8.36726
"5363"	"ENSMUSG00000028996"	0.679006666666667	4.65426666666667	0.882933333333333	0.0478596666666667	0.182538666666667	0.215586666666667	3.76706666666667	1.16816333333333	6.44912	6.01581	6.1521	6.44912	6.01581	6.1521
"5364"	"ENSMUSG00000028998"	97.1643	52.4001	81.1126	123.924	141.436	13.1739	75.926	31.897	8.2160475	8.02578	8.0600075	8.2160475	8.02578	8.0600075
"5365"	"ENSMUSG00000028999"	2.77659155555556	0.690573555555555	1.42874188888889	1.84076522222222	2.18523688888889	0.403671333333333	0.370422222222222	1.84571	5.96946	6.198555	6.46191	5.96946	6.198555	6.46191
"5366"	"ENSMUSG00000029001"	0.2804835	0.3833144	0.2461142	0.3801245	0.4502839	0.017553	0.4001744	0.1354219	5.778085	5.815005	5.83908	5.778085	5.815005	5.83908
"5367"	"ENSMUSG00000029003"	1.61033225	1.249592375	2.229304375	2.119531625	2.18395275	0.2493528125	0.894982625	0.664316	6.87703	6.84921	6.71177	6.87703	6.84921	6.71177
"5368"	"ENSMUSG00000029004"	4.82692	0.843773666666667	0.980432155555556	2.70052811111111	2.46824111111111	0.262626777777778	0.516658777777778	1.59759522222222	8.275326	8.423082	8.422902	8.275326	8.423082	8.422902
"5369"	"ENSMUSG00000029007"	2.98717033333333	1.12395333333333	3.77517533333333	2.48738333333333	2.774151	0.273502333333333	0.93414	1.04160333333333	6.5394	6.34986	6.30045	6.5394	6.34986	6.30045
"5370"	"ENSMUSG00000029009"	3.56822271428571	0.552723485714286	3.41261605714286	6.50900105714286	4.39811271428571	0.710597771428571	0.484992858094286	1.14431028571429	5.74839	5.60672666666667	5.7539	5.74839	5.60672666666667	5.7539
"5371"	"ENSMUSG00000029012"	3.77269933333333	1.28471043333333	1.92471121666667	1.64216333333333	1.81438766666667	0.324493333333333	1.21122375	1.05399833333333	6.88806	7.14756	7.09445	6.88806	7.14756	7.09445
"5372"	"ENSMUSG00000029014"	6.18731442857143	1.93524885714286	3.44939057142857	5.42459711428571	4.73683142857143	1.04318357142857	1.74303015314286	1.45524714285714	5.5724675	5.616385	5.5952525	5.5724675	5.616385	5.5952525
"5373"	"ENSMUSG00000029016"	1.430747	0.5412524	1.1450122	2.11776082	1.9921376	0.28221622	0.32367514	0.4717372	5.8615	5.652315	5.665215	5.8615	5.652315	5.665215
"5374"	"ENSMUSG00000029017"	8.456012	5.509445	5.0694200625	9.60333475	9.043618975	2.32004	4.811069125	3.93297	8.15041	8.039875	8.02308	8.15041	8.039875	8.02308
"5375"	"ENSMUSG00000029020"	2.76187285714286	10.6752592714286	1.79011471428571	1.71976271428571	2.17613201428571	0.445774114285714	7.98597442857143	0.828398	5.80992	5.707235	5.60468	5.80992	5.707235	5.60468
"5376"	"ENSMUSG00000029022"	2.37821225	1.811516625	3.9452155	3.672863625	3.267286625	2.510098837625	1.2409722875	2.623595	6.362795	6.53083	6.520145	6.362795	6.53083	6.520145
"5377"	"ENSMUSG00000029027"	1.922172	1.4657882	1.0478738	1.975118	1.4881192	0.18074242	1.0928986	0.4686296	4.46744	4.27875	4.23262	4.46744	4.27875	4.23262
"5378"	"ENSMUSG00000029028"	4.570825	2.7740632	3.2152238	2.1710176	2.5398154	0.4616046	1.601119	0.637216	7.94953	7.75266	7.82572	7.94953	7.75266	7.82572
"5379"	"ENSMUSG00000029029"	3.2186185	3.27904075	3.57530975	2.18502175	2.91691775	0.318191975	2.38626825	0.40180575	6.43508	6.3979	6.66295	6.43508	6.3979	6.66295
"5380"	"ENSMUSG00000029030"	15.48264	16.2324718	16.30733	6.3693102	8.339039	0.6624172	14.3719138	3.0520854	10.8021	10.7251	10.6395	10.8021	10.7251	10.6395
"5381"	"ENSMUSG00000029033"	1.88555577777778	1.01097122222222	2.22404011111111	1.16874927777778	1.67349689385556	0.316169333333333	0.517657022222222	0.387317	7.03542	6.99792	7.12516	7.03542	6.99792	7.12516
"5382"	"ENSMUSG00000029034"	4.04793171428571	2.23866685714286	4.97803	5.368814	5.58012042857143	0.821731285714286	1.69964385714286	1.92238714285714	6.81971	7.09562	6.81283	6.81971	7.09562	6.81283
"5383"	"ENSMUSG00000029036"	4.95092111111111	5.04953	5.10561677777778	7.17172933333333	5.33054	0.78459	2.98960577777778	1.87289911111111	7.4282275	7.4257975	7.4152	7.4282275	7.4257975	7.4152
"5384"	"ENSMUSG00000029038"	22.0512866666667	10.09281	16.9779133333333	7.67523333333333	10.63606	1.21345066666667	8.52309	3.41499333333333	5.6413225	5.4413875	5.4470175	5.6413225	5.4413875	5.4470175
"5385"	"ENSMUSG00000029047"	1.9125912	3.6631796	1.5452186	1.3610596	1.4100584	0.247655	1.7607778	0.16140244	5.95315	6.0492	6.31254	5.95315	6.0492	6.31254
"5386"	"ENSMUSG00000029048"	39.2828	14.2920833333333	32.9281566666667	25.754989	30.002418	2.75507666666667	16.88438	8.20818333333333	8.68337	8.531985	8.64865	8.68337	8.531985	8.64865
"5387"	"ENSMUSG00000029049"	0.1623295	0.255709675	0.1128185	0.1359245375	0.151858325	0.816122875	0.0869318125	5.14529025	4.461585	4.3581925	4.4854275	4.461585	4.3581925	4.4854275
"5388"	"ENSMUSG00000029050"	10.03179	4.27652133333333	12.2257	5.39161	6.92331666666667	1.87436333333333	2.61278	3.95389	8.90178	8.79704	8.68014	8.90178	8.79704	8.68014
"5389"	"ENSMUSG00000029053"	0.12117296	0.1060094	0.1921076	0.04757427	0.06647294	0.03992173	0.1457847169	0.0979029	6.77016666666667	6.53086666666667	6.77859666666667	6.77016666666667	6.53086666666667	6.77859666666667
"5390"	"ENSMUSG00000029055"	0.0118228833333333	0.00814185	0.00836669166666667	0.00970083333333333	0.00798335	0.00218584166666667	0.00189194166666667	0.10627135	5.543605	5.29363	5.46333	5.543605	5.29363	5.46333
"5391"	"ENSMUSG00000029056"	3.30084285714286	4.39874657142857	2.59612628571429	2.90799171428571	2.94785857142857	0.136642	2.912459	0.385542142857143	7.81481	7.98588	8.11362	7.81481	7.98588	8.11362
"5392"	"ENSMUSG00000029059"	11.99329	68.81859	16.5167826666667	0.0553623333333333	0.100578666666667	0.731695	73.3769033333333	3.32194666666667	7.41358	7.47887	7.31232	7.41358	7.47887	7.31232
"5393"	"ENSMUSG00000029060"	2.819953	2.45053944444444	3.495472	6.20089566666667	2.74464	1.04562333333333	1.64610411111111	2.32521744444444	7.38644	7.15934	7.23081	7.38644	7.15934	7.23081
"5394"	"ENSMUSG00000029061"	9.14939	0.547066	9.857695	20.48705	21.7881525	3.61710275	0.35450075	10.616865	7.188445	7.143075	6.892695	7.188445	7.143075	6.892695
"5395"	"ENSMUSG00000029062"	5.78955275	3.228883625	4.962846125	8.206533125	6.685825125	2.91334625	2.4109957625	5.042649125	7.92306	8.19942	8.15056	7.92306	8.19942	8.15056
"5396"	"ENSMUSG00000029063"	9.996843	2.468235	8.18744575	4.35649653375	5.648593375	1.462887375	1.352201375	1.5896075	7.553195	7.68927	7.64037	7.553195	7.68927	7.64037
"5397"	"ENSMUSG00000029064"	24.8414933333333	3.13808211111111	23.1716344444444	15.9491275555556	17.031514	2.18083366666667	2.641158	7.67434733333333	7.46531333333333	7.4663	7.37801333333333	7.46531333333333	7.4663	7.37801333333333
"5398"	"ENSMUSG00000029066"	23.2836363333333	11.0103373333333	21.4606365	14.8262886666667	17.7973701666667	2.23816416666667	11.18725	6.48949366666667	9.1636	8.99653	9.12758	9.1636	8.99653	9.12758
"5399"	"ENSMUSG00000029068"	17.831772	11.974566	18.7678938	26.3513434	19.848397	1.5036364	8.052938	5.601146	7.00838333333333	7.46800666666667	7.43371333333333	7.00838333333333	7.46800666666667	7.43371333333333
"5400"	"ENSMUSG00000029070"	41.7009857142857	3.40300857142857	32.7825285714286	18.1933057142857	26.1238642857143	0.890000557142857	3.03963142971143	2.94577414285714	11.788	11.6945	11.6735	11.788	11.6945	11.6735
"5401"	"ENSMUSG00000029071"	10.45827	19.16712257075	10.269935	14.72794	10.133436125	1.35021675615	10.596570375	0.9782034875	9.15075	9.198535	9.37242	9.15075	9.198535	9.37242
"5402"	"ENSMUSG00000029072"	0.319721	0.546743	0.41725	0.259934	0.371175	0.225027	0.325506	0.378192	5.55163	5.37341	5.44434	5.55163	5.37341	5.44434
"5403"	"ENSMUSG00000029073"	2.62420266666667	1.34218333333333	3.06702666666667	2.10436866666667	2.35683	0.217895333333333	0.970976666666667	0.142521	7.11715	6.88377	7.02045	7.11715	6.88377	7.02045
"5404"	"ENSMUSG00000029075"	1.06957433333333	1.727415	5.0804	2.7632	1.49236533333333	0.356343	0.970895666666666	0.0912013333333333	5.89369	5.79477	5.9073	5.89369	5.79477	5.9073
"5405"	"ENSMUSG00000029076"	19.712038	5.65633266666667	24.670945	14.2804205	18.368948	0.849260833333333	5.29778266666667	2.993248	8.28886333333333	8.09845666666667	8.04831666666667	8.28886333333333	8.09845666666667	8.04831666666667
"5406"	"ENSMUSG00000029082"	2.1628925	0.1034905	2.961719	0.004724425	0.019714625	0.1292	0.013521225	1.6653325	3.87962	4.058245	3.85593	3.87962	4.058245	3.85593
"5407"	"ENSMUSG00000029084"	10.421958	2.222985	4.148763	0.44170745	0.549745	0.4549055	1.89709015	1.76148	4.869535	4.74016	4.86455	4.869535	4.74016	4.86455
"5408"	"ENSMUSG00000029088"	0.109241	0.0268685	0.0530275	0.026320875	0.035626625	0.0028424654	0.033223375	0.06854435	3.07291666666667	3.14759666666667	3.09040666666667	3.07291666666667	3.14759666666667	3.09040666666667
"5409"	"ENSMUSG00000029089"	2.29027988888889	0.654811911111111	1.38148274444444	2.5689214	2.02166185555556	0.331618444444444	0.514281624877778	1.15940822222222	5.90724	6.07237	5.85688	5.90724	6.07237	5.85688
"5410"	"ENSMUSG00000029090"	2.41287328571429	0.568243142857143	1.34019002857143	1.48316985714286	1.83505472857143	0.141800985714286	0.514818457142857	0.957104285714286	5.35321333333333	5.31372	5.44633333333333	5.35321333333333	5.31372	5.44633333333333
"5411"	"ENSMUSG00000029093"	3.6164975	0.062745	1.9771208	0.4415722	0.6924732	0.034466716	0.12480116	0.2415029	5.55999	6.04637	5.83354	5.55999	6.04637	5.83354
"5412"	"ENSMUSG00000029094"	4.267921	0.32106994	1.50420144	3.3911794	3.1235732	0.33728536	0.26529118	0.898648	5.40974666666667	5.18567	5.00977333333333	5.40974666666667	5.18567	5.00977333333333
"5413"	"ENSMUSG00000029096"	2.58314283333333	3.69234283333333	3.9783435	0.172475	0.381632	0.0241125	2.90619816666667	0.2968635	7.45234	7.44817666666667	7.46045	7.45234	7.44817666666667	7.46045
"5414"	"ENSMUSG00000029097"	1.34137466666667	0.436906666666667	0.9947034	1.04377966666667	1.089322	0.175656666666667	0.313422333333333	0.39983	4.80863	4.84946	5.00243	4.80863	4.84946	5.00243
"5415"	"ENSMUSG00000029098"	2.6202671	1.0925595	1.59306705	0.59481481	0.59004657	0.08567347	0.7017822	0.6214521	4.569225	4.52864	4.58886	4.569225	4.52864	4.58886
"5416"	"ENSMUSG00000029101"	0.718291833333333	0.293207333333333	0.519719555555556	0.647803912777778	0.524424944444445	0.113279155555556	0.0897855555555555	0.591260661111111	4.77673333333333	4.63345333333333	4.70435	4.77673333333333	4.63345333333333	4.70435
"5417"	"ENSMUSG00000029103"	9.6100698	5.445817	12.7869138	7.0532344	8.9119882	0.56891	5.7422134	3.092688	9.24008	9.1920675	9.276045	9.24008	9.1920675	9.276045
"5418"	"ENSMUSG00000029104"	1.352595675	0.275911075	0.527493375	0.6313575	0.6602376125	0.1809029125	0.205551375	0.3787145	5.7062675	5.830675	5.942495	5.7062675	5.830675	5.942495
"5419"	"ENSMUSG00000029106"	8.63037406666667	2.476729	7.4307652	4.2953106	6.75803791333333	0.641163066666667	1.4742275	1.26789653333333	7.59317	7.61554333333333	7.50301	7.59317	7.61554333333333	7.50301
"5420"	"ENSMUSG00000029108"	5.20830342857143	0.0483835714285714	1.50587557142857	1.35893425714286	3.33448942857143	0.264025571428571	0.075201	1.09382271428571	5.38510666666667	5.42125666666667	4.89505333333333	5.38510666666667	5.42125666666667	4.89505333333333
"5421"	"ENSMUSG00000029110"	5.68952775	0.68118675	2.16672191666667	1.57574106666667	1.81678841666667	0.328271416666667	0.487664107041667	0.845780833333333	6.914305	7.033315	6.803525	6.914305	7.033315	6.803525
"5422"	"ENSMUSG00000029111"	8.3143615	2.8793835	7.215876	10.8379345	10.9425185	1.307247	2.0514283	1.843195	7.36975	7.25846	7.42821	7.36975	7.25846	7.42821
"5423"	"ENSMUSG00000029119"	10.730996	1.50448233333333	11.957752	6.6500125	5.91288	0.828233	0.902763033333333	3.34362666666667	7.13915	6.70474	6.89503	7.13915	6.70474	6.89503
"5424"	"ENSMUSG00000029121"	2.2857752	0.03974939	1.6604286	0.9584167	1.3661575	0.1995155	0.01363695	0.41846524	5.86615	5.79025	5.55061	5.86615	5.79025	5.55061
