"Genes"	"G3M19LEG"	"G3M5CM"	"G3M5LEG"	"RMS1"	"RMS3"	"RMS_3"	"T_LEFT"	"T_LEG"	"expression_1.x"	"expression_2.x"	"expression_3.x"	"expression_1.y"	"expression_2.y"	"expression_3.y"
"2408"	"ENSMUSG00000021464"	4.11654	0.0704233333333333	2.42111966666667	1.42572	2.24299333333333	0.226349	0.0978866666666667	1.52646333333333	6.01527	6.63919	6.334975	6.01527	6.63919	6.334975
"2409"	"ENSMUSG00000021466"	0.31020509	0.13781222	0.0920936	0.06904192	0.08227188	0.0175189	0.16058426	0.069051	6.12570666666667	6.19436666666667	6.18930666666667	6.12570666666667	6.19436666666667	6.18930666666667
"2410"	"ENSMUSG00000021468"	10.1179333333333	2.79566	8.264751	3.04596333333333	4.10796666666667	0.261417	2.00428666666667	1.97330333333333	5.4798025	5.3607675	5.4282475	5.4798025	5.3607675	5.4282475
"2411"	"ENSMUSG00000021470"	1.273058	0.823852375	0.840867858333333	0.706280466666667	0.858241358333333	0.0542849833333333	0.720616558333333	0.242900016666667	4.512338	4.472872	4.411652	4.512338	4.472872	4.411652
"2412"	"ENSMUSG00000021474"	9.4223594	0.3865561	4.83800226666667	7.82577893333333	8.280096	0.887895333333333	0.501206433333333	1.4867957	9.02799	9.01427	9.00318	9.02799	9.01427	9.00318
"2413"	"ENSMUSG00000021476"	4.1217855	1.93241033333333	2.77437583333333	2.42111333333333	2.32464583333333	0.9191805	1.82100433333333	2.39567816666667	5.48358	5.47170666666667	5.46922666666667	5.48358	5.47170666666667	5.46922666666667
"2414"	"ENSMUSG00000021477"	233.082853714286	9.87990857142857	104.047126571429	111.494019714286	165.122066571429	1.79142842857143	10.9181232857143	19.026949	8.126895	8.730045	8.404125	8.126895	8.730045	8.404125
"2415"	"ENSMUSG00000021478"	0.03793566942	0.0114044004966667	0.0461506694366667	0.0242004344	0.00401476671533333	0.00858550023933333	0.0318200440666667	0.147047333333333	4.3994	4.317795	4.908725	4.3994	4.317795	4.908725
"2416"	"ENSMUSG00000021481"	1.23686983846154	0.830350769230769	0.771630746153846	0.670650923076923	0.683870076923077	0.127407015384615	0.454476615384615	0.146549230769231	6.08249	6.282815	6.11125	6.08249	6.282815	6.11125
"2417"	"ENSMUSG00000021482"	6.48582314285714	1.83702257142857	3.18868785714286	3.96834814285714	3.790926	0.399815	1.65576385714286	1.44971	7.630395	7.69686	7.636375	7.630395	7.69686	7.636375
"2418"	"ENSMUSG00000021483"	2.35540755555556	0.438567222222222	0.978759555555555	1.21067566666667	1.67151605555556	0.398514333333333	0.414215433333333	1.20633392222222	5.06297	5.5225	5.35668	5.06297	5.5225	5.35668
"2419"	"ENSMUSG00000021484"	15.07234025	3.663002	13.79044275	10.54375875	10.955143525	1.825988925	3.22010375	4.18647125	7.949135	7.85742	8.109105	7.949135	7.85742	8.109105
"2420"	"ENSMUSG00000021485"	3.27289525	0.07296381525	4.32675575	2.56675275	6.30871825	1.55702625	0.10100555	0.88936	5.65828666666667	5.46084	5.50944333333333	5.65828666666667	5.46084	5.50944333333333
"2421"	"ENSMUSG00000021486"	153.4573	11.801935	186.1275	155.591	199.88195	35.537285	7.878645	51.37835	8.733348	8.963054	8.786808	8.733348	8.963054	8.786808
"2422"	"ENSMUSG00000021488"	2.43010281818182	0.769707636363636	1.23474672727273	1.26498188181818	1.23008534545455	0.3697826	0.495648718181818	1.06189881818182	6.01106	6.46986	6.56930333333333	6.01106	6.46986	6.56930333333333
"2423"	"ENSMUSG00000021493"	11.6745745454545	56.4403322727273	17.926151	10.9722697272727	10.7527158181818	2.13367972727273	43.8121365454545	4.65925572727273	6.26838333333333	6.55375666666667	6.19468333333333	6.26838333333333	6.55375666666667	6.19468333333333
"2424"	"ENSMUSG00000021494"	8.122368	2.00301840456	8.34996	7.285918	6.422024	3.3800464	1.319646	5.7541968	6.73464	6.46224	6.5946	6.73464	6.46224	6.5946
"2425"	"ENSMUSG00000021495"	5.03575625	4.1824035	6.373421875	11.98879275	9.223990875	8.9224584625	2.7873100875	7.830485875	6.67176	7.16575	7.03961	6.67176	7.16575	7.03961
"2426"	"ENSMUSG00000021496"	52.72535	19.52613215	57.7449	88.0727	75.6739615	4.120607935	18.982515	7.1093	9.5462	9.27572	9.52202	9.5462	9.27572	9.52202
"2427"	"ENSMUSG00000021497"	37.55827	13.481445	38.1652185	25.278458	31.7762515	1.727955	12.943335	5.20394	7.45932	7.64093	7.6176	7.45932	7.64093	7.6176
"2428"	"ENSMUSG00000021500"	6.227962	1.72833238	3.4465840412	4.5420560001208	2.7822112	0.76209712	1.3741910272	1.101014	6.120936	6.296224	6.18493	6.120936	6.296224	6.18493
"2429"	"ENSMUSG00000021501"	13.6305766666667	4.68774666666667	15.0659933333333	7.98083	7.20403633333333	0.766652333333333	3.43857333333333	1.17135333333333	8.11031	8.16099	8.11762	8.11031	8.16099	8.11762
"2430"	"ENSMUSG00000021504"	4.989245	1.7418535	5.766395	3.53284375	3.3575125	0.2649925	1.34167925	1.411591	5.853465	5.588475	5.810975	5.853465	5.588475	5.810975
"2431"	"ENSMUSG00000021506"	13.0583835	0.1079315	6.132057	16.48765	21.390403	4.1966	0.0987375	5.2618	4.60658	4.579765	4.625145	4.60658	4.579765	4.625145
"2432"	"ENSMUSG00000021510"	3.39466975	0.4652165	1.75237425	0.929	0.95875165	0.997785	0.4382575	4.07175475	4.63617	4.90081	4.85288333333333	4.63617	4.90081	4.85288333333333
"2433"	"ENSMUSG00000021514"	3.7715142	1.1947629	3.24089184	2.40192706	2.18607772	1.1340292	0.85142724	6.9984498	5.1718	5.391185	5.480915	5.1718	5.391185	5.480915
"2434"	"ENSMUSG00000021518"	4.15341633333333	1.51037383333333	5.56400183333333	2.61000433333333	3.15419833333333	0.282466	1.20407333333333	0.589855	8.08751	7.96941333333333	8.19991	8.08751	7.96941333333333	8.19991
"2435"	"ENSMUSG00000021519"	3.11992792857143	2.10228228571429	2.42853916428571	3.57446214285714	1.98279485714286	0.331939214285714	1.93466335714286	0.944105	5.529355	5.62889	5.64311	5.529355	5.62889	5.64311
"2436"	"ENSMUSG00000021520"	290.09864	579.082385	273.92074	271.447045	249.867686	36.118	791.68187	58.102	11.436655	11.38825	11.356865	11.436655	11.38825	11.356865
"2437"	"ENSMUSG00000021532"	0.924809555555556	0.531350888888889	1.56715688888889	1.02773411111111	1.03534655555556	0.475749	0.595232111111111	1.43747922222222	4.69579	4.712775	4.80082	4.69579	4.712775	4.80082
"2438"	"ENSMUSG00000021537"	19.26216625	3.70334075	17.97406	10.676429875	13.112897375	1.288508125	3.831269125	4.875763125	9.88646	10.0398	9.86016	9.88646	10.0398	9.86016
"2439"	"ENSMUSG00000021540"	3.74781871666667	0.853914216666667	2.89115743333333	0.487023466666667	0.837644683333333	0.135959	0.74713645	0.456873333333333	6.94697666666667	6.92227	6.7445	6.94697666666667	6.92227	6.7445
"2440"	"ENSMUSG00000021546"	16.7191132647059	3.46872473152941	12.1280561235294	11.9195565294118	14.3553433823529	0.644017764705882	3.03062694411765	1.94350520058824	10.3604625	10.3246225	10.0921125	10.3604625	10.3246225	10.0921125
"2441"	"ENSMUSG00000021548"	7.31143857142857	2.99269228571429	5.57482414285714	5.99480457142857	3.76426857142857	0.310274714285714	2.71038271428571	1.65740528571429	7.87206333333333	7.88219666666667	7.73575	7.87206333333333	7.88219666666667	7.73575
"2442"	"ENSMUSG00000021549"	5.6494529	1.255837	5.89767304	2.1678416254	3.2740566	0.0978619	0.87772734	0.8560751	7.73296666666667	7.99844333333333	7.75448	7.73296666666667	7.99844333333333	7.75448
"2443"	"ENSMUSG00000021550"	16.8211	4.9771	19.8849	9.95642	10.3679	1.75851	4.49986	7.82868	7.69983333333333	7.67786666666667	7.60832	7.69983333333333	7.67786666666667	7.60832
"2444"	"ENSMUSG00000021552"	4.91444757142857	3.35653242857143	6.4090893	1.29002445714286	1.52840175714286	0.278847428571429	3.14700785714286	0.920773657142857	8.55967	8.3864	8.40085	8.55967	8.3864	8.40085
"2445"	"ENSMUSG00000021553"	0.01070728	0.00333662	0.00776214	0.00226562	0.0503771	0.18665684	0.00646448	0.3907284	3.55246	3.33865	3.56034333333333	3.55246	3.33865	3.56034333333333
"2446"	"ENSMUSG00000021555"	3.64136082352941	0.600406517647059	1.65633558823529	1.13524317058824	1.20447523529412	0.346809764705882	0.738090617647059	1.44844335294118	6.05173428571428	6.15839428571429	6.15129428571429	6.05173428571428	6.15839428571429	6.15129428571429
"2447"	"ENSMUSG00000021556"	4.992005	0.4093965	3.83577075	0.57895275	1.60304675	0.125081	0.29477	0.3920075	8.24601	7.96624	8.45599	8.24601	7.96624	8.45599
"2448"	"ENSMUSG00000021557"	0.912954920833333	0.7081042125	0.688125966666667	0.456310879166667	0.380128325	0.215280114166667	0.839297375	0.854465225	5.44693	5.54955	5.56070666666667	5.44693	5.54955	5.56070666666667
"2449"	"ENSMUSG00000021559"	0.540601342857143	0.156490842857143	0.864108685714286	0.00711445714285714	0.00239494285714286	0.0239887714285714	0.338153314285714	0.326703671428571	7.87717	7.79464	8.231305	7.87717	7.79464	8.231305
"2450"	"ENSMUSG00000021569"	7.77465933333333	0.0306608666666667	6.76429666666667	4.72114133333333	6.22943333333333	0.767954666666667	0.0629126666666667	1.532525	3.81305	3.56961	3.82742	3.81305	3.56961	3.82742
"2451"	"ENSMUSG00000021572"	0.182604242857143	0.0121513571428571	0.1656967	0.0588136285714286	0.145156571428571	0.0219205285714286	0.0213118714285714	0.199148	3.20697	3.57758	3.30955	3.20697	3.57758	3.30955
"2452"	"ENSMUSG00000021575"	0.134716	0.0170685571428571	0.0848940285714286	0.0379861428571429	0.103784142857143	0.0631187571428571	0.0159500171428571	0.293658571428571	3.40197	3.27311	3.60413	3.40197	3.27311	3.60413
"2453"	"ENSMUSG00000021576"	25.0880862	4.4464152	24.949794	13.607328	15.1726806	1.2054026	3.781601	4.1207844	9.97408	10.2639	9.92357	9.97408	10.2639	9.92357
"2454"	"ENSMUSG00000021577"	13.8771266666667	24.8990252222222	11.6602075555556	4.49901188888889	7.38013555555556	0.424127333333333	23.2007106666667	1.90316866666667	6.75678	6.6185125	6.660955	6.75678	6.6185125	6.660955
"2455"	"ENSMUSG00000021578"	5.57099366666667	2.286335	3.343602	1.20445283333333	2.20928435	0.159655416666667	2.04091428333333	0.3588815	6.498715	6.657215	6.675605	6.498715	6.657215	6.675605
"2456"	"ENSMUSG00000021583"	2.27931566666667	0.650978283333333	3.007851	0.392692066666667	0.38588365	0.049857	0.683935666666667	0.731224966666667	6.62345	6.53896	6.376325	6.62345	6.53896	6.376325
"2457"	"ENSMUSG00000021585"	8.482142025	2.14288121666667	6.0421665	4.76090973333333	4.04990945	0.3851465	1.71470725	3.04639291666667	8.59949	8.81160666666667	8.49272	8.59949	8.81160666666667	8.49272
"2458"	"ENSMUSG00000021589"	4.465042	1.705776	2.266828	2.560064	2.63407	0.756323	1.1964474	0.6364722	6.124806	6.223734	6.224408	6.124806	6.223734	6.224408
"2459"	"ENSMUSG00000021591"	13.78138925	4.08565	10.5923471	5.3946801	8.2998205	0.504475	5.44005175	2.425969075	5.519735	5.69147	5.42934	5.519735	5.69147	5.42934
"2460"	"ENSMUSG00000021592"	2.51801633333333	0.403829166666667	1.663453	0.646728333333333	0.781470333333333	0.0550616666666667	0.297853316666667	0.799125	7.913645	7.842395	7.802425	7.913645	7.842395	7.802425
"2461"	"ENSMUSG00000021594"	5.76458933333333	0.0731026666666667	2.48004333333333	0.857043666666667	1.44521583333333	0.0955136666666667	0.055313	0.218146	5.77716333333333	5.84429666666667	5.58576333333333	5.77716333333333	5.84429666666667	5.58576333333333
"2462"	"ENSMUSG00000021595"	10.676647	2.71506525	7.0288145	5.242881	5.4865004375	0.754161625	1.498233	1.402985375	8.43822	8.43011	8.49724	8.43822	8.43011	8.49724
"2463"	"ENSMUSG00000021596"	0.539803625	0.042495425	0.1570345	0.15673235	0.2231935	0.0194789	0.0123160875	0.23614275	4.73609	4.77586	4.66271	4.73609	4.77586	4.66271
"2464"	"ENSMUSG00000021597"	1.41362914285714	0.634204128571429	0.482609714285714	0.470159471428571	0.555487685714286	0.0824426714285714	0.412430871428571	0.161849714285714	4.005125	4.39265	4.13886	4.005125	4.39265	4.13886
"2465"	"ENSMUSG00000021598"	14.7910608333333	2.40919183333333	17.9196103333333	15.1615916666667	15.4126971666667	1.39458033333333	2.1739815	4.90733833333333	9.15055	9.17322	9.03648	9.15055	9.17322	9.03648
"2466"	"ENSMUSG00000021606"	51.8883245	146.156391	76.470783	57.71075575	58.3444615	3.993158	149.90472353025	10.740156	9.76399	9.54994	9.47651	9.76399	9.54994	9.47651
"2467"	"ENSMUSG00000021607"	17.48912	19.0529333333333	24.02391	14.2127333333333	15.2696916666667	1.11819	16.05163	2.46733333333333	7.99457	8.15447	8.04491	7.99457	8.15447	8.04491
"2468"	"ENSMUSG00000021608"	2.711770125	0.29679875	2.08291225	0.4115315125	0.64631775	0.23769045	0.293107375	0.88981375	6.328104	6.357942	6.461726	6.328104	6.357942	6.461726
"2469"	"ENSMUSG00000021610"	26.1225015	7.6540675	46.36682925	26.0767825	27.5582675	3.21447	6.821537575	7.4015125	10.3796	10.344	10.4829	10.3796	10.344	10.4829
"2470"	"ENSMUSG00000021611"	0.567976285714286	0.0253931428571429	0.547096142857143	0.624518942857143	0.830033514285714	0.10861	0.0213707714285714	0.586373857142857	3.869505	4.123425	4.22574	3.869505	4.123425	4.22574
"2471"	"ENSMUSG00000021613"	0.222797	0.100966	0.076503	0.01877735	0.0446111	0.01543335	0.066531	0.2402985	9.6189175	9.9055375	9.98874	9.6189175	9.9055375	9.98874
"2472"	"ENSMUSG00000021614"	7.153266	0.0901369222222222	5.047823084	4.087281	6.75822633908889	1.1605107	0.191021	3.04776327854333	5.3823825	5.783815	5.65880625	5.3823825	5.783815	5.65880625
"2473"	"ENSMUSG00000021615"	5.03242975	1.71459025	2.40107425	0.63634325	1.616641	0.039646125	1.62613225	1.7357615	6.1949	6.29741	6.10189	6.1949	6.29741	6.10189
"2474"	"ENSMUSG00000021619"	3.62319	2.50720666666667	2.99432666666667	2.51732	2.60224066666667	0.0916946	2.40513333333333	0.956253666666667	7.42615	7.13608	6.94009	7.42615	7.13608	6.94009
"2475"	"ENSMUSG00000021621"	4.2959978	2.08101	4.292189	3.2074736	2.7208162	0.493418	1.3078836	0.80755	6.78195	6.89396	6.5024	6.78195	6.89396	6.5024
"2476"	"ENSMUSG00000021629"	7.7170528	1.3171732	9.2552166	5.7150238	6.3106648	0.59272492	1.3067362	1.797698	8.15158	8.32175	8.27857	8.15158	8.32175	8.27857
"2477"	"ENSMUSG00000021635"	3.4235218	1.2059482	1.9339004	1.7321282	1.4902305201356	0.08713822	1.01278806	0.554588	8.05061	8.09983	7.96955	8.05061	8.09983	7.96955
"2478"	"ENSMUSG00000021639"	4.92611444444444	1.673491	2.86546016666667	1.40614911111111	1.47851933333333	0.212334	0.939396144444445	0.700560822222222	5.75528	6.10336	5.94189	5.75528	6.10336	5.94189
"2479"	"ENSMUSG00000021640"	0.068292625	0.009275725	0.038327	0.005492525	0.0045508	0.006020425	0.002570875	0.086662	3.54987	3.56268	3.59814	3.54987	3.56268	3.59814
"2480"	"ENSMUSG00000021643"	20.6413988	2.7884628	24.6127328	21.0141172	16.6464976	3.2190352	2.738369	9.045522	6.8033675	6.9520875	6.898785	6.8033675	6.9520875	6.898785
"2481"	"ENSMUSG00000021645"	3.84309577777778	0.908696333333333	3.40682888888889	2.55657477777778	2.652312	0.308774	0.787153	1.340752	6.307	6.41394	5.93934	6.307	6.41394	5.93934
"2482"	"ENSMUSG00000021646"	2.49652783333333	3.57496883333333	2.006495	3.1072825	3.23054066666667	0.1525276	4.6645235	1.23648883333333	5.34285666666667	5.41821666666667	5.45765333333333	5.34285666666667	5.41821666666667	5.45765333333333
"2483"	"ENSMUSG00000021650"	17.9565	11.7506	21.0663	7.50453	9.51528	1.53318	12.0554	4.1279	6.30424	6.34034	6.34034	6.30424	6.34034	6.34034
"2484"	"ENSMUSG00000021661"	2.45592625	1.213777875	2.005753375	1.45044525	1.089202375	0.16766705	1.35633675	0.585955475	5.289745	5.20697	4.96357	5.289745	5.20697	4.96357
"2485"	"ENSMUSG00000021662"	1.12941685714286	0.283832428571429	0.251455685714286	0.266846214285714	0.151156428571429	0.0125091285714286	0.175277142857143	0.1667554	6.4870075	6.4485175	6.5920875	6.4870075	6.4485175	6.5920875
"2486"	"ENSMUSG00000021665"	69.6630885	2.33669	89.9288435	12.2565	13.35206365	0.96638	3.0879265	5.33825	10.19329	9.903535	10.136805	10.19329	9.903535	10.136805
"2487"	"ENSMUSG00000021666"	1.27893883333333	1.87510010833333	1.106869225	1.02585589691667	0.85433975	0.185556508333333	1.55097878333333	0.415327583333333	5.148635	5.021775	5.00081	5.148635	5.021775	5.00081
"2488"	"ENSMUSG00000021668"	0.998207818181818	0.324588454545455	0.450421	0.313592827272727	0.279272790909091	0.0570323636363636	0.365798390909091	0.0770787272727273	5.244055	5.24157	5.52527	5.244055	5.24157	5.52527
"2489"	"ENSMUSG00000021669"	4.58177257142857	1.717981	2.05057228571429	0.962089	1.17778458571429	0.149449185714286	1.57348434285714	0.351549257142857	6.319345	6.379715	6.3025575	6.319345	6.379715	6.3025575
"2490"	"ENSMUSG00000021670"	2.73763854545455	0.164145118181818	1.28015264545455	1.20392205454545	1.85541380909091	0.246915818181818	0.158786454545455	0.278340090909091	5.48716	5.541075	5.46355	5.48716	5.541075	5.46355
"2491"	"ENSMUSG00000021671"	1.3256422	0.32833636	0.71925088	0.41995948	0.50122108	0.05143072	0.3037688	0.457586	5.436335	5.62312	5.4866	5.436335	5.62312	5.4866
"2492"	"ENSMUSG00000021676"	5.55824	0.298792	4.45361	0.552123	1.24413	0.192922	0.275009	0.240767	6.89218	7.202365	7.346675	6.89218	7.202365	7.346675
"2493"	"ENSMUSG00000021678"	47.0694	0.617969	14.5246	1.62128	1.80069	0.146269	0.355375	0.8736	6.3334	6.17878	6.07526	6.3334	6.17878	6.07526
"2494"	"ENSMUSG00000021681"	13.2953165	3.476954	8.596183	3.1686715	4.930998	0.5698968	3.2671294	1.20284	8.68413	8.54159	8.49496	8.68413	8.54159	8.49496
"2495"	"ENSMUSG00000021684"	0.0728721971428571	0.173560428571429	0.0993174285714286	0.210931671428571	0.0961447857142857	0.0310795714285714	0.124904535714286	0.320324092857143	4.10564	4.03852	4.08657	4.10564	4.03852	4.08657
"2496"	"ENSMUSG00000021686"	8.18874	2.0519425	7.388301	4.00866875	4.5459	0.400035	1.66873	1.55939	8.82951	8.8567	8.96882	8.82951	8.8567	8.96882
"2497"	"ENSMUSG00000021687"	3.18126525	1.5076325	2.0360925	1.37288	2.0087184	0.1320125	1.3391975	0.5448325	6.49921	6.694405	6.331245	6.49921	6.694405	6.331245
"2498"	"ENSMUSG00000021690"	4.200093	2.36847	1.76521	0.890525	1.2016	0.137572	1.829235	0.59285925	6.8198225	6.5695375	6.62865	6.8198225	6.5695375	6.62865
"2499"	"ENSMUSG00000021692"	7.8487925	1.55090775	5.30883	4.17497725	3.40722425	0.43332245	1.4442315	1.2695448	5.434055	5.522565	5.6623	5.434055	5.522565	5.6623
"2500"	"ENSMUSG00000021693"	4.63198	0.466485857142857	2.39121058571429	1.759954	2.16842042857143	0.174765085714286	0.495276142857143	0.654568571428571	5.515098	5.550026	5.342534	5.515098	5.550026	5.342534
"2501"	"ENSMUSG00000021694"	0.690971999	0.232955499	0.49846675	0.37385779	0.3741384	0.0497653	0.183074721	0.0654206037	3.9891925	4.091555	3.845185	3.9891925	4.091555	3.845185
"2502"	"ENSMUSG00000021696"	0.367866	0.1078874	0.108246	0.2271176	0.327172	0.0913022	0.1057915	0.093125	4.69075	4.639675	4.676895	4.69075	4.639675	4.676895
"2503"	"ENSMUSG00000021697"	0.2950785	0.00750723333333333	0.228568833333333	0.102212666666667	0.22241	0.0226058333333333	0.0063943	0.0422408333333333	5.20662	5.09209	5.01125	5.20662	5.09209	5.01125
"2504"	"ENSMUSG00000021699"	0.40048851	1.39067825	0.11189083	0.255294351	0.23380472	0.04380215	0.36159065	0.4433324	5.431775	5.272685	5.441995	5.431775	5.272685	5.441995
"2505"	"ENSMUSG00000021700"	0.0219722	0.0218142	0.02358524	0.0569884	0.076404	0.707166	0.02535702	1.28787514	3.478674	3.870356	3.554272	3.478674	3.870356	3.554272
"2506"	"ENSMUSG00000021701"	11.2822212	1.00391196	4.0084902	11.1903902	7.47643856	2.0891952	1.5646796	8.9391496	6.12617	6.020965	5.933695	6.12617	6.020965	5.933695
"2507"	"ENSMUSG00000021703"	6.26483466666667	0.390619933333333	1.580102	0.726773333333333	1.47562333333333	0.0489233333333333	0.330423666666667	0.200085666666667	9.64271	9.07298	9.22012	9.64271	9.07298	9.22012
"2508"	"ENSMUSG00000021704"	4.77493	1.219147	1.384395	0.9267082	1.00289056666667	0.047769	1.22267466666667	0.326077666666667	6.01139	6.06752666666667	6.19936333333333	6.01139	6.06752666666667	6.19936333333333
"2509"	"ENSMUSG00000021706"	3.19190775	0.538479	1.2506132	1.155225	1.033127	0.092284	0.487795	0.3779245	6.34823	6.4724	6.5024	6.34823	6.4724	6.5024
"2510"	"ENSMUSG00000021707"	7.2707	0.445286	7.73069	3.59915	5.97295	1.46163	0.582734	1.43354	5.24105	4.94361	4.90483	5.24105	4.94361	4.90483
"2511"	"ENSMUSG00000021709"	5.111027	1.10232421428571	2.60203458571429	1.82785931514286	2.73557974288543	0.192759828571429	0.765842485714286	0.470198714285714	6.256215	6.94914	6.819305	6.256215	6.94914	6.819305
"2512"	"ENSMUSG00000021710"	2.33868525	0.2126703125	1.7870732	1.640321375	1.3282655625	0.374507175	0.1568703875	1.056326625	5.502915	5.635675	5.32096	5.502915	5.635675	5.32096
"2513"	"ENSMUSG00000021711"	4.317455	1.69269333333333	2.44624083333333	1.5946125	1.99122481666667	0.270956	1.42943133333333	1.0647725	6.73123	6.53131	6.68377	6.73123	6.53131	6.68377
"2514"	"ENSMUSG00000021712"	5.42125566666667	3.35163333333333	2.44759863333333	1.93682666666667	1.86922	0.281771	3.57676666666667	0.445159666666667	4.62981333333333	4.98248	4.88007333333333	4.62981333333333	4.98248	4.88007333333333
"2515"	"ENSMUSG00000021713"	3.87670766666667	1.1685201	2.860384	1.95872916666667	2.0716223	0.7585478	1.18639866666667	1.118677	6.33038	6.46772	6.62505	6.33038	6.46772	6.62505
"2516"	"ENSMUSG00000021714"	4.976799175	0.2339433875	2.210563275	2.169648575	2.1744798625	0.253962375	0.222696775	0.556557125	4.25112333333333	4.27141333333333	4.29165333333333	4.25112333333333	4.27141333333333	4.29165333333333
"2517"	"ENSMUSG00000021715"	4.703566	1.8811175	3.564975	4.33285	3.26025425	0.4068875	1.80650825	0.7316535	6.30961	6.12502	6.3204	6.30961	6.12502	6.3204
"2518"	"ENSMUSG00000021716"	2.6449742	1.1733596	2.5492882	2.8658136	2.3721068	15.1610306	1.1573	17.2393614	6.34267	6.454585	6.21872	6.34267	6.454585	6.21872
"2519"	"ENSMUSG00000021719"	0.559353	0.309819	0.297481	0.143246	0.0799001	0.0905486	0.158686	0.890847	5.72752333333333	5.92798	5.69544	5.72752333333333	5.92798	5.69544
"2520"	"ENSMUSG00000021725"	4.69722225714286	1.26277028571429	4.10351764285714	4.98448994285714	4.07582014285714	0.548798457142857	0.639937857142857	1.07572264285714	6.33082	6.55705	6.28116	6.33082	6.55705	6.28116
"2521"	"ENSMUSG00000021728"	4.76685783333333	0.119826833333333	2.093608	3.9085685	8.60198233333333	0.314061	0.08132605	1.58954916666667	8.420165	8.21228	8.183055	8.420165	8.21228	8.183055
"2522"	"ENSMUSG00000021730"	0.04750395	0.06053495	0.09550565	0.05202485	0.0686411	0.0537702	0.06861695	0.7115445	3.99526	3.74182	3.74827	3.99526	3.74182	3.74827
"2523"	"ENSMUSG00000021731"	7.924768	5.8988575	8.5702225	5.19867295	5.4861105	0.90691705	4.3921025	2.566915	7.71814	7.6596	7.60794	7.71814	7.6596	7.60794
"2524"	"ENSMUSG00000021732"	0.363763333333333	0.0522533333333333	0.154611	1.11571933333333	1.492392	0.0516043333333333	0.152208666666667	2.63824666666667	7.3641	6.96225	7.26546	7.3641	6.96225	7.26546
"2525"	"ENSMUSG00000021733"	0.695829284	0.064531821184	0.201555416	0.284033352	0.282664736	0.03685852	0.056707836	0.303181356	6.71188666666667	7.24448	6.99322333333333	6.71188666666667	7.24448	6.99322333333333
"2526"	"ENSMUSG00000021737"	25.89887	23.053315	15.0543496666667	10.8629346666667	11.7969825	1.28736718333333	22.3692933333333	3.98610616666667	9.334845	9.50346	9.28504	9.334845	9.50346	9.28504
"2527"	"ENSMUSG00000021738"	0.772708555555556	0.645511222222222	0.435455666666667	0.269522777777778	0.157733766666667	0.0335074444444444	0.415022777777778	0.191392888888889	6.58486666666667	6.50901666666667	6.54435666666667	6.58486666666667	6.50901666666667	6.54435666666667
"2528"	"ENSMUSG00000021745"	2.08201	0.7569024	1.28701765	0.243241	0.43445875	0.0369206125	0.360558375	0.2218217375	6.6388825	6.6934075	6.625705	6.6388825	6.6934075	6.625705
"2529"	"ENSMUSG00000021748"	17.1847528571429	30.3750025714286	9.74051914285714	9.97136228571429	10.555403	1.26332978571429	28.7359678571429	3.18285378571429	7.13533	7.25294	7.01253	7.13533	7.25294	7.01253
"2530"	"ENSMUSG00000021752"	4.59583	3.012495	3.99972	2.4154025	2.4224615	0.4141271	2.250685	0.638715	7.6149	7.52542	7.62493	7.6149	7.52542	7.62493
"2531"	"ENSMUSG00000021754"	2.1593364	0.6128262	0.9524134	0.13062878	0.210112	0.332436	0.5163562	2.72725	5.500735	5.40382	5.63316	5.500735	5.40382	5.63316
"2532"	"ENSMUSG00000021756"	4.88605	2.7691066	4.139502	2.86950065	3.53148476	0.57377379	2.29357187	0.7767749	7.77645	7.77909	7.63746	7.77645	7.77909	7.63746
"2533"	"ENSMUSG00000021759"	49.5708	23.14925	71.0104	22.88916	38.30055	1.254709	16.25067	4.147777	7.72952666666667	7.67941333333333	7.37674666666667	7.72952666666667	7.67941333333333	7.37674666666667
"2534"	"ENSMUSG00000021760"	301.077	7.27458	258.203	230.179	267.419	25.5066	9.90838	50.7327	10.1582	10.6835	10.1894	10.1582	10.6835	10.1894
"2535"	"ENSMUSG00000021764"	22.038752	33.957918	20.118648	19.752542	18.6059148	1.9697226	45.309697	7.763052	6.1419275	5.95789	6.0129675	6.1419275	5.95789	6.0129675
"2536"	"ENSMUSG00000021765"	4.0985095	0.25568625	1.147986	2.0847845	3.27615025	1.0333555	0.71143775	1.36299375	7.676365	7.735245	7.31027	7.676365	7.735245	7.31027
"2537"	"ENSMUSG00000021767"	0.8133941595	0.28365004	0.308556871428571	0.635155591214286	0.613100178571429	0.0567681142857143	0.195530935737071	0.453402571428571	4.49788666666667	4.43320666666667	4.34822333333333	4.49788666666667	4.43320666666667	4.34822333333333
"2538"	"ENSMUSG00000021768"	0.0153218571428571	15.9350542857143	0.526357871428571	0.00812509785714286	0.00885071428571429	0.049486465	13.7532287142857	0.406792642857143	5.10475	4.53056	4.77241	5.10475	4.53056	4.77241
"2539"	"ENSMUSG00000021770"	2.90930075	1.99429175	0.85283275	0.504888	0.664241825	0.1102935	2.35417495	0.584225375	5.80738	5.62272333333333	5.59703333333333	5.80738	5.62272333333333	5.59703333333333
"2540"	"ENSMUSG00000021771"	14.3647847	15.386523	11.0236744	10.95793484	12.0787753	1.2329773	14.6233232	2.6219217	10.1643	10.3635	9.97002	10.1643	10.3635	9.97002
