"probe_id"	"ensembl_id"	"expression"
"1415756_a_at"	"ENSMUSG00000001018"	8.62845
"1415757_at"	"ENSMUSG00000025224"	7.64149
"1415758_at"	"ENSMUSG00000070733"	8.82895
"1415759_a_at"	"ENSMUSG00000087260"	10.1349
"1415760_s_at"	"ENSMUSG00000018585"	10.6291
"1415761_at"	"ENSMUSG00000010406"	9.10633
"1415762_x_at"	"ENSMUSG00000010406"	9.1807
"1415763_a_at"	"ENSMUSG00000028797"	9.64053
"1415765_at"	"ENSMUSG00000071659"	6.86378
"1415766_at"	"ENSMUSG00000027879"	9.52554
"1415767_at"	"ENSMUSG00000038848"	7.79112
"1415768_a_at"	"ENSMUSG00000036241"	9.69675
"1415769_at"	"ENSMUSG00000027598"	8.9003
"1415770_at"	"ENSMUSG00000066357"	9.17533
"1415771_at"	"ENSMUSG00000026234"	9.5842
"1415772_at"	"ENSMUSG00000026234"	8.31164
"1415773_at"	"ENSMUSG00000026234"	7.57373
"1415774_at"	"ENSMUSG00000024271"	7.15157
"1415775_at"	"ENSMUSG00000031353"	11.0519
"1415776_at"	"ENSMUSG00000010025"	6.80354
"1415777_at"	"ENSMUSG00000042179"	4.32045
"1415778_at"	"ENSMUSG00000031422"	10.9814
"1415779_s_at"	"ENSMUSG00000062825"	12.8419
"1415780_a_at"	"ENSMUSG00000033436"	8.34716
"1415781_a_at"	"ENSMUSG00000020738"	12.8068
"1415782_at"	"ENSMUSG00000020738"	11.4731
"1415783_at"	"ENSMUSG00000031696"	10.1692
"1415784_at"	"ENSMUSG00000031696"	5.73307
"1415785_a_at"	"ENSMUSG00000025613"	9.33909
"1415786_at"	"ENSMUSG00000023987"	4.94493
"1415787_at"	"ENSMUSG00000071650"	7.83812
"1415791_at"	"ENSMUSG00000029474"	7.72301
"1415792_at"	"ENSMUSG00000027466"	7.99578
"1415793_at"	"ENSMUSG00000018659"	7.02017
"1415794_a_at"	"ENSMUSG00000021395"	9.45632
"1415795_at"	"ENSMUSG00000021395"	5.08166
"1415797_at"	"ENSMUSG00000003534"	6.62086
"1415798_at"	"ENSMUSG00000003534"	4.73375
"1415799_at"	"ENSMUSG00000030216"	8.29233
"1415800_at"	"ENSMUSG00000050953"	9.66679
"1415801_at"	"ENSMUSG00000050953"	3.84617
"1415802_at"	"ENSMUSG00000032902"	6.95683
"1415803_at"	"ENSMUSG00000031778"	6.38274
"1415804_at"	"ENSMUSG00000031778"	5.34822
"1415805_at"	"ENSMUSG00000024225"	4.11633
"1415806_at"	"ENSMUSG00000031538"	8.53
"1415807_s_at"	"ENSMUSG00000034120"	6.20077
"1415808_at"	"ENSMUSG00000033834"	3.59537
"1415809_at"	"ENSMUSG00000033834"	2.64736
"1415810_at"	"ENSMUSG00000001228"	4.50333
"1415811_at"	"ENSMUSG00000001228"	4.3474
"1415812_at"	"ENSMUSG00000026879"	13.7103
"1415813_at"	"ENSMUSG00000027193"	8.88103
"1415814_at"	"ENSMUSG00000006273"	7.96809
"1415815_at"	"ENSMUSG00000021326"	3.11939
"1415816_at"	"ENSMUSG00000030007"	10.4322
"1415817_s_at"	"ENSMUSG00000030007"	8.89615
"1415818_at"	"ENSMUSG00000018340"	9.50721
"1415819_a_at"	"ENSMUSG00000007564"	9.25307
"1415820_x_at"	"ENSMUSG00000031311"	9.08125
"1415821_at"	"ENSMUSG00000032336"	10.8138
"1415822_at"	"ENSMUSG00000025203"	10.6929
"1415823_at"	"ENSMUSG00000025203"	6.40009
"1415824_at"	"ENSMUSG00000025203"	5.97156
"1415826_at"	"ENSMUSG00000033793"	8.31046
"1415827_a_at"	"ENSMUSG00000027808"	10.637
"1415828_a_at"	"ENSMUSG00000027808"	8.71069
"1415829_at"	"ENSMUSG00000004880"	9.27905
"1415830_at"	"ENSMUSG00000029012"	6.88806
"1415831_at"	"ENSMUSG00000006998"	9.0163
"1415832_at"	"ENSMUSG00000068122"	2.94323
"1415833_x_at"	"ENSMUSG00000034892"	13.613
"1415834_at"	"ENSMUSG00000019960"	9.45724
"1415835_at"	"ENSMUSG00000038891"	3.0735
"1415836_at"	"ENSMUSG00000025007"	6.48614
"1415837_at"	"ENSMUSG00000063903"	2.93385
"1415838_at"	"ENSMUSG00000019877"	9.09268
"1415839_a_at"	"ENSMUSG00000057113"	10.8395
"1415840_at"	"ENSMUSG00000032349"	9.52544
"1415841_at"	"ENSMUSG00000027012"	9.45588
"1415842_at"	"ENSMUSG00000024142"	6.30882
"1415843_at"	"ENSMUSG00000024142"	4.1709
"1415844_at"	"ENSMUSG00000024261"	3.18389
"1415845_at"	"ENSMUSG00000024261"	5.03722
"1415846_a_at"	"ENSMUSG00000030851"	2.60509
"1415847_at"	"ENSMUSG00000030851"	3.73318
"1415848_at"	"ENSMUSG00000057170"	5.08518
"1415849_s_at"	"ENSMUSG00000028832"	8.69245
"1415850_at"	"ENSMUSG00000031453"	6.93699
"1415853_at"	"ENSMUSG00000001482"	7.35573
"1415854_at"	"ENSMUSG00000019966"	3.87548
"1415855_at"	"ENSMUSG00000019966"	8.7745
"1415856_at"	"ENSMUSG00000021728"	8.81788
"1415857_at"	"ENSMUSG00000021728"	8.02245
"1415858_at"	"ENSMUSG00000030738"	9.87906
"1415859_at"	"ENSMUSG00000030738"	10.2748
"1415860_at"	"ENSMUSG00000018362"	7.62729
"1415861_at"	"ENSMUSG00000005994"	3.50503
"1415862_at"	"ENSMUSG00000005994"	3.18409
"1415863_at"	"ENSMUSG00000005610"	10.8198
"1415864_at"	"ENSMUSG00000038871"	6.42215
"1415865_s_at"	"ENSMUSG00000038871"	7.80239
"1415866_at"	"ENSMUSG00000030533"	6.53081
"1415867_at"	"ENSMUSG00000007739"	9.85083
"1415868_at"	"ENSMUSG00000007739"	3.94224
"1415869_a_at"	"ENSMUSG00000005566"	8.88717
"1415870_at"	"ENSMUSG00000029767"	10.8988
"1415871_at"	"ENSMUSG00000035493"	8.76999
"1415872_at"	"ENSMUSG00000007850"	10.7037
"1415873_a_at"	"ENSMUSG00000025228"	8.75775
"1415874_at"	"ENSMUSG00000037211"	8.89285
"1415876_a_at"	"ENSMUSG00000025362"	12.5338
"1415877_at"	"ENSMUSG00000024501"	8.69993
"1415878_at"	"ENSMUSG00000030978"	7.7436
"1415879_a_at"	"ENSMUSG00000025508"	13.4966
"1415880_a_at"	"ENSMUSG00000031447"	11.7714
"1415881_at"	"ENSMUSG00000041028"	9.18413
"1415882_at"	"ENSMUSG00000041028"	9.5905
"1415883_a_at"	"ENSMUSG00000023433"	3.60396
"1415884_at"	"ENSMUSG00000023433"	5.53718
"1415885_at"	"ENSMUSG00000027350"	5.27639
"1415886_at"	"ENSMUSG00000059013"	5.8849
"1415887_at"	"ENSMUSG00000022757"	9.30189
"1415888_at"	"ENSMUSG00000004897"	9.72697
"1415889_a_at"	"ENSMUSG00000020048"	11.2005
"1415890_at"	"ENSMUSG00000028032"	9.40274
"1415891_at"	"ENSMUSG00000052738"	9.68834
"1415892_at"	"ENSMUSG00000020097"	7.08389
"1415893_at"	"ENSMUSG00000020097"	3.83509
"1415894_at"	"ENSMUSG00000022425"	7.27522
"1415897_a_at"	"ENSMUSG00000008540"	11.1881
"1415898_at"	"ENSMUSG00000008540"	2.98292
"1415899_at"	"ENSMUSG00000052837"	11.2464
"1415900_a_at"	"ENSMUSG00000005672"	3.66078
"1415901_at"	"ENSMUSG00000004846"	8.5015
"1415902_at"	"ENSMUSG00000053644"	3.1605
"1415903_at"	"ENSMUSG00000023169"	6.98004
"1415904_at"	"ENSMUSG00000015568"	10.1934
"1415905_at"	"ENSMUSG00000059654"	3.73854
"1415906_at"	"ENSMUSG00000049775"	13.4041
"1415907_at"	"ENSMUSG00000034165"	8.33845
"1415908_at"	"ENSMUSG00000047514"	9.74673
"1415909_at"	"ENSMUSG00000024966"	6.99891
"1415910_s_at"	"ENSMUSG00000031781"	7.91995
"1415911_at"	"ENSMUSG00000024423"	8.7385
"1415914_at"	"ENSMUSG00000020358"	9.94757
"1415915_at"	"ENSMUSG00000037149"	9.32501
"1415916_a_at"	"ENSMUSG00000021048"	8.29683
"1415917_at"	"ENSMUSG00000021048"	7.07233
"1415918_a_at"	"ENSMUSG00000023456"	9.65301
"1415919_at"	"ENSMUSG00000015094"	9.25933
"1415920_at"	"ENSMUSG00000053536"	8.7688
"1415921_a_at"	"ENSMUSG00000060548"	4.48874
"1415922_s_at"	"ENSMUSG00000047945"	7.09025
"1415923_at"	"ENSMUSG00000033585"	9.77779
"1415924_at"	"ENSMUSG00000026182"	2.72945
"1415925_a_at"	"ENSMUSG00000109511"	6.54289
"1415926_at"	"ENSMUSG00000109511"	6.98276
"1415927_at"	"ENSMUSG00000068614"	11.0436
"1415928_a_at"	"ENSMUSG00000031812"	11.6189
"1415929_at"	"ENSMUSG00000031812"	10.0589
"1415930_a_at"	"ENSMUSG00000031812"	11.2446
"1415931_at"	"ENSMUSG00000048583"	3.64684
"1415932_x_at"	"ENSMUSG00000027546"	7.73049
"1415933_a_at"	"ENSMUSG00000000088"	11.2625
"1415934_at"	"ENSMUSG00000034432"	8.0626
"1415935_at"	"ENSMUSG00000023886"	11.1922
"1415936_at"	"ENSMUSG00000028121"	7.34607
"1415937_s_at"	"ENSMUSG00000032504"	6.635
"1415938_at"	"ENSMUSG00000024503"	3.3556
"1415939_at"	"ENSMUSG00000041559"	11.0915
"1415940_at"	"ENSMUSG00000053581"	8.11575
"1415941_s_at"	"ENSMUSG00000053581"	7.91042
"1415943_at"	"ENSMUSG00000020592"	7.97067
"1415944_at"	"ENSMUSG00000020592"	7.41604
"1415945_at"	"ENSMUSG00000005410"	4.83771
"1415946_at"	"ENSMUSG00000025728"	7.55485
"1415947_at"	"ENSMUSG00000040713"	9.66904
"1415948_at"	"ENSMUSG00000040713"	9.83516
"1415949_at"	"ENSMUSG00000037852"	13.1725
"1415950_a_at"	"ENSMUSG00000032959"	11.1977
"1415951_at"	"ENSMUSG00000001555"	8.67756
"1415952_at"	"ENSMUSG00000024969"	7.44364
"1415953_s_at"	"ENSMUSG00000024969"	7.00555
"1415955_x_at"	"ENSMUSG00000022501"	5.88743
"1415956_a_at"	"ENSMUSG00000031065"	6.13423
"1415957_a_at"	"ENSMUSG00000061032"	7.10213
"1415958_at"	"ENSMUSG00000018566"	8.01125
"1415959_at"	"ENSMUSG00000018566"	6.35537
"1415960_at"	"ENSMUSG00000009350"	4.94336
"1415961_at"	"ENSMUSG00000026223"	11.072
"1415962_at"	"ENSMUSG00000022312"	10.2296
"1415963_at"	"ENSMUSG00000045427"	9.35853
"1415964_at"	"ENSMUSG00000037071"	11.8706
"1415965_at"	"ENSMUSG00000037071"	6.70274
"1415966_a_at"	"ENSMUSG00000037916"	9.43218
"1415967_at"	"ENSMUSG00000037916"	9.17703
"1415968_a_at"	"ENSMUSG00000032758"	6.57792
"1415969_s_at"	"ENSMUSG00000032758"	2.94383
"1415970_at"	"ENSMUSG00000014313"	11.6035
"1415971_at"	"ENSMUSG00000069662"	9.33111
"1415972_at"	"ENSMUSG00000069662"	7.66055
"1415973_at"	"ENSMUSG00000069662"	9.00345
"1415974_at"	"ENSMUSG00000035027"	8.20536
"1415975_at"	"ENSMUSG00000008393"	7.91894
"1415976_a_at"	"ENSMUSG00000008393"	7.30559
"1415977_at"	"ENSMUSG00000019139"	6.98423
"1415978_at"	"ENSMUSG00000062380"	5.98383
"1415979_x_at"	"ENSMUSG00000043716"	12.6397
"1415980_at"	"ENSMUSG00000062683"	10.8838
"1415981_at"	"ENSMUSG00000008429"	9.16235
"1415982_at"	"ENSMUSG00000008429"	6.81156
"1415983_at"	"ENSMUSG00000021998"	8.58525
"1415984_at"	"ENSMUSG00000062908"	9.56817
"1415985_at"	"ENSMUSG00000033732"	8.5832
"1415986_at"	"ENSMUSG00000000605"	8.50359
"1415987_at"	"ENSMUSG00000034088"	9.68623
"1415988_at"	"ENSMUSG00000034088"	9.32583
"1415989_at"	"ENSMUSG00000027962"	7.12084
"1415990_at"	"ENSMUSG00000021771"	10.1643
"1415991_a_at"	"ENSMUSG00000063576"	10.1082
"1415992_at"	"ENSMUSG00000028454"	6.2042
"1415993_at"	"ENSMUSG00000022351"	7.80169
"1415994_at"	"ENSMUSG00000025479"	9.8909
"1415995_at"	"ENSMUSG00000027997"	6.86648
"1415996_at"	"ENSMUSG00000038393"	10.9171
"1415997_at"	"ENSMUSG00000038393"	7.11219
"1415998_at"	"ENSMUSG00000020402"	8.83262
"1415999_at"	"ENSMUSG00000040289"	6.76426
"1416001_a_at"	"ENSMUSG00000031827"	8.4148
"1416002_x_at"	"ENSMUSG00000031827"	7.04614
"1416003_at"	"ENSMUSG00000037625"	5.76382
"1416004_at"	"ENSMUSG00000018965"	9.61758
"1416005_at"	"ENSMUSG00000021178"	8.19997
"1416006_at"	"ENSMUSG00000027239"	8.09594
"1416007_at"	"ENSMUSG00000023927"	5.11237
"1416008_at"	"ENSMUSG00000023927"	5.66024
"1416009_at"	"ENSMUSG00000032324"	10.7638
"1416010_a_at"	"ENSMUSG00000024772"	8.7937
"1416010_a_at"	"ENSMUSG00000107039"	8.7937
"1416011_x_at"	"ENSMUSG00000024772"	7.28788
"1416011_x_at"	"ENSMUSG00000107039"	7.28788
"1416012_at"	"ENSMUSG00000024772"	6.15276
"1416012_at"	"ENSMUSG00000107039"	6.15276
"1416013_at"	"ENSMUSG00000003363"	8.48982
"1416014_at"	"ENSMUSG00000058355"	8.05521
"1416015_s_at"	"ENSMUSG00000058355"	8.44538
"1416017_at"	"ENSMUSG00000030058"	8.53849
"1416018_at"	"ENSMUSG00000029265"	7.99432
"1416019_at"	"ENSMUSG00000029265"	3.61873
"1416020_a_at"	"ENSMUSG00000006057"	9.36662
"1416021_a_at"	"ENSMUSG00000027533"	10.1059
"1416022_at"	"ENSMUSG00000027533"	8.78457
"1416023_at"	"ENSMUSG00000028773"	6.95309
"1416024_x_at"	"ENSMUSG00000001416"	9.98544
"1416025_at"	"ENSMUSG00000033860"	3.34582
"1416027_at"	"ENSMUSG00000021576"	9.97408
"1416028_a_at"	"ENSMUSG00000020737"	7.01755
"1416029_at"	"ENSMUSG00000037465"	8.58619
"1416030_a_at"	"ENSMUSG00000029730"	5.79599
"1416031_s_at"	"ENSMUSG00000029730"	6.55589
"1416032_at"	"ENSMUSG00000034659"	8.97936
"1416033_at"	"ENSMUSG00000034659"	4.80181
"1416034_at"	"ENSMUSG00000047139"	9.50249
"1416035_at"	"ENSMUSG00000021109"	8.03116
"1416036_at"	"ENSMUSG00000032966"	9.79971
"1416037_a_at"	"ENSMUSG00000034024"	9.55691
"1416038_at"	"ENSMUSG00000001424"	8.22615
"1416039_x_at"	"ENSMUSG00000028195"	11.8605
"1416040_at"	"ENSMUSG00000024768"	13.7338
"1416041_at"	"ENSMUSG00000019970"	11.4379
"1416042_s_at"	"ENSMUSG00000028693"	6.99741
"1416043_at"	"ENSMUSG00000028693"	3.21773
"1416044_at"	"ENSMUSG00000002812"	9.18709
"1416045_a_at"	"ENSMUSG00000000902"	7.86041
"1416046_a_at"	"ENSMUSG00000019810"	6.62721
"1416047_at"	"ENSMUSG00000019810"	3.79721
"1416048_at"	"ENSMUSG00000028796"	8.45207
"1416049_at"	"ENSMUSG00000024827"	3.65379
"1416050_a_at"	"ENSMUSG00000037936"	8.01052
"1416051_at"	"ENSMUSG00000024371"	5.99034
"1416052_at"	"ENSMUSG00000031432"	8.33367
"1416053_at"	"ENSMUSG00000034648"	3.97216
"1416054_at"	"ENSMUSG00000012848"	12.8282
"1416056_a_at"	"ENSMUSG00000031059"	11.939
"1416057_at"	"ENSMUSG00000031059"	11.2717
"1416058_s_at"	"ENSMUSG00000025781"	11.2849
"1416059_at"	"ENSMUSG00000027429"	9.50351
"1416060_at"	"ENSMUSG00000020130"	9.32168
"1416061_at"	"ENSMUSG00000020130"	7.42327
"1416062_at"	"ENSMUSG00000020130"	6.76057
"1416063_x_at"	"ENSMUSG00000030368"	2.54033
"1416064_a_at"	"ENSMUSG00000026864"	11.875
"1416065_a_at"	"ENSMUSG00000031508"	9.13237
"1416066_at"	"ENSMUSG00000030342"	11.1325
"1416067_at"	"ENSMUSG00000001627"	9.34853
"1416068_at"	"ENSMUSG00000031948"	8.06066
"1416069_at"	"ENSMUSG00000021196"	8.98019
"1416070_a_at"	"ENSMUSG00000001674"	7.40041
"1416071_at"	"ENSMUSG00000001674"	7.71048
"1416072_at"	"ENSMUSG00000016494"	10.1339
"1416075_at"	"ENSMUSG00000021067"	6.42504
"1416077_at"	"ENSMUSG00000030790"	6.01319
"1416078_s_at"	"ENSMUSG00000000441"	8.64946
"1416079_a_at"	"ENSMUSG00000029621"	8.36271
"1416080_at"	"ENSMUSG00000028041"	6.46793
"1416081_at"	"ENSMUSG00000031681"	7.05711
"1416082_at"	"ENSMUSG00000020149"	11.5249
"1416083_at"	"ENSMUSG00000024750"	9.30169
"1416084_at"	"ENSMUSG00000024750"	6.35178
"1416085_s_at"	"ENSMUSG00000024750"	10.0141
"1416086_at"	"ENSMUSG00000029344"	7.40337
"1416087_at"	"ENSMUSG00000004849"	7.32724
"1416088_a_at"	"ENSMUSG00000063457"	12.5051
"1416089_at"	"ENSMUSG00000063457"	12.2942
"1416090_at"	"ENSMUSG00000021748"	9.13385
"1416091_at"	"ENSMUSG00000032479"	8.67465
"1416092_a_at"	"ENSMUSG00000032479"	8.19773
"1416093_a_at"	"ENSMUSG00000029066"	9.1636
"1416094_at"	"ENSMUSG00000031555"	9.13401
"1416095_x_at"	"ENSMUSG00000078427"	9.89203
"1416096_at"	"ENSMUSG00000021038"	7.75707
"1416097_at"	"ENSMUSG00000049939"	3.96455
"1416098_at"	"ENSMUSG00000007021"	5.69963
"1416099_at"	"ENSMUSG00000063316"	12.0283
"1416100_at"	"ENSMUSG00000016554"	8.9206
"1416101_a_at"	"ENSMUSG00000036181"	10.9789
"1416102_at"	"ENSMUSG00000022285"	8.71167
"1416103_at"	"ENSMUSG00000022285"	8.67397
"1416104_at"	"ENSMUSG00000018761"	7.06442
"1416105_at"	"ENSMUSG00000113525"	9.2504
"1416105_at"	"ENSMUSG00000025453"	9.2504
"1416106_at"	"ENSMUSG00000073775"	7.08125
"1416107_at"	"ENSMUSG00000020297"	6.01298
"1416108_a_at"	"ENSMUSG00000032353"	10.5276
"1416109_at"	"ENSMUSG00000028673"	10.0767
"1416110_at"	"ENSMUSG00000033272"	7.63416
"1416111_at"	"ENSMUSG00000015396"	7.13436
"1416112_at"	"ENSMUSG00000035885"	10.2628
"1416113_at"	"ENSMUSG00000019428"	8.37253
"1416114_at"	"ENSMUSG00000029309"	11.9673
"1416115_at"	"ENSMUSG00000040044"	7.39337
"1416116_at"	"ENSMUSG00000040044"	5.14124
"1416117_at"	"ENSMUSG00000040044"	5.95887
"1416118_at"	"ENSMUSG00000034317"	5.87185
"1416119_at"	"ENSMUSG00000028367"	11.3726
"1416120_at"	"ENSMUSG00000020649"	4.35177
"1416121_at"	"ENSMUSG00000024529"	10.5709
"1416122_at"	"ENSMUSG00000000184"	10.2509
"1416123_at"	"ENSMUSG00000000184"	8.36602
"1416124_at"	"ENSMUSG00000000184"	5.8477
"1416125_at"	"ENSMUSG00000024222"	7.5486
"1416126_at"	"ENSMUSG00000027395"	4.86027
"1416127_a_at"	"ENSMUSG00000026209"	8.13525
"1416129_at"	"ENSMUSG00000028967"	10.4577
"1416130_at"	"ENSMUSG00000079037"	9.08121
"1416131_s_at"	"ENSMUSG00000015002"	9.28863
"1416132_at"	"ENSMUSG00000015002"	6.21962
"1416133_at"	"ENSMUSG00000015002"	9.22658
"1416134_at"	"ENSMUSG00000006651"	5.64396
"1416135_at"	"ENSMUSG00000035960"	7.26398
"1416136_at"	"ENSMUSG00000031740"	11.5658
"1416137_at"	"ENSMUSG00000021814"	8.1188
"1416138_at"	"ENSMUSG00000021814"	10.0312
"1416139_at"	"ENSMUSG00000023140"	5.14529
"1416140_a_at"	"ENSMUSG00000032480"	7.7222
"1416142_at"	"ENSMUSG00000028495"	9.01607
"1416143_at"	"ENSMUSG00000022890"	11.0794
"1416144_a_at"	"ENSMUSG00000029169"	10.8424
"1416145_at"	"ENSMUSG00000029169"	10.1356
"1416146_at"	"ENSMUSG00000020361"	9.05285
"1416147_at"	"ENSMUSG00000020361"	7.40924
"1416148_at"	"ENSMUSG00000022257"	8.13574
"1416149_at"	"ENSMUSG00000046160"	3.57421
"1416150_a_at"	"ENSMUSG00000071172"	9.5394
"1416151_at"	"ENSMUSG00000071172"	8.37097
"1416152_a_at"	"ENSMUSG00000071172"	7.3258
"1416155_at"	"ENSMUSG00000015217"	6.28145
"1416156_at"	"ENSMUSG00000021823"	10.4669
"1416157_at"	"ENSMUSG00000021823"	3.71955
"1416158_at"	"ENSMUSG00000030551"	7.88383
"1416159_at"	"ENSMUSG00000030551"	9.30029
"1416160_at"	"ENSMUSG00000030551"	7.14335
"1416161_at"	"ENSMUSG00000022314"	9.27621
"1416162_at"	"ENSMUSG00000022314"	5.66953
"1416163_at"	"ENSMUSG00000035297"	7.96454
"1416164_at"	"ENSMUSG00000021186"	10.0117
"1416165_at"	"ENSMUSG00000056515"	9.02944
"1416166_a_at"	"ENSMUSG00000025289"	8.31432
"1416167_at"	"ENSMUSG00000025289"	10.0612
"1416168_at"	"ENSMUSG00000000753"	11.7426
"1416169_at"	"ENSMUSG00000062705"	3.2764
"1416170_at"	"ENSMUSG00000005981"	7.58057
"1416171_at"	"ENSMUSG00000022992"	8.50581
"1416172_at"	"ENSMUSG00000020430"	7.76916
"1416173_at"	"ENSMUSG00000020430"	5.15388
"1416174_at"	"ENSMUSG00000027428"	8.25007
"1416175_a_at"	"ENSMUSG00000008892"	10.2723
"1416177_at"	"ENSMUSG00000037070"	9.38545
"1416178_a_at"	"ENSMUSG00000030701"	8.79032
"1416179_a_at"	"ENSMUSG00000032050"	10.2548
"1416180_a_at"	"ENSMUSG00000032050"	9.55488
"1416181_at"	"ENSMUSG00000038503"	10.6722
"1416182_at"	"ENSMUSG00000004931"	6.86401
"1416183_a_at"	"ENSMUSG00000030246"	9.35918
"1416185_a_at"	"ENSMUSG00000028138"	10.5832
"1416186_at"	"ENSMUSG00000028675"	8.04698
"1416187_s_at"	"ENSMUSG00000028675"	9.40681
"1416188_at"	"ENSMUSG00000000594"	6.1421
"1416189_a_at"	"ENSMUSG00000030082"	10.965
"1416190_a_at"	"ENSMUSG00000030082"	6.07633
"1416191_at"	"ENSMUSG00000030082"	6.94244
"1416192_at"	"ENSMUSG00000006024"	6.48956
"1416193_at"	"ENSMUSG00000027556"	3.76643
"1416194_at"	"ENSMUSG00000028713"	8.90159
"1416195_at"	"ENSMUSG00000006127"	8.00957
"1416196_at"	"ENSMUSG00000032518"	4.58555
"1416197_at"	"ENSMUSG00000024217"	9.20067
"1416198_at"	"ENSMUSG00000016253"	6.93303
"1416199_at"	"ENSMUSG00000031788"	6.92276
"1416200_at"	"ENSMUSG00000024810"	8.6229
"1416201_at"	"ENSMUSG00000017776"	7.99982
"1416202_at"	"ENSMUSG00000004264"	9.09311
"1416203_at"	"ENSMUSG00000004655"	11.8743
