ID_REF	VALUE
1421128_at	2.90332
1421129_a_at	8.09784
1421130_at	4.31142
1421131_a_at	5.78536
1421132_at	3.68592
1421133_at	5.61779
1421134_at	3.19685
1421135_a_at	6.85098
1421136_at	3.70465
1421137_a_at	4.2766
1421138_a_at	3.71943
1421139_a_at	4.93882
1421140_a_at	9.28481
1421141_a_at	7.8057
1421142_s_at	7.86621
1421143_at	5.97615
1421144_at	8.89209
1421145_at	5.51342
1421146_at	4.78211
1421147_at	7.43807
1421148_a_at	6.79669
1421149_a_at	5.3366
1421150_at	5.33156
1421151_a_at	7.32573
1421152_a_at	5.23756
1421153_at	9.1431
1421154_at	4.16702
1421155_at	6.65334
1421156_a_at	4.4385
1421157_at	4.99831
1421158_at	5.56055
1421159_at	3.09906
1421160_a_at	5.2897
1421161_at	2.83805
1421162_a_at	4.19658
1421163_a_at	8.1988
1421164_a_at	9.05902
1421165_at	2.71136
1421166_at	4.52153
1421167_at	5.40222
1421168_at	3.50172
1421169_at	3.74359
1421170_a_at	5.01674
1421171_at	3.46334
1421172_at	5.23922
1421173_at	4.58044
1421174_at	3.19294
1421175_at	2.68136
1421176_at	4.4441
1421177_at	4.70573
1421178_at	3.41589
1421179_at	3.87986
1421180_at	6.36905
1421181_at	6.07041
1421182_at	3.18915
1421183_at	3.44489
1421184_a_at	6.46036
1421185_at	4.01495
1421186_at	6.80742
1421187_at	4.61887
1421188_at	4.52161
1421189_at	3.77271
1421190_at	2.98661
1421191_s_at	6.16139
1421192_a_at	5.76526
1421193_a_at	8.11631
1421194_at	3.76424
1421195_at	3.62151
1421196_at	5.05823
1421197_a_at	8.35091
1421198_at	4.86188
1421199_at	2.92798
1421200_at	3.54118
1421201_a_at	6.79275
1421202_at	3.86613
1421203_at	4.91942
1421204_a_at	7.42725
1421205_at	6.86688
1421206_at	4.06944
1421207_at	5.58769
1421208_at	4.85246
1421209_s_at	5.47661
1421210_at	5.00263
1421211_a_at	4.26406
1421212_at	3.18187
1421213_at	4.36925
1421214_at	4.94814
1421215_a_at	4.69669
1421216_a_at	5.1559
1421217_a_at	7.57293
1421218_at	3.78632
1421219_at	4.87134
1421220_at	5.00328
1421221_at	5.82182
1421222_at	3.32814
1421223_a_at	10.2086
1421224_a_at	4.56297
1421225_a_at	5.24755
1421226_at	4.30292
1421227_at	2.35135
1421228_at	5.51921
1421229_at	3.49885
1421230_a_at	6.71067
1421231_at	3.7929
1421232_at	5.74159
1421233_at	3.8838
1421234_at	3.65893
1421235_s_at	6.38767
1421236_at	6.06103
1421237_at	3.85223
1421238_a_at	4.29889
1421239_at	5.92299
1421240_at	4.86951
1421241_at	4.09579
1421242_at	6.73686
1421243_at	4.65209
1421244_at	3.26275
1421245_at	3.69953
1421246_at	3.68819
1421247_at	6.02786
1421248_at	4.37991
1421249_at	3.71984
1421250_at	4.91624
1421251_at	4.16256
1421252_a_at	8.25552
1421253_at	5.28707
1421254_a_at	6.79019
1421255_a_at	3.16289
1421256_at	2.62762
1421257_at	3.41248
1421258_a_at	5.23618
1421259_at	6.60971
1421260_a_at	8.58371
1421261_at	4.36647
1421262_at	4.37216
1421263_at	3.82504
1421264_at	3.12772
1421265_a_at	6.19556
1421266_s_at	6.83473
1421267_a_at	7.96495
1421268_at	7.02766
1421269_at	4.40585
1421270_at	4.82982
1421271_at	4.98643
1421272_at	5.11227
1421273_at	4.1361
1421274_at	2.69797
1421275_s_at	4.33801
1421276_a_at	6.23191
1421277_at	3.24311
1421278_s_at	2.99199
1421279_at	3.91019
1421280_at	3.37485
1421281_at	3.31819
1421282_at	6.35467
1421283_at	6.64383
1421284_at	4.50439
1421285_at	4.22993
1421286_a_at	4.84641
1421287_a_at	7.02548
1421288_at	3.73009
1421289_at	4.40535
1421290_at	6.96673
1421291_at	4.22767
1421292_a_at	8.58447
1421293_at	3.62138
1421294_at	5.29403
1421295_at	4.84016
1421296_at	4.64081
1421297_a_at	6.825
1421298_a_at	4.83684
1421299_a_at	3.64757
1421300_at	4.73798
1421301_at	3.19996
1421302_a_at	3.99506
1421303_at	4.63936
1421304_at	2.87408
1421305_x_at	5.50932
1421306_a_at	3.87345
1421307_at	5.47392
1421308_at	3.65211
1421309_at	5.92213
1421310_at	3.814
1421311_at	4.38844
1421312_a_at	5.68707
1421313_s_at	4.9633
1421314_at	2.53801
1421315_s_at	7.04303
1421316_at	3.51187
1421317_x_at	3.86485
1421318_at	3.29482
1421319_at	4.87068
1421320_a_at	3.21332
1421321_a_at	6.0212
1421322_a_at	7.31866
1421323_a_at	10.3003
1421324_a_at	5.68756
1421325_at	3.503
1421326_at	5.19029
1421327_at	3.62913
1421328_at	3.39453
1421329_a_at	5.1304
1421330_at	3.44009
1421331_at	7.6624
1421332_at	5.62292
1421333_a_at	4.42426
1421334_x_at	6.00915
1421335_a_at	5.77067
1421336_at	2.82993
1421337_at	5.01433
1421338_at	5.64066
1421339_at	3.6504
1421340_at	7.07859
1421341_at	3.59037
1421342_at	3.35188
1421343_at	3.20564
1421344_a_at	6.82388
1421345_at	4.23391
1421346_a_at	8.76712
1421347_at	3.26275
1421348_a_at	3.10013
1421349_x_at	3.05502
1421350_a_at	3.19271
1421351_at	3.6232
1421352_at	5.27928
1421353_at	4.39554
1421354_at	3.92421
1421355_at	5.99564
1421356_at	2.99557
1421357_at	4.4776
1421358_at	7.64163
1421359_at	4.9935
1421360_at	4.91479
1421361_at	3.57672
1421362_a_at	3.99615
1421363_at	3.75086
1421364_at	5.24572
1421365_at	7.42138
1421366_at	3.21717
1421367_at	3.88424
1421368_at	3.08266
1421369_a_at	3.71831
1421370_a_at	4.44691
1421371_at	3.14168
1421372_at	3.13096
1421373_at	5.65835
1421374_a_at	10.9504
1421375_a_at	12.0659
1421376_at	4.99393
1421377_at	3.65356
1421378_s_at	5.144
1421379_at	5.99236
1421380_at	3.27669
1421381_a_at	9.23361
1421382_at	4.10549
1421383_at	4.65848
1421384_at	3.86613
1421385_a_at	5.52046
1421386_at	4.09209
1421387_at	3.9669
1421388_at	6.29144
1421389_a_at	5.64276
1421390_at	2.671
1421391_at	4.82677
1421392_a_at	8.65022
1421393_at	5.66248
1421394_a_at	2.94656
1421395_at	3.01221
1421396_at	3.90041
1421397_a_at	5.68367
1421398_at	3.14473
1421399_at	3.02744
1421400_at	6.66902
1421401_at	5.57796
1421402_at	6.60404
1421403_at	4.89049
1421404_at	5.513
1421405_at	3.76952
1421406_at	3.13284
1421407_at	4.86292
1421408_at	3.86485
1421409_at	5.21872
1421410_a_at	3.64743
1421411_at	2.86168
1421412_at	3.24642
1421413_a_at	3.6068
1421414_a_at	5.52884
1421415_s_at	3.68673
1421416_at	3.94966
1421417_s_at	3.50839
1421418_a_at	2.54154
1421419_at	5.25135
1421420_at	5.69604
1421421_at	4.98047
1421422_at	3.03167
1421423_at	2.89296
1421424_a_at	7.42538
1421425_a_at	7.30678
1421426_at	5.55622
1421427_at	6.43394
1421428_at	4.06913
1421429_a_at	5.35997
1421430_at	5.71828
1421431_at	4.14968
1421432_at	4.32886
1421433_at	6.73759
1421434_at	3.931
1421435_at	3.55956
1421436_at	4.60153
1421437_x_at	4.75478
1421438_at	3.16953
1421439_at	3.14492
1421440_at	3.89683
1421441_at	4.9592
1421442_at	6.0506
1421443_at	3.05084
1421444_at	2.89006
1421445_at	3.81776
1421446_at	3.78898
1421447_at	2.83805
1421448_at	5.46615
1421449_at	2.56888
1421450_a_at	6.84959
1421451_at	4.60823
1421452_at	5.33352
1421453_at	6.23236
1421454_at	3.78713
1421455_at	3.90017
1421456_at	3.2098
1421457_a_at	4.09531
1421458_at	5.56456
1421459_a_at	4.03978
1421460_at	3.24511
1421461_at	4.66697
1421462_a_at	6.52641
1421463_at	6.06179
1421464_at	4.46462
1421465_at	4.25698
1421466_at	4.77958
1421467_at	5.40383
1421468_at	4.72791
1421469_a_at	6.45624
1421470_at	2.96876
1421471_at	5.09937
1421472_at	4.13479
1421473_at	2.72513
1421474_a_at	6.35725
1421475_at	3.96053
1421476_a_at	4.69024
1421477_at	6.99808
1421478_a_at	5.86793
1421479_at	4.78521
1421480_a_at	3.76446
1421481_at	4.53014
1421482_at	5.97135
1421483_at	4.74617
1421484_at	2.77863
1421485_at	3.57928
1421486_at	6.3414
1421487_a_at	7.99599
1421488_at	4.14694
1421489_a_at	2.64038
1421490_at	9.48329
1421491_a_at	5.12758
1421492_at	4.96746
1421493_a_at	2.91527
1421494_at	2.31856
1421495_a_at	4.16102
1421496_at	3.21827
1421497_at	7.99526
1421498_a_at	6.02479
1421499_a_at	5.59256
1421500_at	6.4262
1421501_a_at	4.83919
1421502_at	3.45974
1421503_at	4.43834
1421504_at	7.18292
1421505_at	4.17295
1421506_at	3.92918
1421507_at	2.53785
1421508_at	3.63965
1421509_at	4.44244
1421510_at	3.91026
1421511_at	4.70167
1421512_at	6.06356
1421513_at	3.47086
1421514_a_at	3.73227
1421515_at	3.54834
1421516_at	4.76592
1421517_at	3.26275
1421518_at	3.56309
1421519_a_at	4.55072
1421520_at	5.22314
1421521_at	3.2235
1421522_at	4.28698
1421523_at	3.5657
1421524_at	5.02346
1421525_a_at	3.93439
1421526_at	3.65139
1421527_at	3.31653
1421528_a_at	7.08894
1421529_a_at	7.99225
1421530_a_at	3.03294
1421531_at	3.7714
1421532_at	4.13976
1421533_at	3.75066
1421534_at	7.71656
1421535_a_at	6.11865
1421536_at	3.37156
1421537_at	5.27246
1421538_at	3.20564
1421539_at	3.44026
1421540_at	4.02726
1421541_a_at	4.52161
1421542_at	4.13161
1421543_at	4.02931
1421544_at	6.42252
1421545_a_at	6.6515
1421546_a_at	3.92009
1421547_at	5.41872
1421548_at	3.54944
1421549_at	3.31671
1421550_a_at	6.21357
1421551_s_at	3.31973
1421552_at	2.72027
1421553_at	5.25777
1421554_at	3.87977
1421555_at	3.30197
1421556_at	4.23233
1421557_x_at	8.66057
1421558_at	5.82569
1421559_at	3.16187
1421560_at	4.30267
1421561_at	3.4019
1421562_at	4.84397
1421563_at	5.36562
1421564_at	3.23888
1421565_at	5.35155
1421566_at	3.12672
1421567_at	3.06842
1421568_at	5.61853
1421569_at	4.53083
1421570_at	3.20513
1421571_a_at	11.5754
1421572_at	3.79859
1421573_at	3.27083
1421574_at	4.1183
1421575_at	3.32156
1421576_at	3.78648
1421577_at	4.99201
1421578_at	6.52254
1421579_at	6.85693
1421580_at	4.22047
1421581_at	3.57333
1421582_a_at	5.05639
1421583_at	2.52427
1421584_at	5.71779
1421585_at	3.15455
1421586_a_at	4.81242
1421587_at	3.0377
1421588_at	3.95581
1421589_at	4.96893
1421590_at	3.4389
1421591_at	2.70566
1421592_at	4.51282
1421593_at	3.13975
1421594_a_at	5.86297
1421595_at	3.46786
1421596_s_at	3.03004
1421597_a_at	5.19133
1421598_at	5.50734
1421599_at	3.873
1421600_a_at	4.32588
1421601_at	3.57225
1421602_at	4.9014
1421603_a_at	5.34406
1421604_a_at	5.58
1421605_a_at	3.77093
1421606_a_at	4.07621
1421607_at	4.65554
1421608_at	5.36596
1421609_a_at	4.65363
1421610_at	4.05291
1421611_at	4.7519
1421612_a_at	5.52925
1421613_at	3.10073
1421614_at	3.63614
1421615_at	5.40491
1421616_at	3.40248
1421617_at	3.24814
1421618_at	5.75131
1421619_at	7.00293
1421620_at	3.44376
1421621_at	4.6432
1421622_a_at	4.04384
1421623_at	4.042
1421624_a_at	6.18533
1421625_a_at	2.67815
1421626_at	3.13092
1421627_at	3.79085
1421628_at	5.655
1421629_at	4.29147
1421630_at	4.50092
1421631_at	3.11784
1421632_at	4.52189
1421633_a_at	8.43792
1421634_at	4.1796
1421635_at	4.8994
1421636_at	4.49705
1421637_at	3.3295
1421638_at	3.56159
1421639_at	3.39798
1421640_a_at	6.14781
1421641_at	4.01269
1421642_a_at	3.55804
1421643_at	3.60923
1421644_at	2.4963
1421645_at	4.57093
1421646_a_at	6.01468
1421647_at	4.61572
1421648_at	3.46314
1421649_at	4.7532
1421650_at	4.75516
1421651_at	3.18565
1421652_at	3.66798
1421653_a_at	5.27611
1421654_a_at	9.28997
1421655_a_at	3.36134
1421656_at	5.49503
1421657_a_at	5.9346
1421658_x_at	3.2387
1421659_at	5.12725
1421660_at	2.89006
1421661_at	6.47256
1421662_a_at	8.66448
1421663_at	4.42987
1421664_a_at	7.99084
1421665_a_at	2.6974
1421666_a_at	5.99368
1421667_at	4.89505
1421668_x_at	3.50051
1421669_at	2.45542
1421670_a_at	3.21962
1421671_at	3.34805
1421672_at	5.72097
1421673_s_at	3.34401
1421674_at	5.50343
1421675_at	3.4896
1421676_at	2.56772
1421677_at	4.04524
1421678_at	5.80388
1421679_a_at	9.00241
1421680_at	4.48068
1421681_at	4.63202
1421682_a_at	2.82666
1421683_at	5.65399
1421684_at	3.91755
1421685_at	4.78577
1421686_at	3.3128
1421687_at	3.15687
1421688_a_at	3.47632
1421689_at	3.15687
1421690_s_at	3.83404
1421691_at	4.05022
1421692_at	3.41298
1421693_a_at	2.78103
1421694_a_at	9.50734
1421695_at	5.12582
1421696_at	3.43092
1421697_at	4.28141
1421698_a_at	3.96047
1421699_at	3.11752
1421700_at	2.86155
1421701_at	3.24607
1421702_at	2.80856
1421703_at	3.36036
1421704_a_at	3.17716
1421705_at	2.93028
1421706_at	3.14883
1421707_at	4.57599
1421708_a_at	6.36913
1421709_a_at	4.83397
1421710_at	4.32299
1421711_at	4.21961
1421712_at	3.9526
1421713_at	3.64115
1421714_at	3.92814
1421715_at	4.86951
1421716_at	5.0088
1421717_at	3.60539
1421718_at	3.53255
1421719_at	3.3034
1421720_a_at	5.49656
1421721_a_at	5.20276
1421722_at	2.45246
1421723_at	2.67985
1421724_at	3.18136
1421725_at	3.3674
1421726_at	4.45808
1421727_at	4.37857
1421728_at	3.15687
1421729_a_at	6.38281
1421730_at	3.42309
1421731_a_at	4.72877
1421732_at	3.42154
1421733_a_at	9.54154
1421734_at	4.28853
1421735_a_at	4.79237
1421736_at	3.96984
1421737_at	4.39973
1421738_at	3.56046
1421739_a_at	4.64621
1421740_at	3.69791
1421741_at	2.73735
1421742_at	3.64711
1421743_a_at	10.9635
1421744_at	4.13528
1421745_at	3.63897
1421746_a_at	5.74307
1421747_at	3.74118
1421748_a_at	5.8405
1421749_at	2.88333
1421750_a_at	9.46839
1421751_a_at	10.1269
1421752_a_at	3.9566
1421753_a_at	4.31566
1421754_at	10.5272
1421755_at	3.29142
1421756_a_at	6.28501
1421757_at	3.49196
1421758_at	3.95017
1421759_a_at	3.79899
1421760_at	4.28783
1421761_a_at	4.29631
1421762_at	4.07907
1421763_at	3.76438
1421764_at	3.09371
1421765_at	4.40261
1421766_at	2.70509
1421767_at	5.06192
1421768_a_at	4.18946
1421769_at	4.3671
1421770_a_at	5.36248
1421771_a_at	6.48203
1421772_a_at	10.2786
1421773_at	4.09815
1421774_at	4.22191
1421775_at	4.94859
1421776_at	3.03945
1421777_at	3.13519
1421778_at	2.69805
1421779_at	2.91009
1421780_a_at	3.44593
1421781_at	6.89255
1421782_a_at	3.06674
1421783_a_at	4.09323
1421784_a_at	4.62495
1421785_at	3.3128
1421786_at	6.10841
1421787_at	3.13107
1421788_x_at	2.82064
1421789_s_at	4.24292
1421790_a_at	4.46263
1421791_at	3.14712
1421792_s_at	5.23895
1421793_at	4.87463
1421794_at	2.65582
1421795_s_at	3.32076
1421796_a_at	4.28783
1421797_a_at	6.292
1421798_at	4.77177
1421799_at	3.3072
1421800_at	6.55098
1421801_at	6.84476
1421802_at	2.62918
1421803_at	2.91084
1421804_at	2.85418
1421805_at	2.89874
1421806_at	3.31717
1421807_at	4.41652
1421808_at	2.93274
1421809_at	5.11443
1421810_at	7.87697
1421811_at	10.9017
1421812_at	10.039
1421813_a_at	8.62667
1421814_at	10.7398
1421815_at	5.18962
1421816_at	5.77722
1421817_at	7.43726
1421818_at	8.59536
1421819_a_at	8.53245
1421820_a_at	7.93168
1421821_at	8.0776
1421822_at	3.40933
1421823_a_at	8.11827
1421824_at	8.07835
1421825_at	6.33181
1421826_at	5.44907
1421827_at	4.32748
1421828_at	5.13652
1421829_at	5.63847
1421830_at	6.25912
1421831_at	5.65945
1421832_at	6.47866
1421833_at	5.01701
1421834_at	5.30437
1421835_at	3.50082
1421836_at	6.88104
1421837_at	5.86774
1421838_at	2.81696
1421839_at	4.62132
1421840_at	9.9532
1421841_at	11.0209
1421842_a_at	5.3618
1421843_at	4.26511
1421844_at	6.33507
1421845_at	5.82785
1421846_at	6.60913
1421847_at	9.35322
1421848_at	4.42987
1421849_at	10.6028
1421850_at	4.80956
1421851_at	4.69483
1421852_at	8.11773
1421853_at	8.89912
1421854_at	9.50821
1421855_at	10.4154
1421856_at	3.81824
1421857_at	5.13302
1421858_at	8.56476
1421859_at	7.97055
1421860_at	6.15764
1421861_at	9.11111
1421862_a_at	4.60807
1421863_at	5.50994
1421864_at	5.62089
1421865_at	3.09708
1421866_at	4.95868
1421867_at	9.301
1421868_a_at	3.84619
1421869_at	4.18466
1421870_at	9.54333
1421871_at	7.77991
1421872_at	7.51131
1421873_s_at	7.07573
1421874_a_at	6.25028
1421875_a_at	7.23881
1421876_at	5.38073
1421877_at	7.33235
1421878_at	6.94431
1421879_at	5.33186
1421880_at	6.53267
1421881_a_at	4.96135
1421882_a_at	5.56549
1421883_at	6.1157
1421884_at	5.32727
1421885_at	3.34908
1421886_at	2.81529
1421887_a_at	10.3539
1421888_x_at	7.68828
1421889_a_at	7.49883
1421890_at	4.4101
1421891_at	6.73758
1421892_at	7.31763
1421893_a_at	6.41288
1421894_a_at	8.25657
1421895_at	4.71686
1421896_at	4.99408
1421897_at	5.85988
1421898_a_at	6.07187
1421899_a_at	5.50044
1421900_at	6.02734
1421901_at	7.04445
1421902_at	4.45973
1421903_at	7.17707
1421904_at	8.33271
1421905_at	6.90838
1421906_at	6.55075
1421907_at	8.05967
1421908_a_at	7.3353
1421909_at	4.09486
1421910_at	8.1347
1421911_at	5.31404
1421912_at	4.91349
1421913_at	3.30754
1421914_s_at	7.03091
1421915_a_at	3.74466
1421916_at	5.93077
1421917_at	11.1777
1421918_at	8.26044
1421919_a_at	3.33098
1421920_a_at	3.10998
1421921_at	4.92978
1421922_at	5.8047
1421923_at	8.19313
1421924_at	3.60921
1421925_at	4.38095
1421926_at	4.54597
1421927_at	5.47333
1421928_at	5.25777
1421929_at	5.99353
1421930_at	4.67057
1421931_at	3.79563
1421932_at	3.81351
1421933_at	5.19092
1421934_at	7.2285
1421935_at	3.72843
1421936_at	3.58573
1421937_at	6.28034
1421938_at	5.9346
1421939_a_at	5.05953
1421940_at	3.73273
1421941_at	3.62838
1421942_s_at	5.33478
1421943_at	8.38524
1421944_a_at	4.46979
1421945_a_at	5.5318
1421946_at	3.29338
1421947_at	8.39046
1421948_a_at	6.37833
1421949_a_at	4.54859
1421950_at	7.57547
1421951_at	4.10492
1421952_at	5.10541
1421953_at	4.6196
1421954_at	3.69608
1421955_a_at	10.4562
1421956_at	5.60587
1421957_a_at	7.47634
1421958_at	3.43367
1421959_s_at	5.68994
1421960_at	7.27155
1421961_a_at	4.70561
1421962_at	6.94146
1421963_a_at	7.19073
1421964_at	6.42685
1421965_s_at	7.85619
1421966_at	3.3198
1421967_at	3.72002
1421968_a_at	5.49334
1421969_a_at	4.36874
1421970_a_at	3.34605
1421971_a_at	8.7434
1421972_s_at	4.74834
1421973_at	4.70578
1421974_at	3.89676
1421975_a_at	4.70459
1421976_at	4.64339
1421977_at	4.98059
1421978_at	3.77232
1421979_at	5.99236
1421980_at	3.84858
1421981_at	4.9211
1421982_a_at	9.27982
1421983_s_at	3.78495
1421984_at	3.72171
1421985_a_at	8.21072
1421986_at	3.58409
1421987_at	7.04773
1421988_at	3.61454
1421989_s_at	8.81467
1421990_at	4.51139
1421991_a_at	7.10446
1421992_a_at	8.84023
1421993_a_at	6.20667
1421994_a_at	4.27717
1421995_at	3.36038
1421996_at	5.73267
1421997_s_at	6.04792
1421998_at	7.19476
1421999_at	5.33774
1422000_at	3.9228
1422001_at	3.97294
1422002_at	5.48773
1422003_at	3.21228
1422004_at	3.23282
1422005_at	7.32972
1422006_at	5.04582
1422007_at	4.99981
1422008_a_at	3.03717
1422009_at	5.1252
1422010_at	4.74834
1422011_s_at	5.03981
1422012_at	3.99846
1422013_at	5.56954
1422014_at	4.69198
1422015_a_at	8.07425
1422016_a_at	3.52376
1422017_s_at	4.4776
1422018_at	7.18126
1422019_at	2.9391
1422020_at	3.73203
1422021_at	5.24031
1422022_at	3.97208
1422023_at	4.09279
1422024_at	7.07726
1422025_at	4.31352
1422026_at	5.2453
1422027_a_at	5.00865
1422028_a_at	4.50589
1422029_at	5.46245
1422030_at	6.12836
1422031_a_at	8.01645
1422032_a_at	10.5008
1422033_a_at	6.36365
1422034_a_at	5.3064
1422035_at	3.22914
1422036_at	4.07082
1422037_at	4.5684
1422038_a_at	3.75586
1422039_at	4.1659
1422040_at	4.49377
1422041_at	6.07768
1422042_at	4.42301
1422043_at	4.93695
1422044_at	3.64214
1422045_a_at	9.71154
1422046_at	3.78085
1422047_at	4.16251
1422048_at	3.71599
1422049_at	4.93003
1422050_at	3.41707
1422051_a_at	3.47306
1422052_at	3.13919
1422053_at	8.45033
1422054_a_at	4.34185
1422055_at	3.94883
1422056_at	3.66551
1422057_at	3.36231
1422058_at	5.27127
1422059_at	3.77013
1422060_at	4.69298
1422061_at	2.90736
1422062_at	5.72751
1422063_a_at	5.28155
1422064_a_at	10.295
1422065_at	2.51209
1422066_x_at	2.59738
1422067_at	3.31194
1422068_at	5.8594
1422069_at	4.24989
1422070_at	3.93105
1422071_at	3.11465
1422072_a_at	4.80599
1422073_a_at	5.2855
1422074_at	3.8652
1422075_at	4.65394
1422076_at	3.62729
1422077_at	2.94345
1422078_at	4.4776
1422079_at	3.75038
1422080_at	3.28046
1422081_at	3.18336
1422082_a_at	3.96685
1422083_at	5.37196
1422084_at	4.65355
1422085_at	4.74448
1422086_at	4.89956
1422087_at	3.73122
1422088_at	3.92963
1422089_at	3.98233
1422090_a_at	2.8288
1422091_at	5.4589
1422092_at	3.73965
1422093_at	5.01125
1422094_a_at	7.16774
1422095_a_at	4.5708
1422096_at	3.38355
1422097_at	3.71867
1422098_at	3.94388
1422099_a_at	4.35578
1422100_at	3.22098
1422101_at	4.73873
1422102_a_at	5.6568
1422103_a_at	7.89151
1422104_at	4.31241
1422105_at	5.29966
1422106_a_at	6.91622
1422107_at	5.23261
1422108_at	4.05996
1422109_at	4.2374
1422110_at	5.13922
1422111_at	4.77133
1422112_at	4.4776
1422113_at	6.11099
1422114_at	3.33507
1422115_a_at	5.20116
1422116_at	4.47218
1422117_s_at	5.21561
1422118_at	6.10715
1422119_at	5.90664
1422120_at	4.68602
1422121_at	3.66459
1422122_at	4.0212
1422123_s_at	8.27883
1422124_a_at	8.34249
1422125_at	3.73397
1422126_a_at	6.78037
1422127_at	4.44169
1422128_at	6.19749
1422129_at	4.78211
1422130_at	4.31226
1422131_at	3.8257
1422132_at	4.01149
1422133_at	5.44837
1422134_at	10.3697
1422135_at	3.51189
1422136_at	3.74198
1422137_at	4.5907
1422138_at	4.01741
1422139_at	2.92187
1422140_at	3.35401
1422141_s_at	3.1052
1422142_at	5.30822
1422143_at	3.53075
1422144_at	3.45275
1422145_at	3.71177
1422146_at	4.17802
1422147_a_at	5.46106
1422148_at	9.51523
1422149_at	5.16746
1422150_at	3.60486
1422151_at	3.08963
1422152_at	4.29471
1422153_a_at	4.2374
1422154_at	5.85575
1422155_at	6.21935
1422156_a_at	13.0957
1422157_a_at	8.36336
1422158_at	5.05893
1422159_at	4.1709
1422160_at	3.49269
1422161_at	3.30384
1422162_at	4.62692
1422163_at	6.18218
1422164_at	4.26363
1422165_at	3.88578
1422166_at	4.28783
1422167_at	3.87774
1422168_a_at	4.28893
1422169_a_at	4.57348
1422170_at	5.54629
1422171_at	5.03756
1422172_x_at	3.90001
1422173_at	4.67637
1422174_at	2.95196
1422175_at	2.55094
1422176_at	5.47341
1422177_at	4.34929
1422178_a_at	6.8354
1422179_at	4.22388
1422180_a_at	7.08571
1422181_at	4.64673
1422182_at	3.53456
1422183_a_at	3.92022
1422184_a_at	8.82265
1422185_a_at	10.0281
1422186_s_at	10.5308
1422187_at	3.29539
1422188_s_at	4.72739
1422189_x_at	5.20165
1422190_at	3.83688
1422191_at	4.00127
1422192_at	3.36134
1422193_at	4.01922
1422194_at	3.62323
1422195_s_at	3.04783
1422196_at	3.79431
1422197_at	4.7812
1422198_a_at	4.50852
1422199_at	5.64991
1422200_at	5.28646
1422201_at	4.19823
1422202_at	4.37565
1422203_at	3.8223
1422204_at	3.84838
1422205_at	4.66369
1422206_at	3.5944
1422207_at	3.65306
1422208_a_at	7.08686
1422209_s_at	4.7388
1422210_at	5.39385
1422211_a_at	5.38994
1422212_at	6.28052
1422213_s_at	5.98952
1422214_at	3.44349
1422215_at	3.48124
1422216_at	6.29654
1422217_a_at	4.02038
1422218_at	5.37285
1422219_a_at	3.35808
1422220_at	3.7581
1422221_at	4.70561
1422222_at	5.15473
1422223_at	4.56787
1422224_at	3.38354
1422225_s_at	3.77647
1422226_at	4.28783
1422227_at	3.76845
1422228_at	3.31875
1422229_at	2.61962
1422230_s_at	8.12123
1422231_a_at	4.13059
1422232_at	4.80083
1422233_at	5.7214
1422234_at	5.2387
1422235_at	2.96193
1422236_at	3.41729
1422237_at	5.09198
1422238_at	3.83187
1422239_at	4.19727
1422240_s_at	4.00126
1422241_a_at	11.9044
1422242_at	7.58645
1422243_at	5.90274
1422244_at	3.14625
1422245_a_at	7.63658
1422246_at	3.6236
1422247_a_at	4.61097
1422248_at	4.28208
1422249_s_at	2.78838
1422250_at	2.81012
1422251_at	5.17857
1422252_a_at	3.86485
1422253_at	11.523
1422254_a_at	7.29767
1422255_at	2.82399
1422256_at	4.90642
1422257_s_at	5.83153
1422258_at	3.78881
1422259_a_at	2.99194
1422260_x_at	3.0088
1422261_a_at	4.17919
1422262_a_at	3.07232
1422263_at	3.60362
1422264_s_at	8.85409
1422265_at	5.25777
1422266_at	3.6163
1422267_at	4.7315
1422268_a_at	5.96083
1422269_at	3.30336
1422270_a_at	5.54174
1422271_at	4.74205
1422272_at	8.0775
1422273_at	2.8154
1422274_at	4.6262
1422275_at	4.99893
1422276_at	3.98071
1422277_at	3.47814
1422278_at	2.87066
1422279_at	3.27108
1422280_at	3.72043
1422281_at	4.12804
1422282_at	5.50801
1422283_at	3.75183
1422284_at	5.94657
1422285_at	4.44809
1422286_a_at	6.15521
1422287_at	3.02923
1422288_at	6.54871
1422289_a_at	4.70561
1422290_at	4.39959
1422291_at	3.35435
1422292_at	5.1306
1422293_a_at	6.13542
1422294_at	3.91716
1422295_at	3.77481
1422296_at	2.97103
1422297_at	2.97103
1422298_at	3.21397
1422299_a_at	4.38073
1422300_at	4.02656
1422301_at	7.26946
1422302_s_at	11.5287
1422303_a_at	5.4675
1422304_at	3.2243
1422305_at	3.90548
1422306_at	4.07901
1422307_at	5.93479
1422308_a_at	6.11828
1422309_a_at	4.25329
1422310_at	4.52703
1422311_a_at	5.41635
1422312_a_at	3.21546
1422313_a_at	7.93645
1422314_at	4.68203
1422315_x_at	3.92012
1422316_at	3.65492
1422317_a_at	4.11846
1422318_at	3.62463
1422319_at	4.38512
1422320_x_at	6.79542
1422321_a_at	5.54424
1422322_at	4.10328
1422323_a_at	5.1724
1422324_a_at	7.11989
1422325_at	3.1751
1422326_at	2.9186
1422327_s_at	4.89519
1422328_at	4.71977
1422329_a_at	5.67544
1422330_at	3.43438
1422331_at	3.96989
1422332_at	3.07918
1422333_at	3.73195
1422334_a_at	5.25795
1422335_at	5.72331
1422336_at	3.25646
1422337_at	2.88979
