"probe_id"	"ensembl_id"	"expression"
"1423650_at"	"ENSMUSG00000053128"	6.30022
"1423651_at"	"ENSMUSG00000044792"	9.78353
"1423652_at"	"ENSMUSG00000044792"	7.26537
"1423653_at"	"ENSMUSG00000033161"	10.3501
"1423654_a_at"	"ENSMUSG00000029110"	7.64829
"1423655_a_at"	"ENSMUSG00000020898"	5.77515
"1423656_x_at"	"ENSMUSG00000020898"	5.79688
"1423657_at"	"ENSMUSG00000030682"	8.17197
"1423658_at"	"ENSMUSG00000029550"	7.1849
"1423659_a_at"	"ENSMUSG00000038520"	7.33743
"1423660_at"	"ENSMUSG00000078429"	7.08185
"1423661_s_at"	"ENSMUSG00000078429"	6.53822
"1423662_at"	"ENSMUSG00000031007"	10.363
"1423663_at"	"ENSMUSG00000032633"	6.65505
"1423664_at"	"ENSMUSG00000015806"	8.66827
"1423665_a_at"	"ENSMUSG00000058558"	13.237
"1423666_s_at"	"ENSMUSG00000058558"	8.1165
"1423667_at"	"ENSMUSG00000053907"	10.377
"1423667_at"	"ENSMUSG00000104463"	10.377
"1423668_at"	"ENSMUSG00000034265"	4.57614
"1423669_at"	"ENSMUSG00000001506"	11.7634
"1423670_a_at"	"ENSMUSG00000032042"	9.92333
"1423671_at"	"ENSMUSG00000036766"	6.16292
"1423672_at"	"ENSMUSG00000075273"	7.62974
"1423673_at"	"ENSMUSG00000055745"	6.76931
"1423674_at"	"ENSMUSG00000028560"	7.53818
"1423675_at"	"ENSMUSG00000028560"	4.79098
"1423676_at"	"ENSMUSG00000034566"	11.3151
"1423677_at"	"ENSMUSG00000029781"	10.6147
"1423678_at"	"ENSMUSG00000039294"	7.50343
"1423679_at"	"ENSMUSG00000039611"	7.79506
"1423680_at"	"ENSMUSG00000010663"	8.62966
"1423681_at"	"ENSMUSG00000024019"	7.60185
"1423682_a_at"	"ENSMUSG00000047832"	7.47154
"1423683_at"	"ENSMUSG00000047832"	7.44316
"1423684_at"	"ENSMUSG00000021546"	10.418
"1423685_at"	"ENSMUSG00000031960"	7.1953
"1423686_a_at"	"ENSMUSG00000023048"	9.5841
"1423687_a_at"	"ENSMUSG00000032295"	9.78461
"1423688_at"	"ENSMUSG00000032295"	7.62659
"1423689_a_at"	"ENSMUSG00000026930"	7.0714
"1423690_s_at"	"ENSMUSG00000026930"	7.22279
"1423691_x_at"	"ENSMUSG00000049382"	7.70198
"1423692_at"	"ENSMUSG00000026895"	9.82954
"1423693_at"	"ENSMUSG00000023031"	6.15969
"1423694_at"	"ENSMUSG00000001098"	9.12251
"1423695_at"	"ENSMUSG00000038312"	6.90622
"1423696_a_at"	"ENSMUSG00000021737"	9.20984
"1423697_at"	"ENSMUSG00000021737"	9.79708
"1423698_at"	"ENSMUSG00000008690"	7.56414
"1423699_at"	"ENSMUSG00000008690"	5.54518
"1423700_at"	"ENSMUSG00000033970"	5.11549
"1423701_at"	"ENSMUSG00000001755"	6.94651
"1423702_at"	"ENSMUSG00000096210"	10.4817
"1423703_at"	"ENSMUSG00000004100"	6.729
"1423704_at"	"ENSMUSG00000031903"	7.11888
"1423705_at"	"ENSMUSG00000029326"	5.67115
"1423706_a_at"	"ENSMUSG00000028961"	7.74964
"1423707_at"	"ENSMUSG00000022964"	8.42554
"1423708_a_at"	"ENSMUSG00000026245"	6.39635
"1423709_s_at"	"ENSMUSG00000026245"	8.15238
"1423710_at"	"ENSMUSG00000004789"	8.44765
"1423711_at"	"ENSMUSG00000027305"	6.76591
"1423712_a_at"	"ENSMUSG00000032604"	8.39161
"1423713_at"	"ENSMUSG00000028973"	4.549
"1423714_at"	"ENSMUSG00000005470"	6.21471
"1423715_a_at"	"ENSMUSG00000010376"	10.3285
"1423716_s_at"	"ENSMUSG00000003072"	10.2813
"1423717_at"	"ENSMUSG00000024782"	9.0969
"1423718_at"	"ENSMUSG00000024782"	6.95463
"1423719_at"	"ENSMUSG00000027485"	11.8135
"1423720_a_at"	"ENSMUSG00000020088"	8.84742
"1423721_at"	"ENSMUSG00000032366"	11.4709
"1423722_at"	"ENSMUSG00000018171"	8.93414
"1423723_s_at"	"ENSMUSG00000041459"	7.92325
"1423724_at"	"ENSMUSG00000019923"	8.32714
"1423725_at"	"ENSMUSG00000016382"	10.9571
"1423726_at"	"ENSMUSG00000034993"	7.34063
"1423727_at"	"ENSMUSG00000015759"	10.3345
"1423728_at"	"ENSMUSG00000033047"	9.10064
"1423729_a_at"	"ENSMUSG00000055850"	9.86015
"1423729_a_at"	"ENSMUSG00000102720"	9.86015
"1423730_at"	"ENSMUSG00000021610"	10.344
"1423731_at"	"ENSMUSG00000007833"	7.26145
"1423732_at"	"ENSMUSG00000025935"	10.8799
"1423733_a_at"	"ENSMUSG00000061374"	7.51437
"1423734_at"	"ENSMUSG00000001847"	9.20388
"1423735_a_at"	"ENSMUSG00000038299"	6.57373
"1423736_a_at"	"ENSMUSG00000035765"	7.00368
"1423737_at"	"ENSMUSG00000005510"	10.1418
"1423737_at"	"ENSMUSG00000111727"	10.1418
"1423738_at"	"ENSMUSG00000000959"	5.54842
"1423739_x_at"	"ENSMUSG00000031996"	10.4044
"1423743_at"	"ENSMUSG00000032096"	6.59863
"1423744_x_at"	"ENSMUSG00000035150"	9.39008
"1423745_at"	"ENSMUSG00000009894"	8.46206
"1423746_at"	"ENSMUSG00000038991"	8.81211
"1423747_a_at"	"ENSMUSG00000006494"	7.07884
"1423748_at"	"ENSMUSG00000006494"	7.01121
"1423749_s_at"	"ENSMUSG00000022391"	5.93385
"1423750_a_at"	"ENSMUSG00000024949"	8.36785
"1423750_a_at"	"ENSMUSG00000106722"	8.36785
"1423751_at"	"ENSMUSG00000024949"	5.21023
"1423751_at"	"ENSMUSG00000106722"	5.21023
"1423752_at"	"ENSMUSG00000030204"	7.83614
"1423753_at"	"ENSMUSG00000024232"	9.05174
"1423754_at"	"ENSMUSG00000025492"	12.4258
"1423755_at"	"ENSMUSG00000029427"	7.79464
"1423756_s_at"	"ENSMUSG00000017493"	11.2383
"1423757_x_at"	"ENSMUSG00000017493"	10.1676
"1423758_at"	"ENSMUSG00000029405"	9.58974
"1423759_a_at"	"ENSMUSG00000052428"	10.222
"1423760_at"	"ENSMUSG00000005087"	9.17974
"1423761_at"	"ENSMUSG00000026694"	4.40208
"1423762_at"	"ENSMUSG00000021044"	6.66392
"1423763_x_at"	"ENSMUSG00000067288"	13.2541
"1423764_s_at"	"ENSMUSG00000028622"	6.45367
"1423765_at"	"ENSMUSG00000062031"	7.85514
"1423766_at"	"ENSMUSG00000038683"	8.24457
"1423767_at"	"ENSMUSG00000024067"	8.95231
"1423768_at"	"ENSMUSG00000036908"	7.18664
"1423769_at"	"ENSMUSG00000021650"	6.34034
"1423770_at"	"ENSMUSG00000025572"	7.30415
"1423771_at"	"ENSMUSG00000037060"	9.55215
"1423772_x_at"	"ENSMUSG00000016319"	11.2613
"1423773_at"	"ENSMUSG00000032745"	9.55776
"1423774_a_at"	"ENSMUSG00000038943"	5.2484
"1423775_s_at"	"ENSMUSG00000038943"	5.84249
"1423776_s_at"	"ENSMUSG00000051864"	8.23491
"1423777_at"	"ENSMUSG00000026854"	5.35049
"1423778_at"	"ENSMUSG00000026854"	3.76573
"1423779_at"	"ENSMUSG00000030086"	7.67734
"1423780_at"	"ENSMUSG00000029776"	8.95495
"1423781_at"	"ENSMUSG00000031878"	9.25209
"1423782_at"	"ENSMUSG00000043131"	8.87342
"1423783_at"	"ENSMUSG00000009563"	6.88703
"1423784_at"	"ENSMUSG00000029777"	8.62362
"1423785_at"	"ENSMUSG00000031987"	9.05176
"1423786_at"	"ENSMUSG00000030060"	7.13846
"1423787_at"	"ENSMUSG00000039509"	6.95349
"1423788_at"	"ENSMUSG00000039509"	4.06043
"1423789_at"	"ENSMUSG00000026851"	8.45436
"1423790_at"	"ENSMUSG00000039168"	9.38574
"1423791_at"	"ENSMUSG00000024474"	8.90866
"1423792_a_at"	"ENSMUSG00000032434"	8.09367
"1423793_at"	"ENSMUSG00000027244"	7.7991
"1423794_at"	"ENSMUSG00000027244"	6.74363
"1423795_at"	"ENSMUSG00000028820"	7.4961
"1423796_at"	"ENSMUSG00000028820"	6.19755
"1423797_at"	"ENSMUSG00000029482"	6.93752
"1423798_a_at"	"ENSMUSG00000035530"	11.8842
"1423799_at"	"ENSMUSG00000035530"	11.4672
"1423800_at"	"ENSMUSG00000026356"	8.16485
"1423801_a_at"	"ENSMUSG00000006589"	8.70935
"1423802_at"	"ENSMUSG00000032936"	4.27465
"1423803_s_at"	"ENSMUSG00000041560"	10.2
"1423804_a_at"	"ENSMUSG00000058258"	7.0633
"1423805_at"	"ENSMUSG00000022150"	8.72788
"1423806_at"	"ENSMUSG00000025133"	7.61156
"1423808_at"	"ENSMUSG00000041346"	4.95845
"1423809_at"	"ENSMUSG00000050410"	6.74363
"1423810_at"	"ENSMUSG00000030718"	8.04305
"1423811_at"	"ENSMUSG00000028902"	7.51654
"1423812_s_at"	"ENSMUSG00000037788"	8.44696
"1423813_at"	"ENSMUSG00000030677"	5.07708
"1423814_at"	"ENSMUSG00000021494"	6.46224
"1423815_at"	"ENSMUSG00000004393"	6.01007
"1423817_s_at"	"ENSMUSG00000002395"	9.81894
"1423818_a_at"	"ENSMUSG00000030654"	8.72836
"1423819_s_at"	"ENSMUSG00000030654"	8.62058
"1423820_at"	"ENSMUSG00000013822"	8.49079
"1423821_at"	"ENSMUSG00000029569"	7.14327
"1423822_a_at"	"ENSMUSG00000029569"	7.33801
"1423823_at"	"ENSMUSG00000028741"	7.80086
"1423824_at"	"ENSMUSG00000028173"	8.58905
"1423825_at"	"ENSMUSG00000028173"	8.71251
"1423826_at"	"ENSMUSG00000033294"	5.97857
"1423827_s_at"	"ENSMUSG00000033294"	6.54616
"1423828_at"	"ENSMUSG00000025153"	9.34365
"1423829_at"	"ENSMUSG00000022378"	8.64387
"1423830_a_at"	"ENSMUSG00000042570"	6.54534
"1423831_at"	"ENSMUSG00000028944"	6.57339
"1423832_at"	"ENSMUSG00000028944"	4.60728
"1423833_a_at"	"ENSMUSG00000026568"	10.963
"1423834_s_at"	"ENSMUSG00000033128"	7.81851
"1423835_at"	"ENSMUSG00000039081"	9.95734
"1423836_at"	"ENSMUSG00000039081"	9.1362
"1423837_at"	"ENSMUSG00000031729"	7.03376
"1423838_s_at"	"ENSMUSG00000031729"	9.55358
"1423839_a_at"	"ENSMUSG00000021660"	9.99183
"1423840_at"	"ENSMUSG00000017188"	7.9284
"1423841_at"	"ENSMUSG00000022247"	5.57644
"1423842_a_at"	"ENSMUSG00000025373"	4.85942
"1423843_at"	"ENSMUSG00000073096"	6.86306
"1423844_s_at"	"ENSMUSG00000024039"	6.29328
"1423845_at"	"ENSMUSG00000042109"	5.03229
"1423846_x_at"	"ENSMUSG00000023004"	12.7957
"1423847_at"	"ENSMUSG00000038252"	5.22133
"1423848_at"	"ENSMUSG00000031843"	8.08863
"1423849_a_at"	"ENSMUSG00000032316"	7.71764
"1423850_at"	"ENSMUSG00000021595"	8.43011
"1423851_a_at"	"ENSMUSG00000044461"	5.79372
"1423852_at"	"ENSMUSG00000044461"	6.49591
"1423853_at"	"ENSMUSG00000027270"	3.11392
"1423854_a_at"	"ENSMUSG00000049907"	9.12324
"1423857_at"	"ENSMUSG00000026087"	10.1468
"1423858_a_at"	"ENSMUSG00000027875"	6.82647
"1423859_a_at"	"ENSMUSG00000015090"	5.71982
"1423860_at"	"ENSMUSG00000015090"	4.33798
"1423861_at"	"ENSMUSG00000049969"	3.40482
"1423862_at"	"ENSMUSG00000049969"	5.57551
"1423863_at"	"ENSMUSG00000028953"	6.93279
"1423864_at"	"ENSMUSG00000029148"	7.57563
"1423865_at"	"ENSMUSG00000028412"	8.50329
"1423866_at"	"ENSMUSG00000058207"	2.83138
"1423867_at"	"ENSMUSG00000058207"	3.23702
"1423868_at"	"ENSMUSG00000000811"	4.83829
"1423869_s_at"	"ENSMUSG00000000811"	6.17574
"1423870_at"	"ENSMUSG00000042901"	8.31336
"1423871_at"	"ENSMUSG00000026519"	8.97726
"1423872_a_at"	"ENSMUSG00000039952"	8.17156
"1423873_at"	"ENSMUSG00000037296"	7.71605
"1423874_at"	"ENSMUSG00000024400"	3.97395
"1423875_at"	"ENSMUSG00000033478"	6.24782
"1423876_at"	"ENSMUSG00000033478"	8.20033
"1423877_at"	"ENSMUSG00000022945"	4.29533
"1423878_at"	"ENSMUSG00000090523"	7.78479
"1423879_at"	"ENSMUSG00000047044"	7.29411
"1423880_at"	"ENSMUSG00000001783"	7.4615
"1423881_at"	"ENSMUSG00000024908"	7.66884
"1423882_at"	"ENSMUSG00000033596"	7.95241
"1423883_at"	"ENSMUSG00000018796"	9.35527
"1423884_at"	"ENSMUSG00000041438"	7.89497
"1423885_at"	"ENSMUSG00000026478"	8.93521
"1423886_at"	"ENSMUSG00000026478"	5.73314
"1423887_a_at"	"ENSMUSG00000024170"	7.0145
"1423888_at"	"ENSMUSG00000024170"	6.73485
"1423889_at"	"ENSMUSG00000042293"	7.43177
"1423890_x_at"	"ENSMUSG00000026576"	8.71251
"1423891_at"	"ENSMUSG00000001665"	7.3471
"1423892_at"	"ENSMUSG00000037032"	6.94192
"1423893_x_at"	"ENSMUSG00000037032"	7.07614
"1423894_a_at"	"ENSMUSG00000019039"	6.40923
"1423895_a_at"	"ENSMUSG00000002107"	9.31098
"1423896_a_at"	"ENSMUSG00000020496"	10.0694
"1423897_at"	"ENSMUSG00000020496"	9.67906
"1423898_a_at"	"ENSMUSG00000026219"	9.26284
"1423899_at"	"ENSMUSG00000026219"	7.72632
"1423900_at"	"ENSMUSG00000026219"	6.42721
"1423901_at"	"ENSMUSG00000026219"	7.70414
"1423902_s_at"	"ENSMUSG00000059495"	9.71398
"1423903_at"	"ENSMUSG00000040511"	6.61435
"1423904_a_at"	"ENSMUSG00000040511"	6.67352
"1423905_at"	"ENSMUSG00000040511"	5.21626
"1423906_at"	"ENSMUSG00000031839"	9.23931
"1423907_a_at"	"ENSMUSG00000059734"	10.438
"1423908_at"	"ENSMUSG00000059734"	8.79922
"1423909_at"	"ENSMUSG00000023367"	10.5107
"1423910_at"	"ENSMUSG00000023353"	6.68121
"1423911_at"	"ENSMUSG00000026626"	9.64568
"1423912_at"	"ENSMUSG00000025142"	6.98348
"1423913_at"	"ENSMUSG00000046861"	7.17865
"1423914_at"	"ENSMUSG00000034586"	7.29353
"1423915_at"	"ENSMUSG00000038463"	9.39423
"1423916_s_at"	"ENSMUSG00000030120"	8.31662
"1423917_a_at"	"ENSMUSG00000031078"	9.71738
"1423918_at"	"ENSMUSG00000026142"	8.0095
"1423919_at"	"ENSMUSG00000079555"	6.90516
"1423920_at"	"ENSMUSG00000034906"	4.75
"1423921_at"	"ENSMUSG00000027933"	4.1715
"1423922_s_at"	"ENSMUSG00000027933"	7.51892
"1423923_a_at"	"ENSMUSG00000029029"	6.3979
"1423924_s_at"	"ENSMUSG00000037824"	8.39444
"1423925_at"	"ENSMUSG00000024422"	7.33634
"1423926_at"	"ENSMUSG00000002105"	7.52867
"1423927_at"	"ENSMUSG00000037089"	8.22823
"1423928_at"	"ENSMUSG00000041765"	6.62239
"1423929_at"	"ENSMUSG00000041765"	7.09541
"1423930_at"	"ENSMUSG00000029176"	6.49854
"1423931_s_at"	"ENSMUSG00000029176"	8.73984
"1423932_at"	"ENSMUSG00000005506"	4.88415
"1423932_at"	"ENSMUSG00000110883"	4.88415
"1423933_a_at"	"ENSMUSG00000032068"	6.13177
"1423934_at"	"ENSMUSG00000032068"	5.48896
"1423935_x_at"	"ENSMUSG00000045545"	6.42214
"1423936_at"	"ENSMUSG00000016946"	7.5793
"1423937_at"	"ENSMUSG00000016946"	6.2096
"1423938_at"	"ENSMUSG00000020782"	5.20814
"1423939_a_at"	"ENSMUSG00000024875"	9.81962
"1423940_at"	"ENSMUSG00000024875"	9.21903
"1423941_at"	"ENSMUSG00000021820"	8.16833
"1423942_a_at"	"ENSMUSG00000021820"	7.65563
"1423943_at"	"ENSMUSG00000025155"	7.06943
"1423944_at"	"ENSMUSG00000030895"	4.51294
"1423945_a_at"	"ENSMUSG00000035268"	8.20086
"1423946_at"	"ENSMUSG00000022090"	8.95413
"1423947_at"	"ENSMUSG00000039195"	7.6012
"1423948_at"	"ENSMUSG00000042215"	7.19497
"1423949_at"	"ENSMUSG00000014349"	8.40416
"1423950_at"	"ENSMUSG00000018470"	4.86326
"1423951_at"	"ENSMUSG00000078681"	8.4709
"1423952_a_at"	"ENSMUSG00000023039"	5.23424
"1423953_at"	"ENSMUSG00000006191"	6.33305
"1423954_at"	"ENSMUSG00000024164"	10.8345
"1423955_a_at"	"ENSMUSG00000015714"	8.7654
"1423956_at"	"ENSMUSG00000026155"	8.52053
"1423957_at"	"ENSMUSG00000030609"	6.81666
"1423958_a_at"	"ENSMUSG00000022151"	8.15373
"1423959_at"	"ENSMUSG00000022236"	4.03686
"1423960_at"	"ENSMUSG00000004270"	8.04017
"1423961_at"	"ENSMUSG00000038733"	7.72804
"1423962_at"	"ENSMUSG00000038733"	5.93139
"1423963_at"	"ENSMUSG00000038733"	6.18194
"1423964_at"	"ENSMUSG00000029034"	7.09562
"1423965_at"	"ENSMUSG00000035776"	7.56065
"1423966_at"	"ENSMUSG00000035776"	7.1709
"1423967_at"	"ENSMUSG00000035863"	7.76829
"1423968_at"	"ENSMUSG00000049152"	3.38575
"1423969_at"	"ENSMUSG00000035351"	7.33614
"1423970_at"	"ENSMUSG00000025872"	7.22233
"1423971_at"	"ENSMUSG00000025872"	6.24783
"1423972_at"	"ENSMUSG00000032314"	10.193
"1423973_a_at"	"ENSMUSG00000051853"	8.11475
"1423974_at"	"ENSMUSG00000066306"	7.54101
"1423975_s_at"	"ENSMUSG00000066306"	8.68559
"1423976_at"	"ENSMUSG00000059920"	7.71643
"1423977_at"	"ENSMUSG00000059920"	2.87312
"1423978_at"	"ENSMUSG00000042978"	4.84801
"1423979_a_at"	"ENSMUSG00000021265"	5.83614
"1423980_at"	"ENSMUSG00000021265"	5.46088
"1423981_x_at"	"ENSMUSG00000021265"	6.33446
"1423982_at"	"ENSMUSG00000028676"	8.01492
"1423983_at"	"ENSMUSG00000030683"	4.34151
"1423984_a_at"	"ENSMUSG00000041420"	5.19682
"1423986_a_at"	"ENSMUSG00000025647"	9.49376
"1423987_at"	"ENSMUSG00000066149"	8.73482
"1423988_at"	"ENSMUSG00000026817"	4.20831
"1423989_at"	"ENSMUSG00000066621"	8.11954
"1423990_at"	"ENSMUSG00000029128"	9.54041
"1423991_at"	"ENSMUSG00000036693"	6.33952
"1423992_at"	"ENSMUSG00000036180"	8.20373
"1423993_at"	"ENSMUSG00000004285"	10.1403
"1423994_at"	"ENSMUSG00000063077"	8.68073
"1423995_at"	"ENSMUSG00000063077"	7.55789
"1423996_a_at"	"ENSMUSG00000030748"	5.47434
"1423997_at"	"ENSMUSG00000068823"	10.2367
"1423998_at"	"ENSMUSG00000026816"	7.17034
"1423999_at"	"ENSMUSG00000026842"	7.88826
"1424000_a_at"	"ENSMUSG00000003429"	12.5351
"1424001_at"	"ENSMUSG00000026377"	7.30578
"1424002_at"	"ENSMUSG00000026078"	9.46016
"1424003_at"	"ENSMUSG00000037251"	5.90468
"1424004_x_at"	"ENSMUSG00000037251"	6.8566
"1424005_at"	"ENSMUSG00000045767"	10.4446
"1424006_at"	"ENSMUSG00000075528"	7.28843
"1424007_at"	"ENSMUSG00000021943"	10.4942
"1424008_a_at"	"ENSMUSG00000032387"	8.34279
"1424009_at"	"ENSMUSG00000068341"	4.75566
"1424010_at"	"ENSMUSG00000042436"	10.672
"1424011_at"	"ENSMUSG00000032204"	3.96607
"1424012_at"	"ENSMUSG00000075271"	4.53757
"1424013_at"	"ENSMUSG00000024360"	8.43498
"1424014_at"	"ENSMUSG00000107068"	6.79998
"1424015_at"	"ENSMUSG00000035901"	10.9456
"1424016_at"	"ENSMUSG00000037257"	6.09814
"1424017_a_at"	"ENSMUSG00000020267"	11.7496
"1424018_at"	"ENSMUSG00000020267"	10.8628
"1424019_at"	"ENSMUSG00000038279"	7.07289
"1424020_at"	"ENSMUSG00000026960"	8.20584
"1424021_at"	"ENSMUSG00000026960"	5.70971
"1424022_at"	"ENSMUSG00000074063"	6.65127
"1424023_at"	"ENSMUSG00000038888"	6.56077
"1424024_at"	"ENSMUSG00000024150"	10.1067
"1424025_at"	"ENSMUSG00000040006"	8.7395
"1424026_s_at"	"ENSMUSG00000040006"	8.88108
"1424027_at"	"ENSMUSG00000029528"	7.1463
"1424028_at"	"ENSMUSG00000046691"	8.51079
"1424029_at"	"ENSMUSG00000039485"	9.7032
"1424030_at"	"ENSMUSG00000020656"	6.00528
"1424031_at"	"ENSMUSG00000020876"	6.01415
"1424032_at"	"ENSMUSG00000064267"	6.21415
"1424033_at"	"ENSMUSG00000024097"	7.96018
"1424034_at"	"ENSMUSG00000032238"	9.10633
"1424035_at"	"ENSMUSG00000032238"	4.19757
"1424036_at"	"ENSMUSG00000002455"	7.67157
"1424037_at"	"ENSMUSG00000027296"	3.15687
"1424038_a_at"	"ENSMUSG00000008140"	9.37434
"1424039_at"	"ENSMUSG00000031532"	10.2671
"1424040_at"	"ENSMUSG00000028849"	8.31734
"1424041_s_at"	"ENSMUSG00000038521"	10.5198
"1424042_at"	"ENSMUSG00000034620"	9.87594
"1424043_at"	"ENSMUSG00000015757"	7.50438
"1424044_at"	"ENSMUSG00000024201"	6.54906
"1424045_at"	"ENSMUSG00000004945"	8.93423
"1424046_at"	"ENSMUSG00000027379"	3.32483
"1424047_at"	"ENSMUSG00000030225"	6.83509
"1424048_a_at"	"ENSMUSG00000026456"	8.15558
"1424049_at"	"ENSMUSG00000028617"	6.99963
"1424050_s_at"	"ENSMUSG00000031565"	10.1885
"1424051_at"	"ENSMUSG00000031503"	10.2698
"1424052_at"	"ENSMUSG00000026279"	7.94092
"1424053_a_at"	"ENSMUSG00000001472"	8.47045
"1424054_at"	"ENSMUSG00000003344"	7.44178
"1424055_at"	"ENSMUSG00000039804"	6.53406
"1424056_at"	"ENSMUSG00000043411"	8.07349
"1424057_at"	"ENSMUSG00000027865"	7.34424
"1424058_at"	"ENSMUSG00000024594"	7.64886
"1424059_at"	"ENSMUSG00000059851"	6.60169
"1424060_at"	"ENSMUSG00000039396"	4.8457
"1424061_at"	"ENSMUSG00000063019"	7.9129
"1424062_at"	"ENSMUSG00000019927"	7.00243
"1424063_at"	"ENSMUSG00000066583"	5.58509
"1424064_at"	"ENSMUSG00000024870"	8.07814
"1424065_at"	"ENSMUSG00000030104"	8.04519
"1424066_at"	"ENSMUSG00000007603"	7.18751
"1424067_at"	"ENSMUSG00000037405"	7.96653
"1424068_at"	"ENSMUSG00000039461"	7.09194
"1424069_at"	"ENSMUSG00000024581"	7.71608
"1424070_at"	"ENSMUSG00000024581"	5.46985
"1424071_s_at"	"ENSMUSG00000034525"	7.91957
"1424072_at"	"ENSMUSG00000020083"	5.60062
"1424073_at"	"ENSMUSG00000031820"	8.41139
"1424074_at"	"ENSMUSG00000028568"	5.8199
"1424075_at"	"ENSMUSG00000025971"	6.72687
"1424076_at"	"ENSMUSG00000061666"	5.67939
"1424077_at"	"ENSMUSG00000061666"	6.58049
"1424078_s_at"	"ENSMUSG00000002763"	7.26068
"1424079_x_at"	"ENSMUSG00000069020"	6.50633
"1424080_at"	"ENSMUSG00000032040"	6.31072
"1424081_at"	"ENSMUSG00000025050"	7.36003
"1424082_at"	"ENSMUSG00000039678"	6.84865
"1424083_at"	"ENSMUSG00000028382"	5.0533
"1424084_at"	"ENSMUSG00000028382"	2.89112
"1424085_at"	"ENSMUSG00000029632"	11.3327
"1424086_at"	"ENSMUSG00000032014"	8.28383
"1424087_at"	"ENSMUSG00000029551"	7.83689
"1424088_at"	"ENSMUSG00000001285"	7.47313
"1424089_a_at"	"ENSMUSG00000053477"	9.57502
"1424090_at"	"ENSMUSG00000027456"	6.07063
"1424091_at"	"ENSMUSG00000060427"	4.77448
"1424092_at"	"ENSMUSG00000028906"	6.59233
"1424093_x_at"	"ENSMUSG00000025510"	9.46092
"1424094_at"	"ENSMUSG00000034290"	9.4339
"1424095_at"	"ENSMUSG00000000339"	7.64335
"1424096_at"	"ENSMUSG00000061527"	6.49544
"1424097_at"	"ENSMUSG00000021696"	5.44109
"1424098_at"	"ENSMUSG00000021696"	4.77802
"1424099_at"	"ENSMUSG00000021760"	10.6835
"1424100_s_at"	"ENSMUSG00000060240"	4.96116
"1424101_at"	"ENSMUSG00000015165"	8.21509
"1424102_at"	"ENSMUSG00000026280"	6.70403
"1424103_at"	"ENSMUSG00000026280"	7.29336
"1424104_at"	"ENSMUSG00000028821"	8.0756
"1424105_a_at"	"ENSMUSG00000020415"	8.80287
"1424106_at"	"ENSMUSG00000005078"	9.43684
"1424107_at"	"ENSMUSG00000027115"	3.89299
"1424108_at"	"ENSMUSG00000024026"	8.73483
"1424109_a_at"	"ENSMUSG00000024026"	8.92105
"1424110_a_at"	"ENSMUSG00000037601"	8.65103
"1424111_at"	"ENSMUSG00000023830"	8.53056
"1424112_at"	"ENSMUSG00000023830"	10.2454
"1424113_at"	"ENSMUSG00000002900"	6.62797
"1424114_s_at"	"ENSMUSG00000002900"	10.1442
"1424115_at"	"ENSMUSG00000003099"	7.01194
"1424116_x_at"	"ENSMUSG00000003099"	7.51039
"1424118_a_at"	"ENSMUSG00000005233"	4.82935
"1424119_at"	"ENSMUSG00000029513"	7.48087
"1424120_at"	"ENSMUSG00000090083"	7.3357
"1424121_at"	"ENSMUSG00000051355"	8.41136
"1424122_s_at"	"ENSMUSG00000051355"	9.57751
"1424123_at"	"ENSMUSG00000034258"	6.21604
"1424124_at"	"ENSMUSG00000061778"	8.69754
"1424125_at"	"ENSMUSG00000045404"	4.55339
"1424126_at"	"ENSMUSG00000032786"	7.35398
"1424127_at"	"ENSMUSG00000017897"	5.16692
"1424128_x_at"	"ENSMUSG00000020897"	3.80704
"1424129_at"	"ENSMUSG00000027775"	7.06549
"1424130_a_at"	"ENSMUSG00000004044"	10.1351
"1424131_at"	"ENSMUSG00000048126"	12.2685
"1424132_at"	"ENSMUSG00000025499"	7.98026
"1424133_at"	"ENSMUSG00000035413"	9.15269
"1424134_at"	"ENSMUSG00000050079"	8.1139
"1424135_at"	"ENSMUSG00000050079"	7.51606
"1424136_a_at"	"ENSMUSG00000060288"	6.99169
"1424137_at"	"ENSMUSG00000069227"	4.56801
"1424138_at"	"ENSMUSG00000020282"	8.35526
"1424139_at"	"ENSMUSG00000068798"	10.6589
"1424140_at"	"ENSMUSG00000028671"	7.22737
"1424141_at"	"ENSMUSG00000035247"	9.79395
"1424142_at"	"ENSMUSG00000028431"	5.44389
"1424143_a_at"	"ENSMUSG00000006585"	6.65005
"1424144_at"	"ENSMUSG00000006585"	4.40031
"1424145_at"	"ENSMUSG00000038500"	5.64409
"1424146_at"	"ENSMUSG00000026424"	6.87745
"1424147_at"	"ENSMUSG00000021037"	9.50624
"1424148_a_at"	"ENSMUSG00000038781"	6.14776
"1424149_at"	"ENSMUSG00000059586"	7.68179
"1424150_at"	"ENSMUSG00000035314"	7.09545
"1424151_at"	"ENSMUSG00000029610"	7.84642
"1424152_at"	"ENSMUSG00000027547"	3.9669
"1424153_s_at"	"ENSMUSG00000027547"	3.43979
"1424154_a_at"	"ENSMUSG00000021241"	8.90623
"1424155_at"	"ENSMUSG00000062515"	4.30863
"1424156_at"	"ENSMUSG00000027641"	6.59522
"1424157_at"	"ENSMUSG00000074364"	8.77503
"1424158_at"	"ENSMUSG00000074364"	3.91588
"1424159_at"	"ENSMUSG00000017802"	7.22595
"1424160_at"	"ENSMUSG00000036632"	7.78969
