"probe_id"	"ensembl_id"	"expression"
"1415715_at"	"ENSMUSG00000019295"	7.4487
"1415717_at"	"ENSMUSG00000028677"	7.72838
"1415718_at"	"ENSMUSG00000020519"	8.73143
"1415719_s_at"	"ENSMUSG00000027599"	8.80801
"1415720_s_at"	"ENSMUSG00000034509"	7.48228
"1415721_a_at"	"ENSMUSG00000005982"	8.59608
"1415722_a_at"	"ENSMUSG00000019868"	8.51374
"1415723_at"	"ENSMUSG00000021282"	10.2489
"1415724_a_at"	"ENSMUSG00000006699"	8.87494
"1415725_at"	"ENSMUSG00000022682"	7.35744
"1415726_at"	"ENSMUSG00000055204"	8.3747
"1415727_at"	"ENSMUSG00000028070"	9.8749
"1415728_at"	"ENSMUSG00000022194"	7.45308
"1415729_at"	"ENSMUSG00000024122"	8.28499
"1415730_at"	"ENSMUSG00000034820"	8.63508
"1415731_at"	"ENSMUSG00000026634"	8.27585
"1415732_at"	"ENSMUSG00000007036"	8.58932
"1415734_at"	"ENSMUSG00000079477"	10.1791
"1415735_at"	"ENSMUSG00000024740"	9.05751
"1415736_at"	"ENSMUSG00000001289"	10.8536
"1415737_at"	"ENSMUSG00000024712"	8.52485
"1415738_at"	"ENSMUSG00000028567"	8.37853
"1415739_at"	"ENSMUSG00000036733"	8.62264
"1415740_at"	"ENSMUSG00000020708"	8.15761
"1415741_at"	"ENSMUSG00000029234"	9.91859
"1415742_at"	"ENSMUSG00000068328"	7.59589
"1415743_at"	"ENSMUSG00000008855"	7.4373
"1415744_at"	"ENSMUSG00000024309"	8.89813
"1415745_a_at"	"ENSMUSG00000022898"	7.80995
"1415746_at"	"ENSMUSG00000005442"	8.14283
"1415747_s_at"	"ENSMUSG00000024404"	9.49265
"1415748_a_at"	"ENSMUSG00000030868"	7.60552
"1415749_a_at"	"ENSMUSG00000028646"	9.39361
"1415750_at"	"ENSMUSG00000040688"	6.13602
"1415751_at"	"ENSMUSG00000028759"	10.3128
"1415752_at"	"ENSMUSG00000036299"	10.1431
"1415753_at"	"ENSMUSG00000003346"	8.15292
"1415754_at"	"ENSMUSG00000033020"	9.54619
"1415755_a_at"	"ENSMUSG00000078923"	8.75654
"1415756_a_at"	"ENSMUSG00000001018"	8.25809
"1415757_at"	"ENSMUSG00000025224"	7.84798
"1415758_at"	"ENSMUSG00000070733"	8.72956
"1415759_a_at"	"ENSMUSG00000087260"	10.0642
"1415760_s_at"	"ENSMUSG00000018585"	10.6052
"1415761_at"	"ENSMUSG00000010406"	8.95307
"1415762_x_at"	"ENSMUSG00000010406"	8.98041
"1415763_a_at"	"ENSMUSG00000028797"	9.75412
"1415765_at"	"ENSMUSG00000071659"	6.72234
"1415766_at"	"ENSMUSG00000027879"	9.37689
"1415767_at"	"ENSMUSG00000038848"	7.62609
"1415768_a_at"	"ENSMUSG00000036241"	9.67102
"1415769_at"	"ENSMUSG00000027598"	8.97817
"1415770_at"	"ENSMUSG00000066357"	8.89502
"1415771_at"	"ENSMUSG00000026234"	9.65459
"1415772_at"	"ENSMUSG00000026234"	8.29241
"1415773_at"	"ENSMUSG00000026234"	7.23541
"1415774_at"	"ENSMUSG00000024271"	7.02152
"1415775_at"	"ENSMUSG00000031353"	11.0615
"1415776_at"	"ENSMUSG00000010025"	6.69163
"1415777_at"	"ENSMUSG00000042179"	4.05296
"1415778_at"	"ENSMUSG00000031422"	11.1493
"1415779_s_at"	"ENSMUSG00000062825"	12.6372
"1415780_a_at"	"ENSMUSG00000033436"	8.02797
"1415781_a_at"	"ENSMUSG00000020738"	12.7801
"1415782_at"	"ENSMUSG00000020738"	11.3836
"1415783_at"	"ENSMUSG00000031696"	10.0412
"1415784_at"	"ENSMUSG00000031696"	5.57237
"1415785_a_at"	"ENSMUSG00000025613"	9.1442
"1415786_at"	"ENSMUSG00000023987"	5.07468
"1415787_at"	"ENSMUSG00000071650"	7.92873
"1415791_at"	"ENSMUSG00000029474"	7.38499
"1415792_at"	"ENSMUSG00000027466"	8.09405
"1415793_at"	"ENSMUSG00000018659"	6.61053
"1415794_a_at"	"ENSMUSG00000021395"	9.16533
"1415795_at"	"ENSMUSG00000021395"	4.8702
"1415797_at"	"ENSMUSG00000003534"	6.27466
"1415798_at"	"ENSMUSG00000003534"	4.69306
"1415799_at"	"ENSMUSG00000030216"	7.76704
"1415800_at"	"ENSMUSG00000050953"	8.91971
"1415801_at"	"ENSMUSG00000050953"	3.3128
"1415802_at"	"ENSMUSG00000032902"	6.4797
"1415803_at"	"ENSMUSG00000031778"	5.96569
"1415804_at"	"ENSMUSG00000031778"	5.36412
"1415805_at"	"ENSMUSG00000024225"	3.7742
"1415806_at"	"ENSMUSG00000031538"	8.18065
"1415807_s_at"	"ENSMUSG00000034120"	5.76823
"1415808_at"	"ENSMUSG00000033834"	3.77868
"1415809_at"	"ENSMUSG00000033834"	2.89615
"1415810_at"	"ENSMUSG00000001228"	4.48575
"1415811_at"	"ENSMUSG00000001228"	4.75879
"1415812_at"	"ENSMUSG00000026879"	13.7514
"1415813_at"	"ENSMUSG00000027193"	8.62724
"1415814_at"	"ENSMUSG00000006273"	7.92416
"1415815_at"	"ENSMUSG00000021326"	3.38499
"1415816_at"	"ENSMUSG00000030007"	10.3067
"1415817_s_at"	"ENSMUSG00000030007"	8.73811
"1415818_at"	"ENSMUSG00000018340"	9.50359
"1415819_a_at"	"ENSMUSG00000007564"	9.11465
"1415820_x_at"	"ENSMUSG00000031311"	9.16489
"1415821_at"	"ENSMUSG00000032336"	10.6259
"1415822_at"	"ENSMUSG00000025203"	11.1027
"1415823_at"	"ENSMUSG00000025203"	6.44662
"1415824_at"	"ENSMUSG00000025203"	6.06506
"1415826_at"	"ENSMUSG00000033793"	7.92657
"1415827_a_at"	"ENSMUSG00000027808"	10.891
"1415828_a_at"	"ENSMUSG00000027808"	9.18333
"1415829_at"	"ENSMUSG00000004880"	8.98582
"1415830_at"	"ENSMUSG00000029012"	7.09445
"1415831_at"	"ENSMUSG00000006998"	9.21417
"1415832_at"	"ENSMUSG00000068122"	4.09112
"1415833_x_at"	"ENSMUSG00000034892"	13.6015
"1415834_at"	"ENSMUSG00000019960"	9.16722
"1415835_at"	"ENSMUSG00000038891"	3.04651
"1415836_at"	"ENSMUSG00000025007"	6.90795
"1415837_at"	"ENSMUSG00000063903"	2.81234
"1415838_at"	"ENSMUSG00000019877"	8.84152
"1415839_a_at"	"ENSMUSG00000057113"	10.6748
"1415840_at"	"ENSMUSG00000032349"	9.78464
"1415841_at"	"ENSMUSG00000027012"	9.52847
"1415842_at"	"ENSMUSG00000024142"	6.38527
"1415843_at"	"ENSMUSG00000024142"	4.21871
"1415844_at"	"ENSMUSG00000024261"	3.13418
"1415845_at"	"ENSMUSG00000024261"	4.09025
"1415846_a_at"	"ENSMUSG00000030851"	2.60496
"1415847_at"	"ENSMUSG00000030851"	3.54923
"1415848_at"	"ENSMUSG00000057170"	5.38389
"1415849_s_at"	"ENSMUSG00000028832"	8.88478
"1415850_at"	"ENSMUSG00000031453"	7.28072
"1415853_at"	"ENSMUSG00000001482"	7.45253
"1415854_at"	"ENSMUSG00000019966"	3.57677
"1415855_at"	"ENSMUSG00000019966"	8.76655
"1415856_at"	"ENSMUSG00000021728"	8.45352
"1415857_at"	"ENSMUSG00000021728"	7.91259
"1415858_at"	"ENSMUSG00000030738"	9.79522
"1415859_at"	"ENSMUSG00000030738"	10.387
"1415860_at"	"ENSMUSG00000018362"	7.5147
"1415861_at"	"ENSMUSG00000005994"	3.65812
"1415862_at"	"ENSMUSG00000005994"	3.09172
"1415863_at"	"ENSMUSG00000005610"	10.6553
"1415864_at"	"ENSMUSG00000038871"	6.27677
"1415865_s_at"	"ENSMUSG00000038871"	7.8333
"1415866_at"	"ENSMUSG00000030533"	6.51338
"1415867_at"	"ENSMUSG00000007739"	9.66897
"1415868_at"	"ENSMUSG00000007739"	3.97774
"1415869_a_at"	"ENSMUSG00000005566"	8.64429
"1415870_at"	"ENSMUSG00000029767"	10.9827
"1415871_at"	"ENSMUSG00000035493"	9.10932
"1415872_at"	"ENSMUSG00000007850"	10.9433
"1415873_a_at"	"ENSMUSG00000025228"	8.89038
"1415874_at"	"ENSMUSG00000037211"	8.59812
"1415876_a_at"	"ENSMUSG00000025362"	12.4898
"1415877_at"	"ENSMUSG00000024501"	8.21277
"1415878_at"	"ENSMUSG00000030978"	7.62799
"1415879_a_at"	"ENSMUSG00000025508"	13.4968
"1415880_a_at"	"ENSMUSG00000031447"	11.7632
"1415881_at"	"ENSMUSG00000041028"	8.90171
"1415882_at"	"ENSMUSG00000041028"	9.68999
"1415883_a_at"	"ENSMUSG00000023433"	3.85396
"1415884_at"	"ENSMUSG00000023433"	5.49424
"1415885_at"	"ENSMUSG00000027350"	5.15327
"1415886_at"	"ENSMUSG00000059013"	5.94227
"1415887_at"	"ENSMUSG00000022757"	9.30189
"1415888_at"	"ENSMUSG00000004897"	9.77583
"1415889_a_at"	"ENSMUSG00000020048"	11.9802
"1415890_at"	"ENSMUSG00000028032"	9.41544
"1415891_at"	"ENSMUSG00000052738"	9.48218
"1415892_at"	"ENSMUSG00000020097"	7.05402
"1415893_at"	"ENSMUSG00000020097"	3.61268
"1415894_at"	"ENSMUSG00000022425"	7.61563
"1415897_a_at"	"ENSMUSG00000008540"	10.9628
"1415898_at"	"ENSMUSG00000008540"	3.03278
"1415899_at"	"ENSMUSG00000052837"	9.74276
"1415900_a_at"	"ENSMUSG00000005672"	3.69858
"1415901_at"	"ENSMUSG00000004846"	8.87251
"1415902_at"	"ENSMUSG00000053644"	3.14364
"1415903_at"	"ENSMUSG00000023169"	7.14804
"1415904_at"	"ENSMUSG00000015568"	10.5264
"1415905_at"	"ENSMUSG00000059654"	3.41261
"1415906_at"	"ENSMUSG00000049775"	13.2874
"1415907_at"	"ENSMUSG00000034165"	8.34926
"1415908_at"	"ENSMUSG00000047514"	9.32107
"1415909_at"	"ENSMUSG00000024966"	7.26946
"1415910_s_at"	"ENSMUSG00000031781"	7.76922
"1415911_at"	"ENSMUSG00000024423"	8.6325
"1415914_at"	"ENSMUSG00000020358"	9.89008
"1415915_at"	"ENSMUSG00000037149"	9.43009
"1415916_a_at"	"ENSMUSG00000021048"	8.28613
"1415917_at"	"ENSMUSG00000021048"	7.01662
"1415918_a_at"	"ENSMUSG00000023456"	9.51438
"1415919_at"	"ENSMUSG00000015094"	9.14215
"1415920_at"	"ENSMUSG00000053536"	8.95656
"1415921_a_at"	"ENSMUSG00000060548"	4.46819
"1415922_s_at"	"ENSMUSG00000047945"	6.82511
"1415923_at"	"ENSMUSG00000033585"	9.61279
"1415924_at"	"ENSMUSG00000026182"	2.73944
"1415925_a_at"	"ENSMUSG00000109511"	6.71381
"1415926_at"	"ENSMUSG00000109511"	7.05702
"1415927_at"	"ENSMUSG00000068614"	9.9552
"1415928_a_at"	"ENSMUSG00000031812"	11.7641
"1415929_at"	"ENSMUSG00000031812"	10.2446
"1415930_a_at"	"ENSMUSG00000031812"	11.1539
"1415931_at"	"ENSMUSG00000048583"	3.67875
"1415932_x_at"	"ENSMUSG00000027546"	7.46305
"1415933_a_at"	"ENSMUSG00000000088"	11.1612
"1415934_at"	"ENSMUSG00000034432"	8.02418
"1415935_at"	"ENSMUSG00000023886"	10.5843
"1415936_at"	"ENSMUSG00000028121"	7.04241
"1415937_s_at"	"ENSMUSG00000032504"	6.30975
"1415938_at"	"ENSMUSG00000024503"	3.04345
"1415939_at"	"ENSMUSG00000041559"	11.2358
"1415940_at"	"ENSMUSG00000053581"	7.69428
"1415941_s_at"	"ENSMUSG00000053581"	7.60908
"1415943_at"	"ENSMUSG00000020592"	7.88901
"1415944_at"	"ENSMUSG00000020592"	7.37792
"1415945_at"	"ENSMUSG00000005410"	5.1766
"1415946_at"	"ENSMUSG00000025728"	7.6811
"1415947_at"	"ENSMUSG00000040713"	9.53356
"1415948_at"	"ENSMUSG00000040713"	9.5242
"1415949_at"	"ENSMUSG00000037852"	13.0166
"1415950_a_at"	"ENSMUSG00000032959"	11.2954
"1415951_at"	"ENSMUSG00000001555"	9.15015
"1415952_at"	"ENSMUSG00000024969"	7.33913
"1415953_s_at"	"ENSMUSG00000024969"	6.76614
"1415955_x_at"	"ENSMUSG00000022501"	5.93756
"1415956_a_at"	"ENSMUSG00000031065"	6.63762
"1415957_a_at"	"ENSMUSG00000061032"	6.94869
"1415958_at"	"ENSMUSG00000018566"	7.48374
"1415959_at"	"ENSMUSG00000018566"	5.77823
"1415960_at"	"ENSMUSG00000009350"	4.80417
"1415961_at"	"ENSMUSG00000026223"	11.0839
"1415962_at"	"ENSMUSG00000022312"	10.0223
"1415963_at"	"ENSMUSG00000045427"	9.15942
"1415964_at"	"ENSMUSG00000037071"	12.1929
"1415965_at"	"ENSMUSG00000037071"	6.91313
"1415966_a_at"	"ENSMUSG00000037916"	9.37691
"1415967_at"	"ENSMUSG00000037916"	9.15372
"1415968_a_at"	"ENSMUSG00000032758"	6.39942
"1415969_s_at"	"ENSMUSG00000032758"	2.72659
"1415970_at"	"ENSMUSG00000014313"	11.4489
"1415971_at"	"ENSMUSG00000069662"	9.1405
"1415972_at"	"ENSMUSG00000069662"	7.53413
"1415973_at"	"ENSMUSG00000069662"	8.79778
"1415974_at"	"ENSMUSG00000035027"	7.97722
"1415975_at"	"ENSMUSG00000008393"	7.73451
"1415976_a_at"	"ENSMUSG00000008393"	7.44312
"1415977_at"	"ENSMUSG00000019139"	7.09132
"1415978_at"	"ENSMUSG00000062380"	5.03022
"1415979_x_at"	"ENSMUSG00000043716"	12.5787
"1415980_at"	"ENSMUSG00000062683"	10.7761
"1415981_at"	"ENSMUSG00000008429"	8.82137
"1415982_at"	"ENSMUSG00000008429"	6.7659
"1415983_at"	"ENSMUSG00000021998"	8.56547
"1415984_at"	"ENSMUSG00000062908"	9.29283
"1415985_at"	"ENSMUSG00000033732"	9.0139
"1415986_at"	"ENSMUSG00000000605"	8.92182
"1415987_at"	"ENSMUSG00000034088"	10.3757
"1415988_at"	"ENSMUSG00000034088"	9.98247
"1415989_at"	"ENSMUSG00000027962"	6.7822
"1415990_at"	"ENSMUSG00000021771"	9.97002
"1415991_a_at"	"ENSMUSG00000063576"	10.3735
"1415992_at"	"ENSMUSG00000028454"	6.20313
"1415993_at"	"ENSMUSG00000022351"	8.21328
"1415994_at"	"ENSMUSG00000025479"	9.94426
"1415995_at"	"ENSMUSG00000027997"	6.70382
"1415996_at"	"ENSMUSG00000038393"	11.0408
"1415997_at"	"ENSMUSG00000038393"	6.83798
"1415998_at"	"ENSMUSG00000020402"	8.52851
"1415999_at"	"ENSMUSG00000040289"	6.76426
"1416001_a_at"	"ENSMUSG00000031827"	8.24711
"1416002_x_at"	"ENSMUSG00000031827"	6.7333
"1416003_at"	"ENSMUSG00000037625"	5.40559
"1416004_at"	"ENSMUSG00000018965"	9.43093
"1416005_at"	"ENSMUSG00000021178"	7.84832
"1416006_at"	"ENSMUSG00000027239"	8.41828
"1416007_at"	"ENSMUSG00000023927"	4.80691
"1416008_at"	"ENSMUSG00000023927"	5.26128
"1416009_at"	"ENSMUSG00000032324"	10.6783
"1416010_a_at"	"ENSMUSG00000024772"	8.30544
"1416010_a_at"	"ENSMUSG00000107039"	8.30544
"1416011_x_at"	"ENSMUSG00000024772"	6.68816
"1416011_x_at"	"ENSMUSG00000107039"	6.68816
"1416012_at"	"ENSMUSG00000024772"	5.74501
"1416012_at"	"ENSMUSG00000107039"	5.74501
"1416013_at"	"ENSMUSG00000003363"	8.84429
"1416014_at"	"ENSMUSG00000058355"	7.71878
"1416015_s_at"	"ENSMUSG00000058355"	8.65369
"1416017_at"	"ENSMUSG00000030058"	8.76871
"1416018_at"	"ENSMUSG00000029265"	7.85319
"1416019_at"	"ENSMUSG00000029265"	3.20564
"1416020_a_at"	"ENSMUSG00000006057"	9.49952
"1416021_a_at"	"ENSMUSG00000027533"	10.3877
"1416022_at"	"ENSMUSG00000027533"	8.92714
"1416023_at"	"ENSMUSG00000028773"	5.90706
"1416024_x_at"	"ENSMUSG00000001416"	10.2803
"1416025_at"	"ENSMUSG00000033860"	3.13996
"1416027_at"	"ENSMUSG00000021576"	9.92357
"1416028_a_at"	"ENSMUSG00000020737"	6.74002
"1416029_at"	"ENSMUSG00000037465"	8.57085
"1416030_a_at"	"ENSMUSG00000029730"	5.98772
"1416031_s_at"	"ENSMUSG00000029730"	6.849
"1416032_at"	"ENSMUSG00000034659"	8.7332
"1416033_at"	"ENSMUSG00000034659"	4.80141
"1416034_at"	"ENSMUSG00000047139"	8.95172
"1416035_at"	"ENSMUSG00000021109"	7.94509
"1416036_at"	"ENSMUSG00000032966"	9.73516
"1416037_a_at"	"ENSMUSG00000034024"	9.46884
"1416038_at"	"ENSMUSG00000001424"	8.46266
"1416039_x_at"	"ENSMUSG00000028195"	10.8354
"1416040_at"	"ENSMUSG00000024768"	13.8969
"1416041_at"	"ENSMUSG00000019970"	10.7203
"1416042_s_at"	"ENSMUSG00000028693"	6.74531
"1416043_at"	"ENSMUSG00000028693"	3.07662
"1416044_at"	"ENSMUSG00000002812"	9.22674
"1416045_a_at"	"ENSMUSG00000000902"	7.55783
"1416046_a_at"	"ENSMUSG00000019810"	6.66407
"1416047_at"	"ENSMUSG00000019810"	3.85396
"1416048_at"	"ENSMUSG00000028796"	8.33988
"1416049_at"	"ENSMUSG00000024827"	3.94395
"1416050_a_at"	"ENSMUSG00000037936"	8.03095
"1416051_at"	"ENSMUSG00000024371"	5.71899
"1416052_at"	"ENSMUSG00000031432"	7.88586
"1416053_at"	"ENSMUSG00000034648"	4.28329
"1416054_at"	"ENSMUSG00000012848"	12.7401
"1416056_a_at"	"ENSMUSG00000031059"	11.8324
"1416057_at"	"ENSMUSG00000031059"	11.2647
"1416058_s_at"	"ENSMUSG00000025781"	11.0665
"1416059_at"	"ENSMUSG00000027429"	9.9099
"1416060_at"	"ENSMUSG00000020130"	9.41473
"1416061_at"	"ENSMUSG00000020130"	7.40498
"1416062_at"	"ENSMUSG00000020130"	6.73104
"1416063_x_at"	"ENSMUSG00000030368"	2.69834
"1416064_a_at"	"ENSMUSG00000026864"	12.5482
"1416065_a_at"	"ENSMUSG00000031508"	9.20007
"1416066_at"	"ENSMUSG00000030342"	11.0717
"1416067_at"	"ENSMUSG00000001627"	8.31059
"1416068_at"	"ENSMUSG00000031948"	8.08639
"1416069_at"	"ENSMUSG00000021196"	9.24712
"1416070_a_at"	"ENSMUSG00000001674"	7.27103
"1416071_at"	"ENSMUSG00000001674"	7.42342
"1416072_at"	"ENSMUSG00000016494"	10.0053
"1416075_at"	"ENSMUSG00000021067"	6.20296
"1416077_at"	"ENSMUSG00000030790"	5.46012
"1416078_s_at"	"ENSMUSG00000000441"	8.76374
"1416079_a_at"	"ENSMUSG00000029621"	8.26227
"1416080_at"	"ENSMUSG00000028041"	6.34239
"1416081_at"	"ENSMUSG00000031681"	7.04634
"1416082_at"	"ENSMUSG00000020149"	11.636
"1416083_at"	"ENSMUSG00000024750"	9.21212
"1416084_at"	"ENSMUSG00000024750"	6.04355
"1416085_s_at"	"ENSMUSG00000024750"	9.72343
"1416086_at"	"ENSMUSG00000029344"	7.23888
"1416087_at"	"ENSMUSG00000004849"	7.48087
"1416088_a_at"	"ENSMUSG00000063457"	12.4819
"1416089_at"	"ENSMUSG00000063457"	12.3686
"1416090_at"	"ENSMUSG00000021748"	9.04265
"1416091_at"	"ENSMUSG00000032479"	8.27717
"1416092_a_at"	"ENSMUSG00000032479"	7.9543
"1416093_a_at"	"ENSMUSG00000029066"	9.12758
"1416094_at"	"ENSMUSG00000031555"	9.37651
"1416095_x_at"	"ENSMUSG00000078427"	9.93111
"1416096_at"	"ENSMUSG00000021038"	7.58696
"1416097_at"	"ENSMUSG00000049939"	3.57446
"1416098_at"	"ENSMUSG00000007021"	5.34433
"1416099_at"	"ENSMUSG00000063316"	11.9805
"1416100_at"	"ENSMUSG00000016554"	8.78025
"1416101_a_at"	"ENSMUSG00000036181"	10.8743
"1416102_at"	"ENSMUSG00000022285"	8.10269
"1416103_at"	"ENSMUSG00000022285"	8.76818
"1416104_at"	"ENSMUSG00000018761"	7.05076
"1416105_at"	"ENSMUSG00000113525"	9.26471
"1416105_at"	"ENSMUSG00000025453"	9.26471
"1416106_at"	"ENSMUSG00000073775"	7.04253
"1416107_at"	"ENSMUSG00000020297"	5.57573
"1416108_a_at"	"ENSMUSG00000032353"	10.8361
"1416109_at"	"ENSMUSG00000028673"	9.80775
"1416110_at"	"ENSMUSG00000033272"	7.48645
"1416111_at"	"ENSMUSG00000015396"	5.95919
"1416112_at"	"ENSMUSG00000035885"	10.222
"1416113_at"	"ENSMUSG00000019428"	8.32873
"1416114_at"	"ENSMUSG00000029309"	11.5511
"1416115_at"	"ENSMUSG00000040044"	7.44255
"1416116_at"	"ENSMUSG00000040044"	4.99224
"1416117_at"	"ENSMUSG00000040044"	6.08735
"1416118_at"	"ENSMUSG00000034317"	6.08735
"1416119_at"	"ENSMUSG00000028367"	11.4009
"1416120_at"	"ENSMUSG00000020649"	4.09075
"1416121_at"	"ENSMUSG00000024529"	10.7246
"1416122_at"	"ENSMUSG00000000184"	10.3704
"1416123_at"	"ENSMUSG00000000184"	8.58055
"1416124_at"	"ENSMUSG00000000184"	5.44425
"1416125_at"	"ENSMUSG00000024222"	7.6976
"1416126_at"	"ENSMUSG00000027395"	4.69485
"1416127_a_at"	"ENSMUSG00000026209"	8.32337
"1416129_at"	"ENSMUSG00000028967"	9.23005
"1416130_at"	"ENSMUSG00000079037"	9.12417
"1416131_s_at"	"ENSMUSG00000015002"	9.29084
"1416132_at"	"ENSMUSG00000015002"	5.82865
"1416133_at"	"ENSMUSG00000015002"	9.16117
"1416134_at"	"ENSMUSG00000006651"	5.52934
"1416135_at"	"ENSMUSG00000035960"	7.17495
"1416136_at"	"ENSMUSG00000031740"	12.1782
"1416137_at"	"ENSMUSG00000021814"	7.82265
"1416138_at"	"ENSMUSG00000021814"	9.9263
"1416139_at"	"ENSMUSG00000023140"	4.81826
"1416140_a_at"	"ENSMUSG00000032480"	7.8494
"1416142_at"	"ENSMUSG00000028495"	8.83409
"1416143_at"	"ENSMUSG00000022890"	11.1008
"1416144_a_at"	"ENSMUSG00000029169"	10.8135
"1416145_at"	"ENSMUSG00000029169"	10.0562
"1416146_at"	"ENSMUSG00000020361"	8.93805
"1416147_at"	"ENSMUSG00000020361"	7.43147
"1416148_at"	"ENSMUSG00000022257"	8.06964
"1416149_at"	"ENSMUSG00000046160"	3.90847
"1416150_a_at"	"ENSMUSG00000071172"	9.38039
"1416151_at"	"ENSMUSG00000071172"	8.27867
"1416152_a_at"	"ENSMUSG00000071172"	7.15644
"1416155_at"	"ENSMUSG00000015217"	6.15171
"1416156_at"	"ENSMUSG00000021823"	10.2206
"1416157_at"	"ENSMUSG00000021823"	3.42754
"1416158_at"	"ENSMUSG00000030551"	7.39072
"1416159_at"	"ENSMUSG00000030551"	9.13542
"1416160_at"	"ENSMUSG00000030551"	6.88622
"1416161_at"	"ENSMUSG00000022314"	9.15227
"1416162_at"	"ENSMUSG00000022314"	5.27247
"1416163_at"	"ENSMUSG00000035297"	7.96873
"1416164_at"	"ENSMUSG00000021186"	9.93238
"1416165_at"	"ENSMUSG00000056515"	9.07229
"1416166_a_at"	"ENSMUSG00000025289"	7.87809
"1416167_at"	"ENSMUSG00000025289"	9.84463
"1416168_at"	"ENSMUSG00000000753"	11.8333
"1416169_at"	"ENSMUSG00000062705"	3.13996
"1416170_at"	"ENSMUSG00000005981"	7.57231
"1416171_at"	"ENSMUSG00000022992"	8.4937
"1416172_at"	"ENSMUSG00000020430"	7.67195
"1416173_at"	"ENSMUSG00000020430"	5.28874
"1416174_at"	"ENSMUSG00000027428"	7.95028
"1416175_a_at"	"ENSMUSG00000008892"	10.1492
"1416177_at"	"ENSMUSG00000037070"	9.10475
"1416178_a_at"	"ENSMUSG00000030701"	8.16092
"1416179_a_at"	"ENSMUSG00000032050"	10.322
"1416180_a_at"	"ENSMUSG00000032050"	9.88063
"1416181_at"	"ENSMUSG00000038503"	10.6487
"1416182_at"	"ENSMUSG00000004931"	7.05702
"1416183_a_at"	"ENSMUSG00000030246"	9.01495
"1416185_a_at"	"ENSMUSG00000028138"	10.3941
"1416186_at"	"ENSMUSG00000028675"	7.99862
"1416187_s_at"	"ENSMUSG00000028675"	9.27443
"1416188_at"	"ENSMUSG00000000594"	5.91743
"1416189_a_at"	"ENSMUSG00000030082"	11.2755
"1416190_a_at"	"ENSMUSG00000030082"	7.17441
"1416191_at"	"ENSMUSG00000030082"	7.45523
"1416192_at"	"ENSMUSG00000006024"	6.535
"1416193_at"	"ENSMUSG00000027556"	3.50918
"1416194_at"	"ENSMUSG00000028713"	8.32791
"1416195_at"	"ENSMUSG00000006127"	8.12353
"1416196_at"	"ENSMUSG00000032518"	4.67166
"1416197_at"	"ENSMUSG00000024217"	9.17271
"1416198_at"	"ENSMUSG00000016253"	6.9054
"1416199_at"	"ENSMUSG00000031788"	6.78668
"1416200_at"	"ENSMUSG00000024810"	8.61296
"1416201_at"	"ENSMUSG00000017776"	7.74954
"1416202_at"	"ENSMUSG00000004264"	9.08669
"1416203_at"	"ENSMUSG00000004655"	11.7114
